pan_paniscus ENSPPAG00000032196
pan_troglodytes ENSPTRG00000008010
homo_sapiens ENSG00000156853
gorilla_gorilla ENSGGOG00000039088
pongo_abelii ENSPPYG00000007281
nomascus_leucogenys ENSNLEG00000000136
theropithecus_gelada ENSTGEG00000012022
papio_anubis ENSPANG00000030027
cercocebus_atys ENSCATG00000035462
mandrillus_leucophaeus ENSMLEG00000037273
macaca_mulatta ENSMMUG00000001121
macaca_fascicularis ENSMFAG00000002903
macaca_nemestrina ENSMNEG00000045202
chlorocebus_sabaeus ENSCSAG00000005871
rhinopithecus_roxellana ENSRROG00000037465
rhinopithecus_bieti ENSRBIG00000041500
piliocolobus_tephrosceles ENSPTEG00000026128
colobus_angolensis_palliatus ENSCANG00000029447
cebus_capucinus ENSCCAG00000019457
saimiri_boliviensis_boliviensis ENSSBOG00000029341
callithrix_jacchus ENSCJAG00000002702
aotus_nancymaae ENSANAG00000028507
carlito_syrichta ENSTSYG00000028385
propithecus_coquereli ENSPCOG00000028444
microcebus_murinus ENSMICG00000043380
prolemur_simus ENSPSMG00000007067
otolemur_garnettii ENSOGAG00000026653
tupaia_belangeri ENSTBEG00000005537
bos_taurus ENSBTAG00000018094
bos_mutus ENSBMUG00000021900
bison_bison_bison ENSBBBG00000006845
capra_hircus ENSCHIG00000019748
ovis_aries ENSOARG00000006773
bison_bison_bison ENSBBBG00000006577
tursiops_truncatus ENSTTRG00000001740
sus_scrofa ENSSSCG00000033496
vicugna_pacos ENSVPAG00000005602
panthera_pardus ENSPPRG00000003403
panthera_tigris_altaica ENSPTIG00000008080
felis_catus ENSFCAG00000046044
canis_lupus_dingo ENSCAFG00020017875
canis_lupus_familiaris ENSCAFG00000016625
vulpes_vulpes ENSVVUG00000026817
pteropus_vampyrus ENSPVAG00000011028
equus_caballus ENSECAG00000004417
equus_asinus_asinus ENSEASG00005012973
chinchilla_lanigera ENSCLAG00000000086
octodon_degus ENSODEG00000015296
cavia_porcellus ENSCPOG00000032332
cavia_aperea ENSCAPG00000017301
heterocephalus_glaber_female ENSHGLG00000009540
heterocephalus_glaber_male ENSHGLG00100007577
fukomys_damarensis ENSFDAG00000003743
castor_canadensis ENSCCNG00000028263
mus_spicilegus ENSMSIG00000025953
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031618
mus_musculus ENSMUSG00000048921
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030504
mus_pahari MGP_PahariEiJ_G0013711
meriones_unguiculatus ENSMUGG00000012890
cricetulus_griseus_crigri ENSCGRG00000009477
cricetulus_griseus_chok1gshd ENSCGRG00001001065
cricetulus_griseus_crigri-picr ENSCGRG00015024748
microtus_ochrogaster ENSMOCG00000012265
peromyscus_maniculatus_bairdii ENSPEMG00000011402
nannospalax_galili ENSNGAG00000023013
mesocricetus_auratus ENSMAUG00000017985
ochotona_princeps ENSOPRG00000004377
jaculus_jaculus ENSJJAG00000022323
sorex_araneus ENSSARG00000008757
erinaceus_europaeus ENSEEUG00000006230
neovison_vison ENSNVIG00000024979
mustela_putorius_furo ENSMPUG00000012298
oryctolagus_cuniculus ENSOCUG00000029542
echinops_telfairi ENSETEG00000017656
dipodomys_ordii ENSDORG00000026969
urocitellus_parryii ENSUPAG00010020009
spermophilus_dauricus ENSSDAG00000011057
ictidomys_tridecemlineatus ENSSTOG00000025737
marmota_marmota_marmota ENSMMMG00000023830
choloepus_hoffmanni ENSCHOG00000006125
dasypus_novemcinctus ENSDNOG00000046268
