caenorhabditis_elegans WBGene00007787
drosophila_melanogaster FBgn0037652
latimeria_chalumnae ENSLACG00000014129
eptatretus_burgeri ENSEBUG00000010099
larimichthys_crocea ENSLCRG00005016939
labrus_bergylta ENSLBEG00000015364
cottoperca_gobio ENSCGOG00000002653
gasterosteus_aculeatus ENSGACG00000006741
mola_mola ENSMMOG00000010389
seriola_lalandi ENSSLDG00000002150
seriola_dumerili ENSSDUG00000018594
lates_calcarifer ENSLCAG00010017043
scophthalmus_maximus ENSSMAG00000012999
cynoglossus_semilaevis ENSCSEG00000010499
monopterus_albus ENSMALG00000009593
mastacembelus_armatus ENSMAMG00000010465
anabas_testudineus ENSATEG00000025005
betta_splendens ENSBSLG00000025075
amphiprion_ocellaris ENSAOCG00000000678
amphiprion_percula ENSAPEG00000008109
acanthochromis_polyacanthus ENSAPOG00000019681
stegastes_partitus ENSSPAG00000022861
parambassis_ranga ENSPRNG00000009464
maylandia_zebra ENSMZEG00005006620
astatotilapia_calliptera ENSACLG00000018086
maylandia_zebra ENSMZEG00005024649
pundamilia_nyererei ENSPNYG00000014288
haplochromis_burtoni ENSHBUG00000018380
neolamprologus_brichardi ENSNBRG00000003755
oreochromis_niloticus ENSONIG00000005142
amphilophus_citrinellus ENSACIG00000016964
gouania_willdenowi ENSGWIG00000025869
xiphophorus_couchianus ENSXCOG00000013792
xiphophorus_maculatus ENSXMAG00000017759
gambusia_affinis ENSGAFG00000013220
poecilia_formosa ENSPFOG00000008202
poecilia_mexicana ENSPMEG00000007527
poecilia_latipinna ENSPLAG00000017427
poecilia_reticulata ENSPREG00000007647
fundulus_heteroclitus ENSFHEG00000015924
cyprinodon_variegatus ENSCVAG00000010043
kryptolebias_marmoratus ENSKMAG00000011915
oryzias_latipes ENSORLG00015013538
oryzias_latipes ENSORLG00000005118
oryzias_latipes ENSORLG00020000794
oryzias_melastigma ENSOMEG00000019142
tetraodon_nigroviridis ENSTNIG00000014827
takifugu_rubripes ENSTRUG00000011121
hippocampus_comes ENSHCOG00000021004
periophthalmus_magnuspinnatus ENSPMGG00000003423
gadus_morhua ENSGMOG00000001407
esox_lucius ENSELUG00000010856
hucho_hucho ENSHHUG00000005010
clupea_harengus ENSCHAG00000027878
denticeps_clupeoides ENSDCDG00000032705
electrophorus_electricus ENSEEEG00000009702
pygocentrus_nattereri ENSPNAG00000009469
ictalurus_punctatus ENSIPUG00000014822
astyanax_mexicanus ENSAMXG00000042113
astyanax_mexicanus ENSAMXG00005000650
danio_rerio ENSDARG00000069977
scleropages_formosus ENSSFOG00015013355
paramormyrops_kingsleyae ENSPKIG00000001941
lepisosteus_oculatus ENSLOCG00000005545
erpetoichthys_calabaricus ENSECRG00000004979
apteryx_haastii ENSAHAG00000003715
apteryx_owenii ENSAOWG00000019175
apteryx_rowi ENSARWG00000002551
dromaius_novaehollandiae ENSDNVG00000004515
nothoprocta_perdicaria ENSNPEG00000011478
anas_platyrhynchos ENSAPLG00000030654
anser_brachyrhynchus ENSABRG00000013840
meleagris_gallopavo ENSMGAG00000007548
gallus_gallus ENSGALG00000037688
coturnix_japonica ENSCJPG00005007919
meleagris_gallopavo ENSMGAG00000007755
numida_meleagris ENSNMEG00000007923
calidris_pugnax ENSCPUG00000003334
calidris_pygmaea ENSCPGG00000008462
lepidothrix_coronata ENSLCOG00000001614
manacus_vitellinus ENSMVIG00005000427
parus_major ENSPMJG00000000630
cyanistes_caeruleus ENSCCEG00000017523
junco_hyemalis ENSJHYG00000015589
ficedula_albicollis ENSFALG00000001289
taeniopygia_guttata ENSTGUG00000017089
lonchura_striata ENSLSDG00000003866
crocodylus_porosus ENSCPRG00005007001
gopherus_agassizii ENSGAGG00000007197
chelonoidis_abingdonii ENSCABG00000004777
chrysemys_picta ENSCPBG00000001813
pogona_vitticeps ENSPVIG00000006949
anolis_carolinensis ENSACAG00000005470
notechis_scutatus ENSNSUG00000003053
salvator_merianae ENSSMRG00000003891
sphenodon_punctatus ENSSPUG00000006303
cavia_aperea ENSCAPG00000010507
jaculus_jaculus ENSJJAG00000012427
ochotona_princeps ENSOPRG00000015655
heterocephalus_glaber ENSHGLG00100012924
heterocephalus_glaber ENSHGLG00000002639
panthera_pardus ENSPPRG00000007438
loxodonta_africana ENSLAFG00000018032
echinops_telfairi ENSETEG00000002112
oryctolagus_cuniculus ENSOCUG00000011280
cricetulus_griseus ENSCGRG00000014103
cricetulus_griseus ENSCGRG00015028651
cricetulus_griseus ENSCGRG00001011384
mesocricetus_auratus ENSMAUG00000016541
microtus_ochrogaster ENSMOCG00000010593
peromyscus_maniculatus ENSPEMG00000012414
mus_spretus MGP_SPRETEiJ_G0021240
mus_spicilegus ENSMSIG00000025575
mus_musculus ENSMUSG00000001285
mus_caroli MGP_CAROLIEiJ_G0020347
mus_pahari MGP_PahariEiJ_G0020346
rattus_norvegicus ENSRNOG00000013343
meriones_unguiculatus ENSMUGG00000014562
nannospalax_galili ENSNGAG00000014076
spermophilus_dauricus ENSSDAG00000009322
ictidomys_tridecemlineatus ENSSTOG00000004332
urocitellus_parryii ENSUPAG00010020913
marmota_marmota ENSMMMG00000002670
castor_canadensis ENSCCNG00000021281
dipodomys_ordii ENSDORG00000015335
octodon_degus ENSODEG00000013685
fukomys_damarensis ENSFDAG00000001871
chinchilla_lanigera ENSCLAG00000012669
cavia_porcellus ENSCPOG00000026630
carlito_syrichta ENSTSYG00000000734
propithecus_coquereli ENSPCOG00000026269
microcebus_murinus ENSMICG00000014281
prolemur_simus ENSPSMG00000019787
otolemur_garnettii ENSOGAG00000009469
pan_paniscus ENSPPAG00000041478
pan_troglodytes ENSPTRG00000005011
homo_sapiens ENSG00000139637
gorilla_gorilla ENSGGOG00000015795
pongo_abelii ENSPPYG00000004576
nomascus_leucogenys ENSNLEG00000017704
rhinopithecus_roxellana ENSRROG00000030453
rhinopithecus_bieti ENSRBIG00000033203
colobus_angolensis ENSCANG00000000011
piliocolobus_tephrosceles ENSPTEG00000037137
macaca_mulatta ENSMMUG00000022034
macaca_nemestrina ENSMNEG00000041952
macaca_fascicularis ENSMFAG00000031782
mandrillus_leucophaeus ENSMLEG00000043408
theropithecus_gelada ENSTGEG00000008330
cercocebus_atys ENSCATG00000041234
papio_anubis ENSPANG00000012627
chlorocebus_sabaeus ENSCSAG00000005511
cebus_capucinus ENSCCAG00000031836
saimiri_boliviensis ENSSBOG00000011763
callithrix_jacchus ENSCJAG00000018493
aotus_nancymaae ENSANAG00000033276
tupaia_belangeri ENSTBEG00000016469
pteropus_vampyrus ENSPVAG00000012275
sorex_araneus ENSSARG00000006241
capra_hircus ENSCHIG00000026582
ovis_aries ENSOARG00000016542
bos_indicus ENSBIXG00000004426
bos_indicus ENSBIXG00005002148
bos_taurus ENSBTAG00000020177
bos_mutus ENSBMUG00000022239
bison_bison ENSBBBG00000005178
tursiops_truncatus ENSTTRG00000002782
vicugna_pacos ENSVPAG00000000952
sus_scrofa ENSSSCG00000000267
erinaceus_europaeus ENSEEUG00000013949
myotis_lucifugus ENSMLUG00000017297
ursus_americanus ENSUAMG00000003341
ursus_maritimus ENSUMAG00000010360
ailuropoda_melanoleuca ENSAMEG00000012414
neovison_vison ENSNVIG00000001139
mustela_putorius ENSMPUG00000006052
canis_lupus ENSCAFG00020021220
canis_lupus ENSCAFG00000006981
vulpes_vulpes ENSVVUG00000028076
panthera_pardus ENSPPRG00000011016
panthera_tigris ENSPTIG00000016171
felis_catus ENSFCAG00000050847
equus_caballus ENSECAG00000011273
equus_asinus ENSEASG00005009953
dasypus_novemcinctus ENSDNOG00000035598
phascolarctos_cinereus ENSPCIG00000006639
phascolarctos_cinereus ENSPCIG00000029147
vombatus_ursinus ENSVURG00010011090
notamacropus_eugenii ENSMEUG00000012114
sarcophilus_harrisii ENSSHAG00000005453
petromyzon_marinus ENSPMAG00000001402
eptatretus_burgeri ENSEBUG00000007975
callorhinchus_milii ENSCMIG00000017017
petromyzon_marinus ENSPMAG00000008512
xenopus_tropicalis ENSXETG00000005860
hucho_hucho ENSHHUG00000002839
ciona_savignyi ENSCSAVG00000011311
ciona_savignyi ENSCSAVG00000005547
ciona_intestinalis ENSCING00000006869
saccharomyces_cerevisiae YER156C
