phascolarctos_cinereus ENSPCIG00000005149
notamacropus_eugenii ENSMEUG00000003196
monodelphis_domestica ENSMODG00000006460
sarcophilus_harrisii ENSSHAG00000003933
ursus_maritimus ENSUMAG00000010101
ursus_americanus ENSUAMG00000022107
ailuropoda_melanoleuca ENSAMEG00000014423
canis_lupus_dingo ENSCAFG00020019336
canis_lupus_dingo ENSCAFG00020019339
vulpes_vulpes ENSVVUG00000011899
canis_lupus_familiaris ENSCAFG00000002914
panthera_pardus ENSPPRG00000015017
panthera_tigris_altaica ENSPTIG00000014624
felis_catus ENSFCAG00000006495
ovis_aries ENSOARG00000014219
capra_hircus ENSCHIG00000013223
bos_mutus ENSBMUG00000019593
bos_taurus ENSBTAG00000018545
bison_bison_bison ENSBBBG00000009526
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030744
mus_musculus ENSMUSG00000055193
mus_spicilegus ENSMSIG00000025027
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029645
mus_pahari MGP_PahariEiJ_G0012873
rattus_norvegicus ENSRNOG00000033805
rattus_norvegicus ENSRNOG00000049445
meriones_unguiculatus ENSMUGG00000009032
meriones_unguiculatus ENSMUGG00000008919
cricetulus_griseus_crigri-picr ENSCGRG00015022986
cricetulus_griseus_crigri ENSCGRG00000009206
cricetulus_griseus_chok1gshd ENSCGRG00001006738
mesocricetus_auratus ENSMAUG00000021886
peromyscus_maniculatus_bairdii ENSPEMG00000018073
nannospalax_galili ENSNGAG00000009603
jaculus_jaculus ENSJJAG00000014859
heterocephalus_glaber_female ENSHGLG00000014865
fukomys_damarensis ENSFDAG00000015944
cavia_porcellus ENSCPOG00000038920
cavia_aperea ENSCAPG00000007820
chinchilla_lanigera ENSCLAG00000006389
castor_canadensis ENSCCNG00000001108
dipodomys_ordii ENSDORG00000009538
urocitellus_parryii ENSUPAG00010015901
spermophilus_dauricus ENSSDAG00000010920
ictidomys_tridecemlineatus ENSSTOG00000022412
marmota_marmota_marmota ENSMMMG00000006636
ochotona_princeps ENSOPRG00000015636
pan_troglodytes ENSPTRG00000011356
pan_paniscus ENSPPAG00000039959
gorilla_gorilla ENSGGOG00000027336
homo_sapiens ENSG00000174562
pongo_abelii ENSPPYG00000010298
nomascus_leucogenys ENSNLEG00000005753
piliocolobus_tephrosceles ENSPTEG00000018810
colobus_angolensis_palliatus ENSCANG00000034258
rhinopithecus_bieti ENSRBIG00000035483
rhinopithecus_roxellana ENSRROG00000015970
macaca_fascicularis ENSMFAG00000043311
macaca_mulatta ENSMMUG00000001991
macaca_nemestrina ENSMNEG00000044332
chlorocebus_sabaeus ENSCSAG00000002067
mandrillus_leucophaeus ENSMLEG00000043067
cercocebus_atys ENSCATG00000031836
theropithecus_gelada ENSTGEG00000002529
papio_anubis ENSPANG00000001185
saimiri_boliviensis_boliviensis ENSSBOG00000031159
callithrix_jacchus ENSCJAG00000045844
cebus_capucinus ENSCCAG00000033449
aotus_nancymaae ENSANAG00000027553
carlito_syrichta ENSTSYG00000033388
prolemur_simus ENSPSMG00000018565
prolemur_simus ENSPSMG00000011149
propithecus_coquereli ENSPCOG00000013894
microcebus_murinus ENSMICG00000000529
otolemur_garnettii ENSOGAG00000013040
equus_caballus ENSECAG00000009452
equus_asinus_asinus ENSEASG00005009747
sus_scrofa ENSSSCG00000030539
erinaceus_europaeus ENSEEUG00000002985
erinaceus_europaeus ENSEEUG00000014076
pteropus_vampyrus ENSPVAG00000003425
tupaia_belangeri ENSTBEG00000017306
loxodonta_africana ENSLAFG00000031885
procavia_capensis ENSPCAG00000009672
echinops_telfairi ENSETEG00000005143
dasypus_novemcinctus ENSDNOG00000024313
choloepus_hoffmanni ENSCHOG00000005039
sorex_araneus ENSSARG00000013046
ornithorhynchus_anatinus ENSOANG00000010809
