chrysemys_picta_bellii ENSCPBG00000020639
gopherus_agassizii ENSGAGG00000012522
pelodiscus_sinensis ENSPSIG00000012174
taeniopygia_guttata ENSTGUG00000004340
lonchura_striata_domestica ENSLSDG00000004211
zonotrichia_albicollis ENSZALG00000007069
junco_hyemalis ENSJHYG00000014624
zonotrichia_albicollis ENSZALG00000007068
serinus_canaria ENSSCAG00000003656
ficedula_albicollis ENSFALG00000009908
parus_major ENSPMJG00000009956
cyanistes_caeruleus ENSCCEG00000014535
lepidothrix_coronata ENSLCOG00000014104
manacus_vitellinus ENSMVIG00005005004
melopsittacus_undulatus ENSMUNG00000016879
calidris_pygmaea ENSCPGG00000004636
calidris_pugnax ENSCPUG00000012654
anser_brachyrhynchus ENSABRG00000013134
anas_platyrhynchos_platyrhynchos ENSAPLG00000014367
meleagris_gallopavo ENSMGAG00000008443
coturnix_japonica ENSCJPG00005012107
gallus_gallus ENSGALG00000008836
numida_meleagris ENSNMEG00000009251
apteryx_owenii ENSAOWG00000019240
apteryx_haastii ENSAHAG00000019511
apteryx_rowi ENSARWG00000004561
dromaius_novaehollandiae ENSDNVG00000015813
sphenodon_punctatus ENSSPUG00000017510
sphenodon_punctatus ENSSPUG00000017503
pogona_vitticeps ENSPVIG00000013865
anolis_carolinensis ENSACAG00000006501
chelonoidis_abingdonii ENSCABG00000006772
crocodylus_porosus ENSCPRG00005010847
salvator_merianae ENSSMRG00000012131
notechis_scutatus ENSNSUG00000011430
ornithorhynchus_anatinus ENSOANG00000004825
latimeria_chalumnae ENSLACG00000010726
