pogona_vitticeps ENSPVIG00000000879
anolis_carolinensis ENSACAG00000001461
notechis_scutatus ENSNSUG00000000842
salvator_merianae ENSSMRG00000009640
sphenodon_punctatus ENSSPUG00000015642
apteryx_haastii ENSAHAG00000018615
nothoprocta_perdicaria ENSNPEG00000010476
numida_meleagris ENSNMEG00000010741
gallus_gallus ENSGALG00000039121
anas_platyrhynchos ENSAPLG00000006074
calidris_pygmaea ENSCPGG00000013552
calidris_pugnax ENSCPUG00000006458
melopsittacus_undulatus ENSMUNG00000013356
lepidothrix_coronata ENSLCOG00000008315
manacus_vitellinus ENSMVIG00005008439
lonchura_striata ENSLSDG00000009504
junco_hyemalis ENSJHYG00000014521
parus_major ENSPMJG00000014270
apteryx_owenii ENSAOWG00000006114
apteryx_rowi ENSARWG00000009495
dromaius_novaehollandiae ENSDNVG00000002275
coturnix_japonica ENSCJPG00005019018
meleagris_gallopavo ENSMGAG00000001043
anser_brachyrhynchus ENSABRG00000014549
serinus_canaria ENSSCAG00000004660
taeniopygia_guttata ENSTGUG00000016606
zonotrichia_albicollis ENSZALG00000012692
taeniopygia_guttata ENSTGUG00000008628
cyanistes_caeruleus ENSCCEG00000016693
ficedula_albicollis ENSFALG00000007926
crocodylus_porosus ENSCPRG00005000665
gopherus_agassizii ENSGAGG00000020722
chelonoidis_abingdonii ENSCABG00000020750
chrysemys_picta ENSCPBG00000010561
pelodiscus_sinensis ENSPSIG00000003249
vombatus_ursinus ENSVURG00010021805
phascolarctos_cinereus ENSPCIG00000026456
notamacropus_eugenii ENSMEUG00000010209
sarcophilus_harrisii ENSSHAG00000008679
monodelphis_domestica ENSMODG00000017715
capra_hircus ENSCHIG00000000122
ovis_aries ENSOARG00000015454
bos_indicus ENSBIXG00005002334
bos_indicus ENSBIXG00000000627
bos_taurus ENSBTAG00000006938
bos_mutus ENSBMUG00000002782
tursiops_truncatus ENSTTRG00000007596
sus_scrofa ENSSSCG00000010079
equus_asinus ENSEASG00005022267
equus_caballus ENSECAG00000016438
ursus_americanus ENSUAMG00000010852
ursus_maritimus ENSUMAG00000003407
ailuropoda_melanoleuca ENSAMEG00000008905
mustela_putorius ENSMPUG00000003141
neovison_vison ENSNVIG00000021523
neovison_vison ENSNVIG00000021531
canis_lupus ENSCAFG00020015106
canis_lupus ENSCAFG00000015440
vulpes_vulpes ENSVVUG00000020371
panthera_pardus ENSPPRG00000008548
panthera_tigris ENSPTIG00000007590
pteropus_vampyrus ENSPVAG00000013642
myotis_lucifugus ENSMLUG00000007934
erinaceus_europaeus ENSEEUG00000009353
pan_troglodytes ENSPTRG00000014121
pan_paniscus ENSPPAG00000044040
homo_sapiens ENSG00000100034
