takifugu_rubripes ENSTRUG00000012092
monopterus_albus ENSMALG00000005415
cynoglossus_semilaevis ENSCSEG00000002856
acanthochromis_polyacanthus ENSAPOG00000013433
seriola_lalandi_dorsalis ENSSLDG00000003666
esox_lucius ENSELUG00000000608
esox_lucius ENSELUG00000011650
paramormyrops_kingsleyae ENSPKIG00000021146
monodelphis_domestica ENSMODG00000025578
sarcophilus_harrisii ENSSHAG00000013479
phascolarctos_cinereus ENSPCIG00000031455
choloepus_hoffmanni ENSCHOG00000010261
procavia_capensis ENSPCAG00000003271
ochotona_princeps ENSOPRG00000007961
apteryx_rowi ENSARWG00000017022
apteryx_owenii ENSAOWG00000016271
eptatretus_burgeri ENSEBUG00000008606
ciona_intestinalis ENSCING00000014452
ciona_savignyi ENSCSAVG00000007282
caenorhabditis_elegans_strain_n2 WBGene00004454
drosophila_melanogaster FBgn0031980
saccharomyces_cerevisiae YNL162W
saccharomyces_cerevisiae YHR141C
