pogona_vitticeps ENSPVIG00000001207
notechis_scutatus ENSNSUG00000009233
sphenodon_punctatus ENSSPUG00000017243
serinus_canaria ENSSCAG00000009588
lonchura_striata_domestica ENSLSDG00000008512
parus_major ENSPMJG00000005880
cyanistes_caeruleus ENSCCEG00000014641
anas_platyrhynchos_platyrhynchos ENSAPLG00000028609
apteryx_owenii ENSAOWG00000017294
apteryx_haastii ENSAHAG00000015337
apteryx_rowi ENSARWG00000018048
dromaius_novaehollandiae ENSDNVG00000009121
chelonoidis_abingdonii ENSCABG00000022038
chrysemys_picta_bellii ENSCPBG00000018878
ursus_americanus ENSUAMG00000018680
vulpes_vulpes ENSVVUG00000007355
bos_taurus ENSBTAG00000055214
meriones_unguiculatus ENSMUGG00000006368
esox_lucius ENSELUG00000010107
