sphenodon_punctatus ENSSPUG00000013456
notechis_scutatus ENSNSUG00000003995
gopherus_agassizii ENSGAGG00000007130
ursus_americanus ENSUAMG00000028223
ursus_maritimus ENSUMAG00000010756
bison_bison_bison ENSBBBG00000023107
poecilia_mexicana ENSPMEG00000007731
poecilia_latipinna ENSPLAG00000003604
poecilia_reticulata ENSPREG00000004480
xiphophorus_couchianus ENSXCOG00000003677
cyprinodon_variegatus ENSCVAG00000019999
acanthochromis_polyacanthus ENSAPOG00000014247
seriola_lalandi_dorsalis ENSSLDG00000014443
labrus_bergylta ENSLBEG00000014717
pundamilia_nyererei ENSPNYG00000009852
neolamprologus_brichardi ENSNBRG00000003297
amphilophus_citrinellus ENSACIG00000004823
haplochromis_burtoni ENSHBUG00000016729
poecilia_latipinna ENSPLAG00000017052
poecilia_reticulata ENSPREG00000021915
cyprinodon_variegatus ENSCVAG00000023026
cyprinodon_variegatus ENSCVAG00000008447
mola_mola ENSMMOG00000009530
labrus_bergylta ENSLBEG00000013218
seriola_lalandi_dorsalis ENSSLDG00000002999
scophthalmus_maximus ENSSMAG00000005366
monopterus_albus ENSMALG00000018469
periophthalmus_magnuspinnatus ENSPMGG00000020960
paramormyrops_kingsleyae ENSPKIG00000014225
notechis_scutatus ENSNSUG00000011150
