ursus_americanus ENSUAMG00000018142
ursus_maritimus ENSUMAG00000017637
ailuropoda_melanoleuca ENSAMEG00000011311
mustela_putorius_furo ENSMPUG00000015515
neovison_vison ENSNVIG00000021832
canis_lupus_dingo ENSCAFG00020022674
canis_lupus_familiaris ENSCAFG00000015177
vulpes_vulpes ENSVVUG00000026210
panthera_pardus ENSPPRG00000007593
panthera_tigris_altaica ENSPTIG00000001143
felis_catus ENSFCAG00000008149
erinaceus_europaeus ENSEEUG00000011664
capra_hircus ENSCHIG00000021725
ovis_aries ENSOARG00000010897
bos_mutus ENSBMUG00000020892
bos_taurus ENSBTAG00000011515
bison_bison_bison ENSBBBG00000016222
tursiops_truncatus ENSTTRG00000004067
sus_scrofa ENSSSCG00000006287
vicugna_pacos ENSVPAG00000005131
equus_asinus_asinus ENSEASG00005019020
equus_caballus ENSECAG00000020122
pteropus_vampyrus ENSPVAG00000007362
myotis_lucifugus ENSMLUG00000008558
pan_troglodytes ENSPTRG00000001661
pan_paniscus ENSPPAG00000032392
homo_sapiens ENSG00000188404
gorilla_gorilla ENSGGOG00000024661
pongo_abelii ENSPPYG00000000529
nomascus_leucogenys ENSNLEG00000034167
rhinopithecus_roxellana ENSRROG00000031645
rhinopithecus_bieti ENSRBIG00000044066
piliocolobus_tephrosceles ENSPTEG00000017629
colobus_angolensis_palliatus ENSCANG00000030269
papio_anubis ENSPANG00000020257
theropithecus_gelada ENSTGEG00000006342
cercocebus_atys ENSCATG00000038996
macaca_mulatta ENSMMUG00000016579
macaca_nemestrina ENSMNEG00000033134
macaca_fascicularis ENSMFAG00000042617
mandrillus_leucophaeus ENSMLEG00000026854
chlorocebus_sabaeus ENSCSAG00000011287
cebus_capucinus ENSCCAG00000028534
callithrix_jacchus ENSCJAG00000010174
saimiri_boliviensis_boliviensis ENSSBOG00000022823
aotus_nancymaae ENSANAG00000037545
carlito_syrichta ENSTSYG00000006273
propithecus_coquereli ENSPCOG00000010365
microcebus_murinus ENSMICG00000012303
prolemur_simus ENSPSMG00000025575
otolemur_garnettii ENSOGAG00000010080
mus_spicilegus ENSMSIG00000022221
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015597
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014790
mus_musculus ENSMUSG00000026581
mus_pahari MGP_PahariEiJ_G0028027
rattus_norvegicus ENSRNOG00000002776
meriones_unguiculatus ENSMUGG00000006836
cricetulus_griseus_chok1gshd ENSCGRG00001010988
cricetulus_griseus_crigri ENSCGRG00000009834
cricetulus_griseus_crigri-picr ENSCGRG00015009706
mesocricetus_auratus ENSMAUG00000016954
microtus_ochrogaster ENSMOCG00000021443
peromyscus_maniculatus_bairdii ENSPEMG00000015680
nannospalax_galili ENSNGAG00000020396
jaculus_jaculus ENSJJAG00000011229
ictidomys_tridecemlineatus ENSSTOG00000008958
spermophilus_dauricus ENSSDAG00000016530
castor_canadensis ENSCCNG00000020641
heterocephalus_glaber_male ENSHGLG00100014114
heterocephalus_glaber_female ENSHGLG00000002447
fukomys_damarensis ENSFDAG00000016414
chinchilla_lanigera ENSCLAG00000005466
cavia_porcellus ENSCPOG00000035058
cavia_aperea ENSCAPG00000015439
octodon_degus ENSODEG00000000030
oryctolagus_cuniculus ENSOCUG00000017432
ochotona_princeps ENSOPRG00000000690
loxodonta_africana ENSLAFG00000007162
procavia_capensis ENSPCAG00000015659
echinops_telfairi ENSETEG00000000271
choloepus_hoffmanni ENSCHOG00000004443
dasypus_novemcinctus ENSDNOG00000041443
notamacropus_eugenii ENSMEUG00000003525
