dasypus_novemcinctus ENSDNOG00000035799
sorex_araneus ENSSARG00000008210
loxodonta_africana ENSLAFG00000005800
procavia_capensis ENSPCAG00000000759
echinops_telfairi ENSETEG00000012911
heterocephalus_glaber ENSHGLG00000006440
heterocephalus_glaber ENSHGLG00100005908
fukomys_damarensis ENSFDAG00000008403
chinchilla_lanigera ENSCLAG00000008910
octodon_degus ENSODEG00000009968
cavia_porcellus ENSCPOG00000007113
cavia_aperea ENSCAPG00000015404
urocitellus_parryii ENSUPAG00010019471
ictidomys_tridecemlineatus ENSSTOG00000021534
dipodomys_ordii ENSDORG00000015459
castor_canadensis ENSCCNG00000009314
mus_spicilegus ENSMSIG00000014611
mus_spretus MGP_SPRETEiJ_G0018354
mus_musculus ENSMUSG00000039741
mus_caroli MGP_CAROLIEiJ_G0017510
mus_pahari MGP_PahariEiJ_G0018636
rattus_norvegicus ENSRNOG00000043102
meriones_unguiculatus ENSMUGG00000001787
cricetulus_griseus ENSCGRG00015000423
cricetulus_griseus ENSCGRG00000015945
cricetulus_griseus ENSCGRG00001007507
mesocricetus_auratus ENSMAUG00000018908
peromyscus_maniculatus ENSPEMG00000010228
microtus_ochrogaster ENSMOCG00000021502
nannospalax_galili ENSNGAG00000014344
jaculus_jaculus ENSJJAG00000018500
ochotona_princeps ENSOPRG00000003199
pan_paniscus ENSPPAG00000029233
pan_troglodytes ENSPTRG00000034171
homo_sapiens ENSG00000266074
gorilla_gorilla ENSGGOG00000006265
pongo_abelii ENSPPYG00000008734
nomascus_leucogenys ENSNLEG00000013379
cercocebus_atys ENSCATG00000031480
mandrillus_leucophaeus ENSMLEG00000034871
papio_anubis ENSPANG00000019486
theropithecus_gelada ENSTGEG00000009769
macaca_mulatta ENSMMUG00000018984
macaca_fascicularis ENSMFAG00000000776
macaca_nemestrina ENSMNEG00000040618
chlorocebus_sabaeus ENSCSAG00000002275
piliocolobus_tephrosceles ENSPTEG00000031926
colobus_angolensis ENSCANG00000020997
rhinopithecus_roxellana ENSRROG00000041039
rhinopithecus_bieti ENSRBIG00000032244
saimiri_boliviensis ENSSBOG00000021085
cebus_capucinus ENSCCAG00000021146
callithrix_jacchus ENSCJAG00000007971
aotus_nancymaae ENSANAG00000035276
carlito_syrichta ENSTSYG00000036115
propithecus_coquereli ENSPCOG00000013232
prolemur_simus ENSPSMG00000004169
microcebus_murinus ENSMICG00000010598
otolemur_garnettii ENSOGAG00000030207
tupaia_belangeri ENSTBEG00000014502
equus_asinus ENSEASG00005005710
equus_caballus ENSECAG00000021325
pteropus_vampyrus ENSPVAG00000013152
capra_hircus ENSCHIG00000002854
ovis_aries ENSOARG00000018651
bos_indicus ENSBIXG00000001750
bos_indicus ENSBIXG00005014547
bos_taurus ENSBTAG00000016776
bos_mutus ENSBMUG00000026431
bison_bison ENSBBBG00000004029
tursiops_truncatus ENSTTRG00000007437
ursus_americanus ENSUAMG00000016887
ailuropoda_melanoleuca ENSAMEG00000015499
canis_lupus ENSCAFG00020008941
canis_lupus ENSCAFG00000005732
vulpes_vulpes ENSVVUG00000018955
mustela_putorius ENSMPUG00000011616
neovison_vison ENSNVIG00000015840
felis_catus ENSFCAG00000006020
erinaceus_europaeus ENSEEUG00000002820
notamacropus_eugenii ENSMEUG00000013171
vombatus_ursinus ENSVURG00010009097
sarcophilus_harrisii ENSSHAG00000014704
ornithorhynchus_anatinus ENSOANG00000011881
calidris_pygmaea ENSCPGG00000016212
calidris_pugnax ENSCPUG00000010636
lonchura_striata ENSLSDG00000003727
parus_major ENSPMJG00000017036
lepidothrix_coronata ENSLCOG00000010866
ficedula_albicollis ENSFALG00000012624
gallus_gallus ENSGALG00000040308
coturnix_japonica ENSCJPG00005021242
meleagris_gallopavo ENSMGAG00000005482
numida_meleagris ENSNMEG00000003203
crocodylus_porosus ENSCPRG00005018363
gopherus_agassizii ENSGAGG00000005716
chelonoidis_abingdonii ENSCABG00000012995
chrysemys_picta ENSCPBG00000010417
pogona_vitticeps ENSPVIG00000008245
salvator_merianae ENSSMRG00000004594
notechis_scutatus ENSNSUG00000009745
anolis_carolinensis ENSACAG00000015255
xenopus_tropicalis ENSXETG00000019827
ictalurus_punctatus ENSIPUG00000010248
electrophorus_electricus ENSEEEG00000022800
pygocentrus_nattereri ENSPNAG00000009135
astyanax_mexicanus ENSAMXG00000042322
danio_rerio ENSDARG00000103739
clupea_harengus ENSCHAG00000027547
denticeps_clupeoides ENSDCDG00000013640
scophthalmus_maximus ENSSMAG00000017691
cynoglossus_semilaevis ENSCSEG00000010848
seriola_dumerili ENSSDUG00000012184
seriola_lalandi ENSSLDG00000022026
mastacembelus_armatus ENSMAMG00000021435
monopterus_albus ENSMALG00000021784
anabas_testudineus ENSATEG00000024165
betta_splendens ENSBSLG00000021121
