chrysemys_picta_bellii ENSCPBG00000010470
chelonoidis_abingdonii ENSCABG00000013024
pelodiscus_sinensis ENSPSIG00000017911
apteryx_owenii ENSAOWG00000014165
apteryx_rowi ENSARWG00000012987
apteryx_haastii ENSAHAG00000009324
dromaius_novaehollandiae ENSDNVG00000001661
nothoprocta_perdicaria ENSNPEG00000010364
anser_brachyrhynchus ENSABRG00000003889
anas_platyrhynchos_platyrhynchos ENSAPLG00000012946
meleagris_gallopavo ENSMGAG00000006305
coturnix_japonica ENSCJPG00005021236
gallus_gallus ENSGALG00000006900
numida_meleagris ENSNMEG00000003192
crocodylus_porosus ENSCPRG00005018338
sphenodon_punctatus ENSSPUG00000013729
xenopus_tropicalis ENSXETG00000015399
poecilia_formosa ENSPFOG00000018760
poecilia_mexicana ENSPMEG00000022635
poecilia_latipinna ENSPLAG00000008711
poecilia_reticulata ENSPREG00000014320
gambusia_affinis ENSGAFG00000013590
xiphophorus_maculatus ENSXMAG00000014501
xiphophorus_couchianus ENSXCOG00000003503
fundulus_heteroclitus ENSFHEG00000013411
cyprinodon_variegatus ENSCVAG00000006447
kryptolebias_marmoratus ENSKMAG00000000850
oryzias_latipes ENSORLG00000013655
oryzias_latipes_asm223469v1 ENSORLG00015017460
oryzias_melastigma ENSOMEG00000021511
amphiprion_percula ENSAPEG00000012938
amphiprion_ocellaris ENSAOCG00000010432
acanthochromis_polyacanthus ENSAPOG00000021952
stegastes_partitus ENSSPAG00000004478
astatotilapia_calliptera ENSACLG00000020624
maylandia_zebra ENSMZEG00005009960
haplochromis_burtoni ENSHBUG00000002548
pundamilia_nyererei ENSPNYG00000019625
neolamprologus_brichardi ENSNBRG00000024003
oreochromis_niloticus ENSONIG00000018047
amphilophus_citrinellus ENSACIG00000011501
labrus_bergylta ENSLBEG00000014593
labrus_bergylta ENSLBEG00000005513
labrus_bergylta ENSLBEG00000008802
takifugu_rubripes ENSTRUG00000018221
takifugu_rubripes ENSTRUG00000003515
tetraodon_nigroviridis ENSTNIG00000011876
cynoglossus_semilaevis ENSCSEG00000001330
periophthalmus_magnuspinnatus ENSPMGG00000008204
seriola_lalandi_dorsalis ENSSLDG00000020251
seriola_dumerili ENSSDUG00000004649
scophthalmus_maximus ENSSMAG00000011858
mola_mola ENSMMOG00000005476
gasterosteus_aculeatus ENSGACG00000014399
mastacembelus_armatus ENSMAMG00000008559
monopterus_albus ENSMALG00000018083
anabas_testudineus ENSATEG00000010609
hippocampus_comes ENSHCOG00000018815
gadus_morhua ENSGMOG00000017628
gadus_morhua ENSGMOG00000002221
esox_lucius ENSELUG00000000366
pygocentrus_nattereri ENSPNAG00000021751
ictalurus_punctatus ENSIPUG00000006912
danio_rerio ENSDARG00000112644
paramormyrops_kingsleyae ENSPKIG00000011386
paramormyrops_kingsleyae ENSPKIG00000017043
scleropages_formosus ENSSFOG00015018650
lepisosteus_oculatus ENSLOCG00000012947
latimeria_chalumnae ENSLACG00000013600
eptatretus_burgeri ENSEBUG00000001382
eptatretus_burgeri ENSEBUG00000006423
