pogona_vitticeps ENSPVIG00000000650
notechis_scutatus ENSNSUG00000010982
salvator_merianae ENSSMRG00000020502
calidris_pygmaea ENSCPGG00000015427
junco_hyemalis ENSJHYG00000017097
numida_meleagris ENSNMEG00000000054
apteryx_owenii ENSAOWG00000004800
chrysemys_picta_bellii ENSCPBG00000006233
pygocentrus_nattereri ENSPNAG00000001687
astyanax_mexicanus ENSAMXG00000034829
ictalurus_punctatus ENSIPUG00000020773
danio_rerio ENSDARG00000101707
anabas_testudineus ENSATEG00000023482
mastacembelus_armatus ENSMAMG00000018721
seriola_dumerili ENSSDUG00000014629
seriola_lalandi_dorsalis ENSSLDG00000013239
scophthalmus_maximus ENSSMAG00000009477
maylandia_zebra ENSMZEG00005019099
astatotilapia_calliptera ENSACLG00000011089
haplochromis_burtoni ENSHBUG00000003558
neolamprologus_brichardi ENSNBRG00000014581
amphilophus_citrinellus ENSACIG00000014894
amphiprion_ocellaris ENSAOCG00000010232
amphiprion_percula ENSAPEG00000022993
acanthochromis_polyacanthus ENSAPOG00000012610
oryzias_latipes ENSORLG00000024499
oryzias_latipes_asm223469v1 ENSORLG00015003910
oryzias_latipes ENSORLG00020004503
oryzias_melastigma ENSOMEG00000022595
fundulus_heteroclitus ENSFHEG00000013609
cyprinodon_variegatus ENSCVAG00000020367
poecilia_latipinna ENSPLAG00000012388
poecilia_mexicana ENSPMEG00000022600
xiphophorus_maculatus ENSXMAG00000010480
poecilia_formosa ENSPFOG00000011981
poecilia_reticulata ENSPREG00000005587
xiphophorus_couchianus ENSXCOG00000012946
gambusia_affinis ENSGAFG00000014196
kryptolebias_marmoratus ENSKMAG00000007414
monopterus_albus ENSMALG00000008795
cynoglossus_semilaevis ENSCSEG00000004132
takifugu_rubripes ENSTRUG00000023034
tetraodon_nigroviridis ENSTNIG00000002867
mola_mola ENSMMOG00000006043
labrus_bergylta ENSLBEG00000006968
hippocampus_comes ENSHCOG00000004983
periophthalmus_magnuspinnatus ENSPMGG00000016449
esox_lucius ENSELUG00000010898
scleropages_formosus ENSSFOG00015021139
paramormyrops_kingsleyae ENSPKIG00000025318
lepisosteus_oculatus ENSLOCG00000016753
latimeria_chalumnae ENSLACG00000009399
ciona_savignyi ENSCSAVG00000000928
ciona_intestinalis ENSCING00000000615
drosophila_melanogaster FBgn0029915
caenorhabditis_elegans_strain_n2 WBGene00018045
