ursus_americanus ENSUAMG00000017373
ursus_maritimus ENSUMAG00000008138
ailuropoda_melanoleuca ENSAMEG00000013046
neovison_vison ENSNVIG00000017417
mustela_putorius_furo ENSMPUG00000013335
vulpes_vulpes ENSVVUG00000017508
canis_lupus_dingo ENSCAFG00020021396
panthera_tigris_altaica ENSPTIG00000017463
panthera_pardus ENSPPRG00000007771
felis_catus ENSFCAG00000034095
tursiops_truncatus ENSTTRG00000001373
vicugna_pacos ENSVPAG00000001510
sus_scrofa ENSSSCG00000012272
capra_hircus ENSCHIG00000018961
ovis_aries ENSOARG00000013310
bos_mutus ENSBMUG00000025929
equus_caballus ENSECAG00000021242
canis_lupus_familiaris ENSCAFG00000015038
bos_taurus ENSBTAG00000038589
cricetulus_griseus_chok1gshd ENSCGRG00001011925
cricetulus_griseus_crigri-picr ENSCGRG00015003612
cricetulus_griseus_crigri ENSCGRG00000004129
peromyscus_maniculatus_bairdii ENSPEMG00000027777
nannospalax_galili ENSNGAG00000014861
jaculus_jaculus ENSJJAG00000019723
ictidomys_tridecemlineatus ENSSTOG00000032405
urocitellus_parryii ENSUPAG00010008982
spermophilus_dauricus ENSSDAG00000014056
marmota_marmota_marmota ENSMMMG00000012411
chinchilla_lanigera ENSCLAG00000001691
octodon_degus ENSODEG00000008760
cavia_porcellus ENSCPOG00000035046
heterocephalus_glaber_female ENSHGLG00000001450
heterocephalus_glaber_male ENSHGLG00100002389
fukomys_damarensis ENSFDAG00000009449
oryctolagus_cuniculus ENSOCUG00000029541
pan_troglodytes ENSPTRG00000021842
pan_paniscus ENSPPAG00000042083
homo_sapiens ENSG00000147117
gorilla_gorilla ENSGGOG00000013173
pongo_abelii ENSPPYG00000020291
nomascus_leucogenys ENSNLEG00000003324
colobus_angolensis_palliatus ENSCANG00000042971
piliocolobus_tephrosceles ENSPTEG00000010482
rhinopithecus_roxellana ENSRROG00000027232
rhinopithecus_bieti ENSRBIG00000038542
macaca_fascicularis ENSMFAG00000031278
macaca_mulatta ENSMMUG00000008566
macaca_nemestrina ENSMNEG00000038828
theropithecus_gelada ENSTGEG00000005398
papio_anubis ENSPANG00000011866
mandrillus_leucophaeus ENSMLEG00000039982
cercocebus_atys ENSCATG00000039253
chlorocebus_sabaeus ENSCSAG00000013645
cebus_capucinus ENSCCAG00000037848
saimiri_boliviensis_boliviensis ENSSBOG00000035370
callithrix_jacchus ENSCJAG00000012396
aotus_nancymaae ENSANAG00000034310
carlito_syrichta ENSTSYG00000009581
microcebus_murinus ENSMICG00000017445
prolemur_simus ENSPSMG00000015998
propithecus_coquereli ENSPCOG00000022946
otolemur_garnettii ENSOGAG00000016607
dasypus_novemcinctus ENSDNOG00000030663
choloepus_hoffmanni ENSCHOG00000009969
procavia_capensis ENSPCAG00000003964
