paramormyrops_kingsleyae ENSPKIG00000012470
scleropages_formosus ENSSFOG00015014164
takifugu_rubripes ENSTRUG00000005588
tetraodon_nigroviridis ENSTNIG00000017753
mola_mola ENSMMOG00000020184
labrus_bergylta ENSLBEG00000005479
seriola_dumerili ENSSDUG00000005485
seriola_lalandi_dorsalis ENSSLDG00000025574
scophthalmus_maximus ENSSMAG00000014358
monopterus_albus ENSMALG00000020973
mastacembelus_armatus ENSMAMG00000008498
anabas_testudineus ENSATEG00000000830
cynoglossus_semilaevis ENSCSEG00000012069
oryzias_latipes_asm223469v1 ENSORLG00015015868
oryzias_latipes ENSORLG00000004737
oryzias_latipes ENSORLG00020003607
oryzias_melastigma ENSOMEG00000017971
cyprinodon_variegatus ENSCVAG00000008983
amphiprion_percula ENSAPEG00000018653
amphiprion_ocellaris ENSAOCG00000019325
acanthochromis_polyacanthus ENSAPOG00000017309
stegastes_partitus ENSSPAG00000003975
haplochromis_burtoni ENSHBUG00000018069
pundamilia_nyererei ENSPNYG00000020254
maylandia_zebra ENSMZEG00005009262
astatotilapia_calliptera ENSACLG00000000148
oreochromis_niloticus ENSONIG00000004516
neolamprologus_brichardi ENSNBRG00000005894
amphilophus_citrinellus ENSACIG00000001491
hippocampus_comes ENSHCOG00000006413
periophthalmus_magnuspinnatus ENSPMGG00000006089
gadus_morhua ENSGMOG00000013839
esox_lucius ENSELUG00000006025
lepisosteus_oculatus ENSLOCG00000006018
apteryx_haastii ENSAHAG00000003501
apteryx_owenii ENSAOWG00000017572
apteryx_rowi ENSARWG00000003476
dromaius_novaehollandiae ENSDNVG00000012011
nothoprocta_perdicaria ENSNPEG00000000544
calidris_pugnax ENSCPUG00000010785
calidris_pygmaea ENSCPGG00000001965
melopsittacus_undulatus ENSMUNG00000007231
zonotrichia_albicollis ENSZALG00000011360
junco_hyemalis ENSJHYG00000006730
serinus_canaria ENSSCAG00000015152
lonchura_striata_domestica ENSLSDG00000013954
taeniopygia_guttata ENSTGUG00000003115
cyanistes_caeruleus ENSCCEG00000006041
parus_major ENSPMJG00000002873
ficedula_albicollis ENSFALG00000009272
lepidothrix_coronata ENSLCOG00000014880
manacus_vitellinus ENSMVIG00005017509
anser_brachyrhynchus ENSABRG00000006903
anas_platyrhynchos_platyrhynchos ENSAPLG00000010884
gallus_gallus ENSGALG00000011235
meleagris_gallopavo ENSMGAG00000010891
coturnix_japonica ENSCJPG00005012568
numida_meleagris ENSNMEG00000008285
crocodylus_porosus ENSCPRG00005001164
chelonoidis_abingdonii ENSCABG00000019258
gopherus_agassizii ENSGAGG00000007960
chrysemys_picta_bellii ENSCPBG00000022536
pelodiscus_sinensis ENSPSIG00000007294
anolis_carolinensis ENSACAG00000007710
pogona_vitticeps ENSPVIG00000015288
sphenodon_punctatus ENSSPUG00000001851
phascolarctos_cinereus ENSPCIG00000028179
notamacropus_eugenii ENSMEUG00000004518
monodelphis_domestica ENSMODG00000014595
loxodonta_africana ENSLAFG00000018400
procavia_capensis ENSPCAG00000001920
echinops_telfairi ENSETEG00000016267
choloepus_hoffmanni ENSCHOG00000004524
myotis_lucifugus ENSMLUG00000017659
pteropus_vampyrus ENSPVAG00000007827
equus_asinus_asinus ENSEASG00005005743
equus_caballus ENSECAG00000016679
capra_hircus ENSCHIG00000012848
ovis_aries ENSOARG00000015329
bos_taurus ENSBTAG00000008240
bos_mutus ENSBMUG00000021868
bison_bison_bison ENSBBBG00000000086
sus_scrofa ENSSSCG00000011195
tursiops_truncatus ENSTTRG00000007733
erinaceus_europaeus ENSEEUG00000006586
sorex_araneus ENSSARG00000011543
ursus_americanus ENSUAMG00000020289
ursus_maritimus ENSUMAG00000018040
ailuropoda_melanoleuca ENSAMEG00000008995
neovison_vison ENSNVIG00000019006
mustela_putorius_furo ENSMPUG00000001528
canis_lupus_dingo ENSCAFG00020027352
canis_lupus_familiaris ENSCAFG00000005887
vulpes_vulpes ENSVVUG00000000746
panthera_pardus ENSPPRG00000004449
panthera_tigris_altaica ENSPTIG00000016217
felis_catus ENSFCAG00000006350
heterocephalus_glaber_male ENSHGLG00100016626
heterocephalus_glaber_female ENSHGLG00000002869
fukomys_damarensis ENSFDAG00000013965
chinchilla_lanigera ENSCLAG00000009893
octodon_degus ENSODEG00000005854
cavia_porcellus ENSCPOG00000003476
cavia_aperea ENSCAPG00000012555
ictidomys_tridecemlineatus ENSSTOG00000021175
urocitellus_parryii ENSUPAG00010014931
spermophilus_dauricus ENSSDAG00000022865
spermophilus_dauricus ENSSDAG00000022889
marmota_marmota_marmota ENSMMMG00000009190
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019967
mus_spicilegus ENSMSIG00000011838
mus_musculus ENSMUSG00000021903
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019082
mus_pahari MGP_PahariEiJ_G0030099
