pogona_vitticeps ENSPVIG00000001978
anolis_carolinensis ENSACAG00000000581
notechis_scutatus ENSNSUG00000019911
salvator_merianae ENSSMRG00000018072
sphenodon_punctatus ENSSPUG00000008543
apteryx_owenii ENSAOWG00000005070
apteryx_rowi ENSARWG00000014952
apteryx_haastii ENSAHAG00000005096
dromaius_novaehollandiae ENSDNVG00000007136
nothoprocta_perdicaria ENSNPEG00000004920
anser_brachyrhynchus ENSABRG00000014889
anas_platyrhynchos ENSAPLG00000012736
meleagris_gallopavo ENSMGAG00000007233
gallus_gallus ENSGALG00000005478
coturnix_japonica ENSCJPG00005000263
numida_meleagris ENSNMEG00000018137
lepidothrix_coronata ENSLCOG00000002149
manacus_vitellinus ENSMVIG00005016623
taeniopygia_guttata ENSTGUG00000005480
lonchura_striata ENSLSDG00000010858
serinus_canaria ENSSCAG00000012459
zonotrichia_albicollis ENSZALG00000007343
junco_hyemalis ENSJHYG00000016967
ficedula_albicollis ENSFALG00000002392
parus_major ENSPMJG00000019341
cyanistes_caeruleus ENSCCEG00000001099
calidris_pygmaea ENSCPGG00000001992
calidris_pugnax ENSCPUG00000003855
melopsittacus_undulatus ENSMUNG00000014424
crocodylus_porosus ENSCPRG00005014762
gopherus_agassizii ENSGAGG00000009399
chelonoidis_abingdonii ENSCABG00000007929
chrysemys_picta ENSCPBG00000026774
pelodiscus_sinensis ENSPSIG00000007601
loxodonta_africana ENSLAFG00000004147
echinops_telfairi ENSETEG00000003481
choloepus_hoffmanni ENSCHOG00000008131
procavia_capensis ENSPCAG00000016768
oryctolagus_cuniculus ENSOCUG00000007655
dasypus_novemcinctus ENSDNOG00000007857
carlito_syrichta ENSTSYG00000004156
carlito_syrichta ENSTSYG00000032074
prolemur_simus ENSPSMG00000020614
microcebus_murinus ENSMICG00000012919
microcebus_murinus ENSMICG00000034344
prolemur_simus ENSPSMG00000026031
propithecus_coquereli ENSPCOG00000018027
propithecus_coquereli ENSPCOG00000021253
gorilla_gorilla ENSGGOG00000023577
homo_sapiens ENSG00000162627
pan_troglodytes ENSPTRG00000000992
pan_paniscus ENSPPAG00000031045
pongo_abelii ENSPPYG00000001129
nomascus_leucogenys ENSNLEG00000011393
macaca_fascicularis ENSMFAG00000028542
macaca_fascicularis ENSMFAG00000043320
macaca_mulatta ENSMMUG00000008515
macaca_nemestrina ENSMNEG00000030917
cercocebus_atys ENSCATG00000035518
mandrillus_leucophaeus ENSMLEG00000031578
papio_anubis ENSPANG00000013360
theropithecus_gelada ENSTGEG00000025135
chlorocebus_sabaeus ENSCSAG00000001496
colobus_angolensis ENSCANG00000040142
piliocolobus_tephrosceles ENSPTEG00000026067
rhinopithecus_roxellana ENSRROG00000043041
rhinopithecus_bieti ENSRBIG00000040745
callithrix_jacchus ENSCJAG00000018195
saimiri_boliviensis ENSSBOG00000033097
cebus_capucinus ENSCCAG00000030230
aotus_nancymaae ENSANAG00000029255
pan_paniscus ENSPPAG00000036076
gorilla_gorilla ENSGGOG00000043138
nomascus_leucogenys ENSNLEG00000030733
papio_anubis ENSPANG00000030842
tupaia_belangeri ENSTBEG00000000168
otolemur_garnettii ENSOGAG00000014579
cricetulus_griseus ENSCGRG00000000068
cricetulus_griseus ENSCGRG00001013988
cricetulus_griseus ENSCGRG00015000197
mesocricetus_auratus ENSMAUG00000015642
peromyscus_maniculatus ENSPEMG00000009166
microtus_ochrogaster ENSMOCG00000002748
mus_spicilegus ENSMSIG00000006979
mus_spretus MGP_SPRETEiJ_G0026529
mus_musculus ENSMUSG00000028007
mus_caroli MGP_CAROLIEiJ_G0025579
mus_pahari MGP_PahariEiJ_G0027025
rattus_norvegicus ENSRNOG00000017077
nannospalax_galili ENSNGAG00000001377
jaculus_jaculus ENSJJAG00000020217
