drosophila_melanogaster FBgn0039558
caenorhabditis_elegans_strain_n2 WBGene00020441
heterocephalus_glaber_female ENSHGLG00000006429
heterocephalus_glaber_male ENSHGLG00100001025
heterocephalus_glaber_female ENSHGLG00000003250
heterocephalus_glaber_male ENSHGLG00100011377
heterocephalus_glaber_female ENSHGLG00000007865
heterocephalus_glaber_male ENSHGLG00100017674
heterocephalus_glaber_female ENSHGLG00000013708
heterocephalus_glaber_male ENSHGLG00100012688
heterocephalus_glaber_female ENSHGLG00000014280
heterocephalus_glaber_male ENSHGLG00100005507
heterocephalus_glaber_male ENSHGLG00100000303
heterocephalus_glaber_female ENSHGLG00000001747
heterocephalus_glaber_male ENSHGLG00100015593
fukomys_damarensis ENSFDAG00000009020
chinchilla_lanigera ENSCLAG00000004979
octodon_degus ENSODEG00000006983
cavia_porcellus ENSCPOG00000020532
cavia_aperea ENSCAPG00000009565
microtus_ochrogaster ENSMOCG00000013157
peromyscus_maniculatus_bairdii ENSPEMG00000023530
cricetulus_griseus_chok1gshd ENSCGRG00001012002
cricetulus_griseus_crigri ENSCGRG00000007486
cricetulus_griseus_crigri ENSCGRG00000016417
cricetulus_griseus_chok1gshd ENSCGRG00001010371
cricetulus_griseus_crigri ENSCGRG00000006175
cricetulus_griseus_crigri-picr ENSCGRG00015027546
cricetulus_griseus_chok1gshd ENSCGRG00001011053
cricetulus_griseus_crigri-picr ENSCGRG00015026560
cricetulus_griseus_crigri ENSCGRG00000001942
cricetulus_griseus_chok1gshd ENSCGRG00001021315
mesocricetus_auratus ENSMAUG00000013855
mus_musculus ENSMUSG00000005687
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026398
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025448
mus_pahari MGP_PahariEiJ_G0026892
rattus_norvegicus ENSRNOG00000018783
meriones_unguiculatus ENSMUGG00000022632
nannospalax_galili ENSNGAG00000011988
jaculus_jaculus ENSJJAG00000007313
jaculus_jaculus ENSJJAG00000014830
tupaia_belangeri ENSTBEG00000002231
castor_canadensis ENSCCNG00000017298
castor_canadensis ENSCCNG00000030193
marmota_marmota_marmota ENSMMMG00000014333
urocitellus_parryii ENSUPAG00010022333
ictidomys_tridecemlineatus ENSSTOG00000014760
spermophilus_dauricus ENSSDAG00000001165
oryctolagus_cuniculus ENSOCUG00000016784
ochotona_princeps ENSOPRG00000004907
prolemur_simus ENSPSMG00000013954
microcebus_murinus ENSMICG00000042087
propithecus_coquereli ENSPCOG00000021780
propithecus_coquereli ENSPCOG00000006460
propithecus_coquereli ENSPCOG00000026900
microcebus_murinus ENSMICG00000032043
otolemur_garnettii ENSOGAG00000007544
carlito_syrichta ENSTSYG00000011964
myotis_lucifugus ENSMLUG00000026909
cebus_capucinus ENSCCAG00000021894
saimiri_boliviensis_boliviensis ENSSBOG00000018878
gorilla_gorilla ENSGGOG00000041218
mus_spicilegus ENSMSIG00000011886
rhinopithecus_roxellana ENSRROG00000044367
erinaceus_europaeus ENSEEUG00000008782
macaca_fascicularis ENSMFAG00000043933
macaca_nemestrina ENSMNEG00000029335
macaca_mulatta ENSMMUG00000043063
mandrillus_leucophaeus ENSMLEG00000036312
theropithecus_gelada ENSTGEG00000005760
papio_anubis ENSPANG00000019089
chlorocebus_sabaeus ENSCSAG00000001652
cercocebus_atys ENSCATG00000033204
piliocolobus_tephrosceles ENSPTEG00000031642
rhinopithecus_bieti ENSRBIG00000036310
colobus_angolensis_palliatus ENSCANG00000038826
pan_troglodytes ENSPTRG00000001136
pan_paniscus ENSPPAG00000030780
homo_sapiens ENSG00000116752
pongo_abelii ENSPPYG00000001000
nomascus_leucogenys ENSNLEG00000004737
macaca_mulatta ENSMMUG00000046819
macaca_nemestrina ENSMNEG00000039354
cercocebus_atys ENSCATG00000031516
macaca_fascicularis ENSMFAG00000046018
mandrillus_leucophaeus ENSMLEG00000041666
papio_anubis ENSPANG00000030128
rhinopithecus_roxellana ENSRROG00000029616
rhinopithecus_bieti ENSRBIG00000039209
colobus_angolensis_palliatus ENSCANG00000034088
pan_paniscus ENSPPAG00000020536
pan_troglodytes ENSPTRG00000044363
gorilla_gorilla ENSGGOG00000028233
callithrix_jacchus ENSCJAG00000022935
callithrix_jacchus ENSCJAG00000012448
saimiri_boliviensis_boliviensis ENSSBOG00000027778
cebus_capucinus ENSCCAG00000015782
aotus_nancymaae ENSANAG00000031046
dasypus_novemcinctus ENSDNOG00000018484
choloepus_hoffmanni ENSCHOG00000009148
loxodonta_africana ENSLAFG00000003183
loxodonta_africana ENSLAFG00000028371
procavia_capensis ENSPCAG00000012077
vicugna_pacos ENSVPAG00000000732
sus_scrofa ENSSSCG00000006756
bos_mutus ENSBMUG00000003262
bos_taurus ENSBTAG00000016705
bison_bison_bison ENSBBBG00000007246
capra_hircus ENSCHIG00000022448
bison_bison_bison ENSBBBG00000007463
capra_hircus ENSCHIG00000014221
tursiops_truncatus ENSTTRG00000010759
neovison_vison ENSNVIG00000005126
mustela_putorius_furo ENSMPUG00000005642
ursus_maritimus ENSUMAG00000011929
ursus_americanus ENSUAMG00000020884
ailuropoda_melanoleuca ENSAMEG00000017176
canis_lupus_familiaris ENSCAFG00000009470
canis_lupus_dingo ENSCAFG00020000774
vulpes_vulpes ENSVVUG00000009511
panthera_pardus ENSPPRG00000012152
panthera_tigris_altaica ENSPTIG00000006396
felis_catus ENSFCAG00000010507
equus_asinus_asinus ENSEASG00005006268
equus_caballus ENSECAG00000021026
pteropus_vampyrus ENSPVAG00000008220
myotis_lucifugus ENSMLUG00000005653
echinops_telfairi ENSETEG00000000458
dipodomys_ordii ENSDORG00000014220
sorex_araneus ENSSARG00000013847
phascolarctos_cinereus ENSPCIG00000025108
notamacropus_eugenii ENSMEUG00000011526
monodelphis_domestica ENSMODG00000000367
sarcophilus_harrisii ENSSHAG00000008467
ornithorhynchus_anatinus ENSOANG00000004515
gopherus_agassizii ENSGAGG00000021134
chelonoidis_abingdonii ENSCABG00000004308
chrysemys_picta_bellii ENSCPBG00000016450
pelodiscus_sinensis ENSPSIG00000003768
anser_brachyrhynchus ENSABRG00000012706
anas_platyrhynchos_platyrhynchos ENSAPLG00000010436
gallus_gallus ENSGALG00000002002
coturnix_japonica ENSCJPG00005017455
numida_meleagris ENSNMEG00000000304
calidris_pygmaea ENSCPGG00000008248
