eptatretus_burgeri ENSEBUG00000007828
petromyzon_marinus ENSPMAG00000006955
gallus_gallus ENSGALG00000032993
meleagris_gallopavo ENSMGAG00000000953
coturnix_japonica ENSCJPG00005019133
numida_meleagris ENSNMEG00000004418
anser_brachyrhynchus ENSABRG00000012477
anas_platyrhynchos_platyrhynchos ENSAPLG00000010362
calidris_pygmaea ENSCPGG00000015663
calidris_pugnax ENSCPUG00000014304
melopsittacus_undulatus ENSMUNG00000011649
lepidothrix_coronata ENSLCOG00000012408
manacus_vitellinus ENSMVIG00005014500
junco_hyemalis ENSJHYG00000002586
zonotrichia_albicollis ENSZALG00000007701
serinus_canaria ENSSCAG00000010452
ficedula_albicollis ENSFALG00000013635
cyanistes_caeruleus ENSCCEG00000022040
parus_major ENSPMJG00000004204
lonchura_striata_domestica ENSLSDG00000003373
zonotrichia_albicollis ENSZALG00000007702
apteryx_rowi ENSARWG00000012127
apteryx_owenii ENSAOWG00000016240
apteryx_haastii ENSAHAG00000014544
dromaius_novaehollandiae ENSDNVG00000018166
nothoprocta_perdicaria ENSNPEG00000012148
crocodylus_porosus ENSCPRG00005000928
chelonoidis_abingdonii ENSCABG00000017421
gopherus_agassizii ENSGAGG00000006236
chrysemys_picta_bellii ENSCPBG00000010032
pelodiscus_sinensis ENSPSIG00000004632
pogona_vitticeps ENSPVIG00000016639
anolis_carolinensis ENSACAG00000017930
notechis_scutatus ENSNSUG00000011809
salvator_merianae ENSSMRG00000002614
sphenodon_punctatus ENSSPUG00000012959
loxodonta_africana ENSLAFG00000003252
procavia_capensis ENSPCAG00000002560
echinops_telfairi ENSETEG00000019228
choloepus_hoffmanni ENSCHOG00000012352
dasypus_novemcinctus ENSDNOG00000002392
pan_troglodytes ENSPTRG00000009524
pan_paniscus ENSPPAG00000027297
homo_sapiens ENSG00000108592
gorilla_gorilla ENSGGOG00000006794
pongo_abelii ENSPPYG00000008532
nomascus_leucogenys ENSNLEG00000004188
piliocolobus_tephrosceles ENSPTEG00000006650
