dipodomys_ordii ENSDORG00000009964
jaculus_jaculus ENSJJAG00000021904
spermophilus_dauricus ENSSDAG00000017169
urocitellus_parryii ENSUPAG00010023894
marmota_marmota_marmota ENSMMMG00000009168
chinchilla_lanigera ENSCLAG00000002751
octodon_degus ENSODEG00000011298
cavia_aperea ENSCAPG00000001515
cavia_porcellus ENSCPOG00000008688
heterocephalus_glaber_male ENSHGLG00100002434
heterocephalus_glaber_female ENSHGLG00000001718
fukomys_damarensis ENSFDAG00000001403
oryctolagus_cuniculus ENSOCUG00000003884
ochotona_princeps ENSOPRG00000001142
pan_troglodytes ENSPTRG00000016341
pan_paniscus ENSPPAG00000039286
homo_sapiens ENSG00000138780
gorilla_gorilla ENSGGOG00000017102
pongo_abelii ENSPPYG00000014978
nomascus_leucogenys ENSNLEG00000013117
macaca_fascicularis ENSMFAG00000000581
macaca_nemestrina ENSMNEG00000032450
macaca_mulatta ENSMMUG00000018811
mandrillus_leucophaeus ENSMLEG00000038302
cercocebus_atys ENSCATG00000010872
theropithecus_gelada ENSTGEG00000027365
papio_anubis ENSPANG00000015065
chlorocebus_sabaeus ENSCSAG00000003991
rhinopithecus_bieti ENSRBIG00000040875
rhinopithecus_roxellana ENSRROG00000035497
colobus_angolensis_palliatus ENSCANG00000014211
piliocolobus_tephrosceles ENSPTEG00000034943
cebus_capucinus ENSCCAG00000023452
saimiri_boliviensis_boliviensis ENSSBOG00000028318
callithrix_jacchus ENSCJAG00000015763
aotus_nancymaae ENSANAG00000037477
carlito_syrichta ENSTSYG00000007468
microcebus_murinus ENSMICG00000030887
propithecus_coquereli ENSPCOG00000010589
prolemur_simus ENSPSMG00000008240
otolemur_garnettii ENSOGAG00000005503
ovis_aries ENSOARG00000009956
capra_hircus ENSCHIG00000018039
bos_mutus ENSBMUG00000020481
bos_taurus ENSBTAG00000013927
bison_bison_bison ENSBBBG00000023812
tursiops_truncatus ENSTTRG00000007312
vicugna_pacos ENSVPAG00000003923
sus_scrofa ENSSSCG00000023548
equus_asinus_asinus ENSEASG00005004503
equus_caballus ENSECAG00000009590
ursus_americanus ENSUAMG00000015483
ursus_maritimus ENSUMAG00000022658
ailuropoda_melanoleuca ENSAMEG00000017457
neovison_vison ENSNVIG00000005920
mustela_putorius_furo ENSMPUG00000008991
canis_lupus_familiaris ENSCAFG00000010916
canis_lupus_dingo ENSCAFG00020009920
vulpes_vulpes ENSVVUG00000017171
panthera_pardus ENSPPRG00000012754
panthera_tigris_altaica ENSPTIG00000006784
felis_catus ENSFCAG00000024646
pteropus_vampyrus ENSPVAG00000009325
myotis_lucifugus ENSMLUG00000007230
urocitellus_parryii ENSUPAG00010009407
dasypus_novemcinctus ENSDNOG00000010872
choloepus_hoffmanni ENSCHOG00000001666
loxodonta_africana ENSLAFG00000021544
procavia_capensis ENSPCAG00000001264
echinops_telfairi ENSETEG00000014124
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026600
mus_spicilegus ENSMSIG00000031836
mus_musculus ENSMUSG00000028018
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025647
mus_pahari MGP_PahariEiJ_G0027096
rattus_norvegicus ENSRNOG00000011669
meriones_unguiculatus ENSMUGG00000023805
cricetulus_griseus_crigri-picr ENSCGRG00015006916
cricetulus_griseus_chok1gshd ENSCGRG00001013678
cricetulus_griseus_crigri ENSCGRG00000001581
mesocricetus_auratus ENSMAUG00000012628
microtus_ochrogaster ENSMOCG00000012500
peromyscus_maniculatus_bairdii ENSPEMG00000007441
nannospalax_galili ENSNGAG00000011570
ictidomys_tridecemlineatus ENSSTOG00000031612
castor_canadensis ENSCCNG00000021708
tupaia_belangeri ENSTBEG00000001421
erinaceus_europaeus ENSEEUG00000000957
phascolarctos_cinereus ENSPCIG00000000415
notamacropus_eugenii ENSMEUG00000009047
sarcophilus_harrisii ENSSHAG00000000922
monodelphis_domestica ENSMODG00000020626
apteryx_owenii ENSAOWG00000012498
apteryx_haastii ENSAHAG00000000341
apteryx_rowi ENSARWG00000000412
dromaius_novaehollandiae ENSDNVG00000007418
nothoprocta_perdicaria ENSNPEG00000002696
taeniopygia_guttata ENSTGUG00000003836
lonchura_striata_domestica ENSLSDG00000008101
serinus_canaria ENSSCAG00000013167
junco_hyemalis ENSJHYG00000004000
zonotrichia_albicollis ENSZALG00000005560
parus_major ENSPMJG00000009970
cyanistes_caeruleus ENSCCEG00000011833
ficedula_albicollis ENSFALG00000008271
manacus_vitellinus ENSMVIG00005015481
lepidothrix_coronata ENSLCOG00000006436
calidris_pygmaea ENSCPGG00000009568
calidris_pugnax ENSCPUG00000000449
melopsittacus_undulatus ENSMUNG00000002239
anas_platyrhynchos_platyrhynchos ENSAPLG00000016467
anser_brachyrhynchus ENSABRG00000007735
gallus_gallus ENSGALG00000010573
meleagris_gallopavo ENSMGAG00000017109
coturnix_japonica ENSCJPG00005009576
meleagris_gallopavo ENSMGAG00000006011
numida_meleagris ENSNMEG00000014471
crocodylus_porosus ENSCPRG00005006089
chelonoidis_abingdonii ENSCABG00000011709
gopherus_agassizii ENSGAGG00000001002
chrysemys_picta_bellii ENSCPBG00000003951
pelodiscus_sinensis ENSPSIG00000008410
anolis_carolinensis ENSACAG00000008508
pogona_vitticeps ENSPVIG00000016392
notechis_scutatus ENSNSUG00000003291
salvator_merianae ENSSMRG00000014634
sphenodon_punctatus ENSSPUG00000006461
sarcophilus_harrisii ENSSHAG00000005232
xenopus_tropicalis ENSXETG00000014108
hippocampus_comes ENSHCOG00000004127
periophthalmus_magnuspinnatus ENSPMGG00000018708
fundulus_heteroclitus ENSFHEG00000021983
cyprinodon_variegatus ENSCVAG00000021643
gambusia_affinis ENSGAFG00000007100
xiphophorus_couchianus ENSXCOG00000011385
poecilia_formosa ENSPFOG00000012468
poecilia_mexicana ENSPMEG00000014818
poecilia_latipinna ENSPLAG00000012159
poecilia_reticulata ENSPREG00000006138
xiphophorus_maculatus ENSXMAG00000012151
kryptolebias_marmoratus ENSKMAG00000001327
oryzias_latipes ENSORLG00020020929
oryzias_latipes_asm223469v1 ENSORLG00015021148
oryzias_latipes ENSORLG00000006613
oryzias_melastigma ENSOMEG00000006538
cynoglossus_semilaevis ENSCSEG00000002732
tetraodon_nigroviridis ENSTNIG00000018031
takifugu_rubripes ENSTRUG00000005592
mola_mola ENSMMOG00000006365
gasterosteus_aculeatus ENSGACG00000017529
labrus_bergylta ENSLBEG00000021496
amphiprion_percula ENSAPEG00000014596
amphiprion_ocellaris ENSAOCG00000006271
acanthochromis_polyacanthus ENSAPOG00000017740
stegastes_partitus ENSSPAG00000000887
maylandia_zebra ENSMZEG00005019714
pundamilia_nyererei ENSPNYG00000009714
astatotilapia_calliptera ENSACLG00000021418
oreochromis_niloticus ENSONIG00000017528
neolamprologus_brichardi ENSNBRG00000012882
haplochromis_burtoni ENSHBUG00000015455
amphilophus_citrinellus ENSACIG00000020347
seriola_lalandi_dorsalis ENSSLDG00000016058
seriola_dumerili ENSSDUG00000002259
scophthalmus_maximus ENSSMAG00000007270
mastacembelus_armatus ENSMAMG00000015934
monopterus_albus ENSMALG00000001007
anabas_testudineus ENSATEG00000015949
gadus_morhua ENSGMOG00000017674
esox_lucius ENSELUG00000017124
pygocentrus_nattereri ENSPNAG00000019351
astyanax_mexicanus ENSAMXG00000010240
ictalurus_punctatus ENSIPUG00000008765
danio_rerio ENSDARG00000036494
paramormyrops_kingsleyae ENSPKIG00000012085
scleropages_formosus ENSSFOG00015018781
lepisosteus_oculatus ENSLOCG00000012628
petromyzon_marinus ENSPMAG00000006961
eptatretus_burgeri ENSEBUG00000003010
latimeria_chalumnae ENSLACG00000004087
latimeria_chalumnae ENSLACG00000011804
ornithorhynchus_anatinus ENSOANG00000030945
ciona_intestinalis ENSCING00000001476
ciona_savignyi ENSCSAVG00000005754
drosophila_melanogaster FBgn0032724
