chinchilla_lanigera ENSCLAG00000003878
cavia_porcellus ENSCPOG00000037919
octodon_degus ENSODEG00000005255
cricetulus_griseus_chok1gshd ENSCGRG00001003097
cricetulus_griseus_crigri ENSCGRG00000014172
mesocricetus_auratus ENSMAUG00000017114
microtus_ochrogaster ENSMOCG00000022806
peromyscus_maniculatus_bairdii ENSPEMG00000008194
mus_spicilegus ENSMSIG00000031103
mus_musculus ENSMUSG00000109446
ovis_aries ENSOARG00000014884
dasypus_novemcinctus ENSDNOG00000040215
monodelphis_domestica ENSMODG00000027471
ficedula_albicollis ENSFALG00000005732
monodelphis_domestica ENSMODG00000028323
mustela_putorius_furo ENSMPUG00000013275
dasypus_novemcinctus ENSDNOG00000046810
sarcophilus_harrisii ENSSHAG00000017033
monodelphis_domestica ENSMODG00000029092
ficedula_albicollis ENSFALG00000005730
monopterus_albus ENSMALG00000006678
danio_rerio ENSDARG00000096859
lepisosteus_oculatus ENSLOCG00000002288
poecilia_formosa ENSPFOG00000023177
poecilia_formosa ENSPFOG00000024171
mustela_putorius_furo ENSMPUG00000013268
