coturnix_japonica ENSCJPG00005006708
melopsittacus_undulatus ENSMUNG00000001792
parus_major ENSPMJG00000011836
apteryx_rowi ENSARWG00000012384
chelonoidis_abingdonii ENSCABG00000019426
mus_spicilegus ENSMSIG00000029522
mus_spicilegus ENSMSIG00000013134
mus_spicilegus ENSMSIG00000000689
meriones_unguiculatus ENSMUGG00000023005
castor_canadensis ENSCCNG00000019355
propithecus_coquereli ENSPCOG00000014064
prolemur_simus ENSPSMG00000011468
equus_caballus ENSECAG00000027812
equus_asinus_asinus ENSEASG00005005941
sus_scrofa ENSSSCG00000037623
sorex_araneus ENSSARG00000009616
sorex_araneus ENSSARG00000003218
echinops_telfairi ENSETEG00000004676
