monopterus_albus ENSMALG00000016296
mastacembelus_armatus ENSMAMG00000000599
anabas_testudineus ENSATEG00000003120
scophthalmus_maximus ENSSMAG00000016620
cynoglossus_semilaevis ENSCSEG00000020243
seriola_dumerili ENSSDUG00000006804
seriola_lalandi_dorsalis ENSSLDG00000021009
mola_mola ENSMMOG00000009666
tetraodon_nigroviridis ENSTNIG00000003802
gasterosteus_aculeatus ENSGACG00000011415
labrus_bergylta ENSLBEG00000028517
amphiprion_percula ENSAPEG00000017524
amphiprion_ocellaris ENSAOCG00000009490
acanthochromis_polyacanthus ENSAPOG00000007120
stegastes_partitus ENSSPAG00000003925
astatotilapia_calliptera ENSACLG00000026583
maylandia_zebra ENSMZEG00005004935
haplochromis_burtoni ENSHBUG00000000089
pundamilia_nyererei ENSPNYG00000007393
neolamprologus_brichardi ENSNBRG00000018776
oreochromis_niloticus ENSONIG00000003141
amphilophus_citrinellus ENSACIG00000000786
hippocampus_comes ENSHCOG00000013430
periophthalmus_magnuspinnatus ENSPMGG00000008630
gadus_morhua ENSGMOG00000017313
esox_lucius ENSELUG00000013105
pygocentrus_nattereri ENSPNAG00000007863
astyanax_mexicanus ENSAMXG00000014482
ictalurus_punctatus ENSIPUG00000002496
danio_rerio ENSDARG00000090820
scleropages_formosus ENSSFOG00015001778
paramormyrops_kingsleyae ENSPKIG00000003904
lepisosteus_oculatus ENSLOCG00000002141
latimeria_chalumnae ENSLACG00000008861
xenopus_tropicalis ENSXETG00000003471
pogona_vitticeps ENSPVIG00000024405
anolis_carolinensis ENSACAG00000016686
notechis_scutatus ENSNSUG00000014685
salvator_merianae ENSSMRG00000005744
sphenodon_punctatus ENSSPUG00000003605
calidris_pygmaea ENSCPGG00000007221
calidris_pugnax ENSCPUG00000002932
lonchura_striata_domestica ENSLSDG00000002007
taeniopygia_guttata ENSTGUG00000005400
serinus_canaria ENSSCAG00000013008
ficedula_albicollis ENSFALG00000005136
parus_major ENSPMJG00000004318
cyanistes_caeruleus ENSCCEG00000005413
manacus_vitellinus ENSMVIG00005007469
lepidothrix_coronata ENSLCOG00000003228
junco_hyemalis ENSJHYG00000002171
zonotrichia_albicollis ENSZALG00000004989
melopsittacus_undulatus ENSMUNG00000006143
anser_brachyrhynchus ENSABRG00000019031
anas_platyrhynchos_platyrhynchos ENSAPLG00000009224
coturnix_japonica ENSCJPG00005001078
gallus_gallus ENSGALG00000004498
meleagris_gallopavo ENSMGAG00000004208
numida_meleagris ENSNMEG00000015955
apteryx_haastii ENSAHAG00000000629
apteryx_rowi ENSARWG00000001578
apteryx_owenii ENSAOWG00000004333
dromaius_novaehollandiae ENSDNVG00000000541
nothoprocta_perdicaria ENSNPEG00000010317
crocodylus_porosus ENSCPRG00005011652
gopherus_agassizii ENSGAGG00000024367
chelonoidis_abingdonii ENSCABG00000019885
chrysemys_picta_bellii ENSCPBG00000026755
pelodiscus_sinensis ENSPSIG00000012205
phascolarctos_cinereus ENSPCIG00000009415
monodelphis_domestica ENSMODG00000016232
notamacropus_eugenii ENSMEUG00000003067
sarcophilus_harrisii ENSSHAG00000017669
equus_asinus_asinus ENSEASG00005023355
equus_caballus ENSECAG00000020226
erinaceus_europaeus ENSEEUG00000003102
myotis_lucifugus ENSMLUG00000015677
pteropus_vampyrus ENSPVAG00000004482
ursus_americanus ENSUAMG00000021616
ursus_maritimus ENSUMAG00000025117
ailuropoda_melanoleuca ENSAMEG00000000006
neovison_vison ENSNVIG00000009325
mustela_putorius_furo ENSMPUG00000017596
canis_lupus_dingo ENSCAFG00020015162
canis_lupus_familiaris ENSCAFG00000010640
vulpes_vulpes ENSVVUG00000016562
panthera_pardus ENSPPRG00000011221
panthera_tigris_altaica ENSPTIG00000009819
felis_catus ENSFCAG00000011347
bos_taurus ENSBTAG00000002942
bos_mutus ENSBMUG00000005810
bison_bison_bison ENSBBBG00000012014
ovis_aries ENSOARG00000009200
capra_hircus ENSCHIG00000000977
tursiops_truncatus ENSTTRG00000007145
sus_scrofa ENSSSCG00000007451
pan_paniscus ENSPPAG00000020440
pan_troglodytes ENSPTRG00000013588
homo_sapiens ENSG00000197496
gorilla_gorilla ENSGGOG00000013337
pongo_abelii ENSPPYG00000011098
nomascus_leucogenys ENSNLEG00000006898
macaca_mulatta ENSMMUG00000016927
macaca_fascicularis ENSMFAG00000034385
macaca_nemestrina ENSMNEG00000043093
mandrillus_leucophaeus ENSMLEG00000034917
cercocebus_atys ENSCATG00000039254
papio_anubis ENSPANG00000024500
theropithecus_gelada ENSTGEG00000017797
chlorocebus_sabaeus ENSCSAG00000014874
rhinopithecus_roxellana ENSRROG00000032979
rhinopithecus_bieti ENSRBIG00000003778
piliocolobus_tephrosceles ENSPTEG00000026427
colobus_angolensis_palliatus ENSCANG00000033414
saimiri_boliviensis_boliviensis ENSSBOG00000021883
cebus_capucinus ENSCCAG00000024883
callithrix_jacchus ENSCJAG00000041476
aotus_nancymaae ENSANAG00000024647
carlito_syrichta ENSTSYG00000008749
prolemur_simus ENSPSMG00000008647
propithecus_coquereli ENSPCOG00000024765
microcebus_murinus ENSMICG00000034086
otolemur_garnettii ENSOGAG00000006234
ochotona_princeps ENSOPRG00000010349
oryctolagus_cuniculus ENSOCUG00000024203
tupaia_belangeri ENSTBEG00000016607
castor_canadensis ENSCCNG00000016365
dipodomys_ordii ENSDORG00000027461
mus_spicilegus ENSMSIG00000023276
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025610
mus_musculus ENSMUSG00000027661
