calidris_pygmaea ENSCPGG00000002742
calidris_pugnax ENSCPUG00000016869
melopsittacus_undulatus ENSMUNG00000005297
lonchura_striata_domestica ENSLSDG00000001293
taeniopygia_guttata ENSTGUG00000004838
serinus_canaria ENSSCAG00000011690
junco_hyemalis ENSJHYG00000017335
zonotrichia_albicollis ENSZALG00000015924
ficedula_albicollis ENSFALG00000003956
cyanistes_caeruleus ENSCCEG00000008805
parus_major ENSPMJG00000010362
lepidothrix_coronata ENSLCOG00000009969
manacus_vitellinus ENSMVIG00005005367
anser_brachyrhynchus ENSABRG00000007952
anas_platyrhynchos_platyrhynchos ENSAPLG00000028876
gallus_gallus ENSGALG00000007171
coturnix_japonica ENSCJPG00005015941
meleagris_gallopavo ENSMGAG00000008357
numida_meleagris ENSNMEG00000021033
apteryx_owenii ENSAOWG00000002769
apteryx_haastii ENSAHAG00000018006
apteryx_rowi ENSARWG00000000168
dromaius_novaehollandiae ENSDNVG00000017315
nothoprocta_perdicaria ENSNPEG00000012060
crocodylus_porosus ENSCPRG00005003708
gopherus_agassizii ENSGAGG00000024047
chelonoidis_abingdonii ENSCABG00000017685
chrysemys_picta_bellii ENSCPBG00000006474
pelodiscus_sinensis ENSPSIG00000002584
anolis_carolinensis ENSACAG00000021980
xenopus_tropicalis ENSXETG00000024094
latimeria_chalumnae ENSLACG00000014560
seriola_lalandi_dorsalis ENSSLDG00000017169
takifugu_rubripes ENSTRUG00000022092
periophthalmus_magnuspinnatus ENSPMGG00000001164
lepisosteus_oculatus ENSLOCG00000006131
