sarcophilus_harrisii ENSSHAG00000002694
phascolarctos_cinereus ENSPCIG00000034820
monodelphis_domestica ENSMODG00000010883
pteropus_vampyrus ENSPVAG00000000264
myotis_lucifugus ENSMLUG00000016695
ursus_maritimus ENSUMAG00000024097
ursus_americanus ENSUAMG00000025001
ailuropoda_melanoleuca ENSAMEG00000007945
neovison_vison ENSNVIG00000002537
mustela_putorius_furo ENSMPUG00000000194
canis_lupus_dingo ENSCAFG00020013745
canis_lupus_familiaris ENSCAFG00000016508
vulpes_vulpes ENSVVUG00000015513
panthera_pardus ENSPPRG00000008972
panthera_tigris_altaica ENSPTIG00000005587
felis_catus ENSFCAG00000012644
ovis_aries ENSOARG00000005543
capra_hircus ENSCHIG00000011453
bos_mutus ENSBMUG00000012945
bos_taurus ENSBTAG00000005852
tursiops_truncatus ENSTTRG00000008773
sus_scrofa ENSSSCG00000012352
vicugna_pacos ENSVPAG00000009577
erinaceus_europaeus ENSEEUG00000014292
sorex_araneus ENSSARG00000013181
equus_caballus ENSECAG00000016062
equus_asinus_asinus ENSEASG00005005273
macaca_fascicularis ENSMFAG00000046239
macaca_nemestrina ENSMNEG00000032143
macaca_mulatta ENSMMUG00000014678
chlorocebus_sabaeus ENSCSAG00000012078
mandrillus_leucophaeus ENSMLEG00000030058
theropithecus_gelada ENSTGEG00000027358
papio_anubis ENSPANG00000011601
cercocebus_atys ENSCATG00000031368
colobus_angolensis_palliatus ENSCANG00000004192
piliocolobus_tephrosceles ENSPTEG00000015033
rhinopithecus_roxellana ENSRROG00000026694
rhinopithecus_bieti ENSRBIG00000035007
pan_paniscus ENSPPAG00000043222
pan_troglodytes ENSPTRG00000021957
homo_sapiens ENSG00000102349
gorilla_gorilla ENSGGOG00000008188
pongo_abelii ENSPPYG00000020400
nomascus_leucogenys ENSNLEG00000016353
cebus_capucinus ENSCCAG00000025289
saimiri_boliviensis_boliviensis ENSSBOG00000022504
callithrix_jacchus ENSCJAG00000007304
aotus_nancymaae ENSANAG00000022780
carlito_syrichta ENSTSYG00000011477
prolemur_simus ENSPSMG00000017250
microcebus_murinus ENSMICG00000001146
propithecus_coquereli ENSPCOG00000019600
otolemur_garnettii ENSOGAG00000000346
tupaia_belangeri ENSTBEG00000016090
dipodomys_ordii ENSDORG00000006597
castor_canadensis ENSCCNG00000031094
mus_spicilegus ENSMSIG00000014368
mus_musculus ENSMUSG00000041649
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034679
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033510
mus_pahari MGP_PahariEiJ_G0032049
rattus_norvegicus ENSRNOG00000039057
meriones_unguiculatus ENSMUGG00000024081
peromyscus_maniculatus_bairdii ENSPEMG00000011483
microtus_ochrogaster ENSMOCG00000000163
cricetulus_griseus_crigri ENSCGRG00000009456
cricetulus_griseus_chok1gshd ENSCGRG00001019035
cricetulus_griseus_crigri-picr ENSCGRG00015017971
mesocricetus_auratus ENSMAUG00000000237
nannospalax_galili ENSNGAG00000016611
urocitellus_parryii ENSUPAG00010006400
spermophilus_dauricus ENSSDAG00000000354
ictidomys_tridecemlineatus ENSSTOG00000012012
