gallus_gallus ENSGALG00000016271
melopsittacus_undulatus ENSMUNG00000010785
calidris_pugnax ENSCPUG00000005980
calidris_pygmaea ENSCPGG00000010856
apteryx_owenii ENSAOWG00000003070
dromaius_novaehollandiae ENSDNVG00000011785
lonchura_striata_domestica ENSLSDG00000007731
coturnix_japonica ENSCJPG00005007366
nothoprocta_perdicaria ENSNPEG00000008263
parus_major ENSPMJG00000008814
cyanistes_caeruleus ENSCCEG00000001007
taeniopygia_guttata ENSTGUG00000012777
lepidothrix_coronata ENSLCOG00000015741
ficedula_albicollis ENSFALG00000001679
numida_meleagris ENSNMEG00000015041
crocodylus_porosus ENSCPRG00005012580
chrysemys_picta_bellii ENSCPBG00000022675
chelonoidis_abingdonii ENSCABG00000021075
pelodiscus_sinensis ENSPSIG00000013068
notechis_scutatus ENSNSUG00000006657
manacus_vitellinus ENSMVIG00005011881
serinus_canaria ENSSCAG00000008658
anser_brachyrhynchus ENSABRG00000001369
anas_platyrhynchos_platyrhynchos ENSAPLG00000006095
anolis_carolinensis ENSACAG00000009243
pogona_vitticeps ENSPVIG00000012488
salvator_merianae ENSSMRG00000011900
junco_hyemalis ENSJHYG00000018141
zonotrichia_albicollis ENSZALG00000005458
apteryx_haastii ENSAHAG00000015698
apteryx_rowi ENSARWG00000013967
pygocentrus_nattereri ENSPNAG00000001910
carlito_syrichta ENSTSYG00000026764
microcebus_murinus ENSMICG00000037058
tursiops_truncatus ENSTTRG00000004129
bos_mutus ENSBMUG00000013104
dasypus_novemcinctus ENSDNOG00000049650
otolemur_garnettii ENSOGAG00000034601
otolemur_garnettii ENSOGAG00000024434
dasypus_novemcinctus ENSDNOG00000041308
heterocephalus_glaber_male ENSHGLG00100020044
octodon_degus ENSODEG00000012804
dipodomys_ordii ENSDORG00000028313
ictidomys_tridecemlineatus ENSSTOG00000030321
ictidomys_tridecemlineatus ENSSTOG00000034144
bos_mutus ENSBMUG00000004182
bos_taurus ENSBTAG00000002275
bison_bison_bison ENSBBBG00000002557
capra_hircus ENSCHIG00000008814
capra_hircus ENSCHIG00000024870
capra_hircus ENSCHIG00000011651
capra_hircus ENSCHIG00000017744
ovis_aries ENSOARG00000012445
sus_scrofa ENSSSCG00000025941
procavia_capensis ENSPCAG00000001271
dasypus_novemcinctus ENSDNOG00000018507
cavia_aperea ENSCAPG00000015247
cavia_porcellus ENSCPOG00000032105
chinchilla_lanigera ENSCLAG00000000692
heterocephalus_glaber_male ENSHGLG00100019836
heterocephalus_glaber_male ENSHGLG00100020972
fukomys_damarensis ENSFDAG00000012859
fukomys_damarensis ENSFDAG00000002223
heterocephalus_glaber_male ENSHGLG00100007630
octodon_degus ENSODEG00000016944
heterocephalus_glaber_male ENSHGLG00100005217
heterocephalus_glaber_male ENSHGLG00100019657
heterocephalus_glaber_female ENSHGLG00000018022
fukomys_damarensis ENSFDAG00000010604
cricetulus_griseus_crigri ENSCGRG00000006415
cricetulus_griseus_chok1gshd ENSCGRG00001024608
otolemur_garnettii ENSOGAG00000028944
spermophilus_dauricus ENSSDAG00000018552
ictidomys_tridecemlineatus ENSSTOG00000021612
mus_spicilegus ENSMSIG00000019887
mus_spicilegus ENSMSIG00000010537
oryctolagus_cuniculus ENSOCUG00000022559
cercocebus_atys ENSCATG00000033428
rhinopithecus_bieti ENSRBIG00000031415
prolemur_simus ENSPSMG00000021297
microcebus_murinus ENSMICG00000030945
canis_lupus_dingo ENSCAFG00020015958
canis_lupus_familiaris ENSCAFG00000002490
felis_catus ENSFCAG00000001199
ursus_americanus ENSUAMG00000011973
ursus_maritimus ENSUMAG00000010680
ailuropoda_melanoleuca ENSAMEG00000002438
neovison_vison ENSNVIG00000013577
vulpes_vulpes ENSVVUG00000008724
panthera_tigris_altaica ENSPTIG00000002891
panthera_pardus ENSPPRG00000007849
erinaceus_europaeus ENSEEUG00000006477
cricetulus_griseus_chok1gshd ENSCGRG00001004002
dipodomys_ordii ENSDORG00000023187
oryctolagus_cuniculus ENSOCUG00000021548
microcebus_murinus ENSMICG00000047651
spermophilus_dauricus ENSSDAG00000016624
rattus_norvegicus ENSRNOG00000057009
pan_paniscus ENSPPAG00000043163
oryctolagus_cuniculus ENSOCUG00000006311
mus_musculus ENSMUSG00000117310
pan_troglodytes ENSPTRG00000043932
papio_anubis ENSPANG00000017328
urocitellus_parryii ENSUPAG00010014414
gorilla_gorilla ENSGGOG00000043919
homo_sapiens ENSG00000112245
macaca_fascicularis ENSMFAG00000046284
macaca_mulatta ENSMMUG00000002777
theropithecus_gelada ENSTGEG00000008508
piliocolobus_tephrosceles ENSPTEG00000038132
saimiri_boliviensis_boliviensis ENSSBOG00000020230
mus_musculus ENSMUSG00000026064
rattus_norvegicus ENSRNOG00000011771
peromyscus_maniculatus_bairdii ENSPEMG00000028379
colobus_angolensis_palliatus ENSCANG00000035980
rhinopithecus_roxellana ENSRROG00000040157
mandrillus_leucophaeus ENSMLEG00000032529
tupaia_belangeri ENSTBEG00000009956
castor_canadensis ENSCCNG00000018545
pteropus_vampyrus ENSPVAG00000015225
mus_pahari MGP_PahariEiJ_G0027253
mesocricetus_auratus ENSMAUG00000000191
urocitellus_parryii ENSUPAG00010015393
chlorocebus_sabaeus ENSCSAG00000013493
equus_asinus_asinus ENSEASG00005003589
equus_caballus ENSECAG00000022483
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014006
mustela_putorius_furo ENSMPUG00000003118
chlorocebus_sabaeus ENSCSAG00000014822
marmota_marmota_marmota ENSMMMG00000002698
ictidomys_tridecemlineatus ENSSTOG00000034070
spermophilus_dauricus ENSSDAG00000018339
oryctolagus_cuniculus ENSOCUG00000025000
oryctolagus_cuniculus ENSOCUG00000023062
