pogona_vitticeps ENSPVIG00000015548
anolis_carolinensis ENSACAG00000011285
salvator_merianae ENSSMRG00000013658
gopherus_agassizii ENSGAGG00000008843
chelonoidis_abingdonii ENSCABG00000000913
chrysemys_picta_bellii ENSCPBG00000004079
pelodiscus_sinensis ENSPSIG00000014237
sphenodon_punctatus ENSSPUG00000016292
anas_platyrhynchos_platyrhynchos ENSAPLG00000025731
anser_brachyrhynchus ENSABRG00000019582
numida_meleagris ENSNMEG00000003860
calidris_pygmaea ENSCPGG00000003822
calidris_pugnax ENSCPUG00000010743
castor_canadensis ENSCCNG00000026156
dipodomys_ordii ENSDORG00000003264
mus_spicilegus ENSMSIG00000004746
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022205
mus_musculus ENSMUSG00000117819
mus_musculus ENSMUSG00000079605
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021292
mus_pahari MGP_PahariEiJ_G0023610
rattus_norvegicus ENSRNOG00000026799
meriones_unguiculatus ENSMUGG00000018565
cricetulus_griseus_crigri ENSCGRG00000006365
cricetulus_griseus_crigri-picr ENSCGRG00015028573
cricetulus_griseus_chok1gshd ENSCGRG00001012006
mesocricetus_auratus ENSMAUG00000014578
microtus_ochrogaster ENSMOCG00000018315
peromyscus_maniculatus_bairdii ENSPEMG00000005547
nannospalax_galili ENSNGAG00000017613
jaculus_jaculus ENSJJAG00000022199
cavia_porcellus ENSCPOG00000035179
octodon_degus ENSODEG00000017442
chinchilla_lanigera ENSCLAG00000011733
heterocephalus_glaber_female ENSHGLG00000021359
heterocephalus_glaber_male ENSHGLG00100020878
fukomys_damarensis ENSFDAG00000019647
spermophilus_dauricus ENSSDAG00000018485
spermophilus_dauricus ENSSDAG00000005568
ictidomys_tridecemlineatus ENSSTOG00000028789
urocitellus_parryii ENSUPAG00010013935
marmota_marmota_marmota ENSMMMG00000024268
oryctolagus_cuniculus ENSOCUG00000025266
ochotona_princeps ENSOPRG00000019142
prolemur_simus ENSPSMG00000017843
otolemur_garnettii ENSOGAG00000026628
cebus_capucinus ENSCCAG00000001949
saimiri_boliviensis_boliviensis ENSSBOG00000014339
callithrix_jacchus ENSCJAG00000021692
aotus_nancymaae ENSANAG00000015631
pan_troglodytes ENSPTRG00000018052
pan_paniscus ENSPPAG00000016279
homo_sapiens ENSG00000213588
gorilla_gorilla ENSGGOG00000040099
pongo_abelii ENSPPYG00000016501
nomascus_leucogenys ENSNLEG00000008348
piliocolobus_tephrosceles ENSPTEG00000022918
colobus_angolensis_palliatus ENSCANG00000001440
rhinopithecus_roxellana ENSRROG00000018934
rhinopithecus_bieti ENSRBIG00000025097
papio_anubis ENSPANG00000012823
theropithecus_gelada ENSTGEG00000029480
mandrillus_leucophaeus ENSMLEG00000011741
cercocebus_atys ENSCATG00000022705
chlorocebus_sabaeus ENSCSAG00000019306
macaca_fascicularis ENSMFAG00000025074
macaca_mulatta ENSMMUG00000029765
macaca_nemestrina ENSMNEG00000004451
bos_mutus ENSBMUG00000009163
bos_taurus ENSBTAG00000038888
bison_bison_bison ENSBBBG00000014478
capra_hircus ENSCHIG00000003330
ovis_aries ENSOARG00000015750
tursiops_truncatus ENSTTRG00000006932
vicugna_pacos ENSVPAG00000002357
equus_caballus ENSECAG00000001767
equus_asinus_asinus ENSEASG00005020893
ursus_maritimus ENSUMAG00000012186
ursus_americanus ENSUAMG00000000601
ailuropoda_melanoleuca ENSAMEG00000019731
mustela_putorius_furo ENSMPUG00000018789
neovison_vison ENSNVIG00000012705
vulpes_vulpes ENSVVUG00000025646
canis_lupus_dingo ENSCAFG00020003798
panthera_pardus ENSPPRG00000020032
panthera_tigris_altaica ENSPTIG00000009189
felis_catus ENSFCAG00000027926
pteropus_vampyrus ENSPVAG00000011870
loxodonta_africana ENSLAFG00000020986
dasypus_novemcinctus ENSDNOG00000037834
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021293
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022206
mus_pahari MGP_PahariEiJ_G0023611
peromyscus_maniculatus_bairdii ENSPEMG00000017027
phascolarctos_cinereus ENSPCIG00000030149
notamacropus_eugenii ENSMEUG00000005872
monodelphis_domestica ENSMODG00000014092
sarcophilus_harrisii ENSSHAG00000003531
xenopus_tropicalis ENSXETG00000020357
latimeria_chalumnae ENSLACG00000007504
