pogona_vitticeps ENSPVIG00000001376
anolis_carolinensis ENSACAG00000017394
notechis_scutatus ENSNSUG00000005220
notechis_scutatus ENSNSUG00000005231
salvator_merianae ENSSMRG00000021633
crocodylus_porosus ENSCPRG00005002207
chelonoidis_abingdonii ENSCABG00000005282
gopherus_agassizii ENSGAGG00000014412
gopherus_agassizii ENSGAGG00000014410
chrysemys_picta ENSCPBG00000004291
pelodiscus_sinensis ENSPSIG00000015190
anas_platyrhynchos ENSAPLG00000003778
anser_brachyrhynchus ENSABRG00000006633
gallus_gallus ENSGALG00000003011
meleagris_gallopavo ENSMGAG00000008425
coturnix_japonica ENSCJPG00005021412
numida_meleagris ENSNMEG00000006643
calidris_pugnax ENSCPUG00000001944
melopsittacus_undulatus ENSMUNG00000000562
zonotrichia_albicollis ENSZALG00000017557
junco_hyemalis ENSJHYG00000012921
serinus_canaria ENSSCAG00000014407
parus_major ENSPMJG00000018094
cyanistes_caeruleus ENSCCEG00000016844
ficedula_albicollis ENSFALG00000002261
manacus_vitellinus ENSMVIG00005011262
lonchura_striata ENSLSDG00000015204
taeniopygia_guttata ENSTGUG00000009453
lepidothrix_coronata ENSLCOG00000001057
calidris_pygmaea ENSCPGG00000000834
apteryx_rowi ENSARWG00000007787
apteryx_owenii ENSAOWG00000003002
apteryx_haastii ENSAHAG00000010845
dromaius_novaehollandiae ENSDNVG00000011571
nothoprocta_perdicaria ENSNPEG00000004083
crocodylus_porosus ENSCPRG00005002210
sphenodon_punctatus ENSSPUG00000012380
notechis_scutatus ENSNSUG00000009721
notechis_scutatus ENSNSUG00000009550
chinchilla_lanigera ENSCLAG00000012206
octodon_degus ENSODEG00000016753
cavia_aperea ENSCAPG00000015131
cavia_porcellus ENSCPOG00000023145
heterocephalus_glaber ENSHGLG00000016187
heterocephalus_glaber ENSHGLG00100016689
fukomys_damarensis ENSFDAG00000007779
urocitellus_parryii ENSUPAG00010008153
ictidomys_tridecemlineatus ENSSTOG00000012160
spermophilus_dauricus ENSSDAG00000020878
marmota_marmota ENSMMMG00000020950
castor_canadensis ENSCCNG00000002308
dipodomys_ordii ENSDORG00000001206
peromyscus_maniculatus ENSPEMG00000022203
microtus_ochrogaster ENSMOCG00000004415
cricetulus_griseus ENSCGRG00000003528
cricetulus_griseus ENSCGRG00001012617
cricetulus_griseus ENSCGRG00015004821
mesocricetus_auratus ENSMAUG00000014320
mus_spicilegus ENSMSIG00000026889
mus_musculus ENSMUSG00000020541
mus_spretus MGP_SPRETEiJ_G0017811
mus_caroli MGP_CAROLIEiJ_G0016965
mus_pahari MGP_PahariEiJ_G0018096
rattus_norvegicus ENSRNOG00000002474
meriones_unguiculatus ENSMUGG00000015712
meriones_unguiculatus ENSMUGG00000015697
nannospalax_galili ENSNGAG00000022011
jaculus_jaculus ENSJJAG00000016468
oryctolagus_cuniculus ENSOCUG00000008462
oryctolagus_cuniculus ENSOCUG00000021792
ochotona_princeps ENSOPRG00000004109
ochotona_princeps ENSOPRG00000008157
cebus_capucinus ENSCCAG00000037318
callithrix_jacchus ENSCJAG00000011347
saimiri_boliviensis ENSSBOG00000009970
aotus_nancymaae ENSANAG00000028626
pan_troglodytes ENSPTRG00000009421
pan_paniscus ENSPPAG00000034653
gorilla_gorilla ENSGGOG00000017131
homo_sapiens ENSG00000141198
pongo_abelii ENSPPYG00000025942
nomascus_leucogenys ENSNLEG00000007966
theropithecus_gelada ENSTGEG00000024277
papio_anubis ENSPANG00000022382
cercocebus_atys ENSCATG00000043005
macaca_fascicularis ENSMFAG00000044267
macaca_mulatta ENSMMUG00000010550
macaca_nemestrina ENSMNEG00000028031
mandrillus_leucophaeus ENSMLEG00000040405
chlorocebus_sabaeus ENSCSAG00000005531
piliocolobus_tephrosceles ENSPTEG00000039558
colobus_angolensis ENSCANG00000038640
rhinopithecus_roxellana ENSRROG00000032666
rhinopithecus_bieti ENSRBIG00000033887
carlito_syrichta ENSTSYG00000004766
propithecus_coquereli ENSPCOG00000014990
microcebus_murinus ENSMICG00000005217
prolemur_simus ENSPSMG00000008680
otolemur_garnettii ENSOGAG00000030978
pteropus_vampyrus ENSPVAG00000012979
myotis_lucifugus ENSMLUG00000007320
equus_caballus ENSECAG00000014174
equus_asinus ENSEASG00005016866
ursus_maritimus ENSUMAG00000020506
ursus_americanus ENSUAMG00000008766
ailuropoda_melanoleuca ENSAMEG00000014662
mustela_putorius ENSMPUG00000015405
neovison_vison ENSNVIG00000011956
canis_lupus ENSCAFG00000017340
canis_lupus ENSCAFG00020025548
vulpes_vulpes ENSVVUG00000011490
panthera_pardus ENSPPRG00000010683
panthera_tigris ENSPTIG00000021730
felis_catus ENSFCAG00000002879
capra_hircus ENSCHIG00000014834
ovis_aries ENSOARG00000004707
bos_indicus ENSBIXG00000009956
bos_indicus ENSBIXG00005028335
bos_taurus ENSBTAG00000007013
bos_mutus ENSBMUG00000000870
bison_bison ENSBBBG00000007900
vicugna_pacos ENSVPAG00000009533
tursiops_truncatus ENSTTRG00000011939
sus_scrofa ENSSSCG00000017601
fukomys_damarensis ENSFDAG00000010630
cavia_aperea ENSCAPG00000014867
tupaia_belangeri ENSTBEG00000004445
erinaceus_europaeus ENSEEUG00000012409
sorex_araneus ENSSARG00000003755
choloepus_hoffmanni ENSCHOG00000005361
dasypus_novemcinctus ENSDNOG00000014848
loxodonta_africana ENSLAFG00000011887
procavia_capensis ENSPCAG00000015955
echinops_telfairi ENSETEG00000017657
phascolarctos_cinereus ENSPCIG00000024103
vombatus_ursinus ENSVURG00010013745
notamacropus_eugenii ENSMEUG00000010679
sarcophilus_harrisii ENSSHAG00000016556
monodelphis_domestica ENSMODG00000014869
ornithorhynchus_anatinus ENSOANG00000007277
xenopus_tropicalis ENSXETG00000007446
latimeria_chalumnae ENSLACG00000014313
