calidris_pugnax ENSCPUG00000003167
calidris_pygmaea ENSCPGG00000019389
melopsittacus_undulatus ENSMUNG00000015548
taeniopygia_guttata ENSTGUG00000012696
taeniopygia_guttata ENSTGUG00000015316
serinus_canaria ENSSCAG00000010475
zonotrichia_albicollis ENSZALG00000015034
junco_hyemalis ENSJHYG00000008244
ficedula_albicollis ENSFALG00000004629
lepidothrix_coronata ENSLCOG00000012870
manacus_vitellinus ENSMVIG00005019253
anser_brachyrhynchus ENSABRG00000022408
anas_platyrhynchos_platyrhynchos ENSAPLG00000013307
apteryx_owenii ENSAOWG00000017547
apteryx_haastii ENSAHAG00000019550
dromaius_novaehollandiae ENSDNVG00000004056
nothoprocta_perdicaria ENSNPEG00000000086
crocodylus_porosus ENSCPRG00005001359
chelonoidis_abingdonii ENSCABG00000015008
gopherus_agassizii ENSGAGG00000017579
chrysemys_picta_bellii ENSCPBG00000000586
pelodiscus_sinensis ENSPSIG00000011758
anolis_carolinensis ENSACAG00000004298
pogona_vitticeps ENSPVIG00000018914
notechis_scutatus ENSNSUG00000006434
salvator_merianae ENSSMRG00000008100
sphenodon_punctatus ENSSPUG00000018572
latimeria_chalumnae ENSLACG00000008046
xenopus_tropicalis ENSXETG00000034068
pygocentrus_nattereri ENSPNAG00000024565
astyanax_mexicanus ENSAMXG00000015148
ictalurus_punctatus ENSIPUG00000011562
danio_rerio ENSDARG00000098076
esox_lucius ENSELUG00000007971
paramormyrops_kingsleyae ENSPKIG00000022170
scleropages_formosus ENSSFOG00015006653
lepisosteus_oculatus ENSLOCG00000016693
