equus_caballus ENSECAG00000013967
equus_asinus_asinus ENSEASG00005015505
pteropus_vampyrus ENSPVAG00000002109
canis_lupus_dingo ENSCAFG00020015728
canis_lupus_familiaris ENSCAFG00000014053
vulpes_vulpes ENSVVUG00000004147
mustela_putorius_furo ENSMPUG00000015435
neovison_vison ENSNVIG00000011490
ailuropoda_melanoleuca ENSAMEG00000012257
ursus_americanus ENSUAMG00000004798
felis_catus ENSFCAG00000012199
panthera_pardus ENSPPRG00000001622
bos_taurus ENSBTAG00000019940
bos_mutus ENSBMUG00000026447
bison_bison_bison ENSBBBG00000011556
ovis_aries ENSOARG00000014799
capra_hircus ENSCHIG00000019842
tursiops_truncatus ENSTTRG00000016608
sus_scrofa ENSSSCG00000001771
dipodomys_ordii ENSDORG00000008781
oryctolagus_cuniculus ENSOCUG00000021019
choloepus_hoffmanni ENSCHOG00000005400
dasypus_novemcinctus ENSDNOG00000034280
sorex_araneus ENSSARG00000007425
ursus_maritimus ENSUMAG00000010955
propithecus_coquereli ENSPCOG00000012327
microcebus_murinus ENSMICG00000036744
prolemur_simus ENSPSMG00000007479
cebus_capucinus ENSCCAG00000024496
urocitellus_parryii ENSUPAG00010023623
spermophilus_dauricus ENSSDAG00000014665
ictidomys_tridecemlineatus ENSSTOG00000014265
marmota_marmota_marmota ENSMMMG00000000703
castor_canadensis ENSCCNG00000019473
cricetulus_griseus_crigri ENSCGRG00000013179
cricetulus_griseus_crigri-picr ENSCGRG00015007356
cricetulus_griseus_chok1gshd ENSCGRG00001024142
mesocricetus_auratus ENSMAUG00000013291
microtus_ochrogaster ENSMOCG00000011246
peromyscus_maniculatus_bairdii ENSPEMG00000019313
meriones_unguiculatus ENSMUGG00000007946
nannospalax_galili ENSNGAG00000000095
jaculus_jaculus ENSJJAG00000020927
chinchilla_lanigera ENSCLAG00000001348
octodon_degus ENSODEG00000002895
cavia_porcellus ENSCPOG00000005363
cavia_aperea ENSCAPG00000011341
heterocephalus_glaber_female ENSHGLG00000000128
heterocephalus_glaber_male ENSHGLG00100001523
fukomys_damarensis ENSFDAG00000010642
procavia_capensis ENSPCAG00000010358
ornithorhynchus_anatinus ENSOANG00000002238
pan_paniscus ENSPPAG00000025333
pan_troglodytes ENSPTRG00000007353
homo_sapiens ENSG00000058335
gorilla_gorilla ENSGGOG00000009950
pongo_abelii ENSPPYG00000006705
nomascus_leucogenys ENSNLEG00000008805
mandrillus_leucophaeus ENSMLEG00000028210
papio_anubis ENSPANG00000015770
theropithecus_gelada ENSTGEG00000002126
cercocebus_atys ENSCATG00000041964
macaca_nemestrina ENSMNEG00000044392
macaca_fascicularis ENSMFAG00000005368
chlorocebus_sabaeus ENSCSAG00000015020
piliocolobus_tephrosceles ENSPTEG00000019238
colobus_angolensis_palliatus ENSCANG00000039447
rhinopithecus_bieti ENSRBIG00000028858
rhinopithecus_roxellana ENSRROG00000039891
saimiri_boliviensis_boliviensis ENSSBOG00000032821
callithrix_jacchus ENSCJAG00000002316
