pogona_vitticeps ENSPVIG00000010925
anolis_carolinensis ENSACAG00000006938
notechis_scutatus ENSNSUG00000012541
salvator_merianae ENSSMRG00000019564
sphenodon_punctatus ENSSPUG00000010975
anser_brachyrhynchus ENSABRG00000013399
anas_platyrhynchos ENSAPLG00000011350
gallus_gallus ENSGALG00000000264
meleagris_gallopavo ENSMGAG00000016502
coturnix_japonica ENSCJPG00005009646
numida_meleagris ENSNMEG00000002211
calidris_pygmaea ENSCPGG00000012079
calidris_pugnax ENSCPUG00000000189
parus_major ENSPMJG00000012714
cyanistes_caeruleus ENSCCEG00000016555
ficedula_albicollis ENSFALG00000000833
lonchura_striata ENSLSDG00000008338
taeniopygia_guttata ENSTGUG00000000970
serinus_canaria ENSSCAG00000016741
zonotrichia_albicollis ENSZALG00000017188
lepidothrix_coronata ENSLCOG00000004604
manacus_vitellinus ENSMVIG00005018673
apteryx_rowi ENSARWG00000006971
apteryx_haastii ENSAHAG00000001237
apteryx_owenii ENSAOWG00000014826
dromaius_novaehollandiae ENSDNVG00000014892
nothoprocta_perdicaria ENSNPEG00000002047
crocodylus_porosus ENSCPRG00005005933
chelonoidis_abingdonii ENSCABG00000006428
gopherus_agassizii ENSGAGG00000003367
chrysemys_picta ENSCPBG00000014532
pelodiscus_sinensis ENSPSIG00000011951
meleagris_gallopavo ENSMGAG00000006827
phascolarctos_cinereus ENSPCIG00000029992
vombatus_ursinus ENSVURG00010006041
notamacropus_eugenii ENSMEUG00000011478
sarcophilus_harrisii ENSSHAG00000012210
monodelphis_domestica ENSMODG00000001327
dasypus_novemcinctus ENSDNOG00000002115
choloepus_hoffmanni ENSCHOG00000008474
loxodonta_africana ENSLAFG00000001431
procavia_capensis ENSPCAG00000007443
echinops_telfairi ENSETEG00000015409
bos_indicus ENSBIXG00000022697
bos_indicus ENSBIXG00005029847
bos_taurus ENSBTAG00000021675
bos_mutus ENSBMUG00000005506
bison_bison ENSBBBG00000005167
capra_hircus ENSCHIG00000009544
ovis_aries ENSOARG00000018858
tursiops_truncatus ENSTTRG00000002925
vicugna_pacos ENSVPAG00000010734
sus_scrofa ENSSSCG00000022845
mustela_putorius ENSMPUG00000012571
neovison_vison ENSNVIG00000020897
ursus_maritimus ENSUMAG00000015024
ursus_americanus ENSUAMG00000001790
ailuropoda_melanoleuca ENSAMEG00000011834
canis_lupus ENSCAFG00000007425
canis_lupus ENSCAFG00020012927
vulpes_vulpes ENSVVUG00000013092
panthera_tigris ENSPTIG00000009171
panthera_pardus ENSPPRG00000002483
felis_catus ENSFCAG00000013298
pteropus_vampyrus ENSPVAG00000008674
myotis_lucifugus ENSMLUG00000011060
equus_caballus ENSECAG00000008082
equus_asinus ENSEASG00005015749
erinaceus_europaeus ENSEEUG00000001504
sorex_araneus ENSSARG00000010300
castor_canadensis ENSCCNG00000024986
dipodomys_ordii ENSDORG00000010832
cricetulus_griseus ENSCGRG00015019310
cricetulus_griseus ENSCGRG00001011203
cricetulus_griseus ENSCGRG00000015481
mesocricetus_auratus ENSMAUG00000011890
peromyscus_maniculatus ENSPEMG00000019102
microtus_ochrogaster ENSMOCG00000022161
mus_spicilegus ENSMSIG00000012894
mus_spretus MGP_SPRETEiJ_G0022735
mus_musculus ENSMUSG00000024083
mus_caroli MGP_CAROLIEiJ_G0021824
mus_pahari MGP_PahariEiJ_G0020812
rattus_norvegicus ENSRNOG00000015528
meriones_unguiculatus ENSMUGG00000005699
nannospalax_galili ENSNGAG00000019138
jaculus_jaculus ENSJJAG00000017131
chinchilla_lanigera ENSCLAG00000006412
octodon_degus ENSODEG00000013325
cavia_porcellus ENSCPOG00000014595
cavia_aperea ENSCAPG00000010036
heterocephalus_glaber ENSHGLG00100003426
heterocephalus_glaber ENSHGLG00000014312
fukomys_damarensis ENSFDAG00000016684
urocitellus_parryii ENSUPAG00010011829
spermophilus_dauricus ENSSDAG00000002617
ictidomys_tridecemlineatus ENSSTOG00000011977
marmota_marmota ENSMMMG00000008527
oryctolagus_cuniculus ENSOCUG00000011136
ochotona_princeps ENSOPRG00000001895
tupaia_belangeri ENSTBEG00000014443
pan_paniscus ENSPPAG00000039234
pan_troglodytes ENSPTRG00000022820
gorilla_gorilla ENSGGOG00000044181
homo_sapiens ENSG00000198961
pongo_abelii ENSPPYG00000015673
nomascus_leucogenys ENSNLEG00000011252
macaca_nemestrina ENSMNEG00000028695
macaca_mulatta ENSMMUG00000012353
macaca_fascicularis ENSMFAG00000039247
theropithecus_gelada ENSTGEG00000009246
papio_anubis ENSPANG00000006210
mandrillus_leucophaeus ENSMLEG00000035761
cercocebus_atys ENSCATG00000039073
chlorocebus_sabaeus ENSCSAG00000015106
piliocolobus_tephrosceles ENSPTEG00000019702
colobus_angolensis ENSCANG00000038365
rhinopithecus_roxellana ENSRROG00000041465
rhinopithecus_bieti ENSRBIG00000037563
saimiri_boliviensis ENSSBOG00000035496
cebus_capucinus ENSCCAG00000020652
callithrix_jacchus ENSCJAG00000016168
aotus_nancymaae ENSANAG00000005144
carlito_syrichta ENSTSYG00000013084
propithecus_coquereli ENSPCOG00000017588
microcebus_murinus ENSMICG00000002616
prolemur_simus ENSPSMG00000021343
otolemur_garnettii ENSOGAG00000015661
loxodonta_africana ENSLAFG00000022477
procavia_capensis ENSPCAG00000012641
echinops_telfairi ENSETEG00000003456
theropithecus_gelada ENSTGEG00000008033
papio_anubis ENSPANG00000019200
macaca_mulatta ENSMMUG00000047336
chlorocebus_sabaeus ENSCSAG00000000110
rhinopithecus_roxellana ENSRROG00000036619
colobus_angolensis ENSCANG00000037431
homo_sapiens ENSG00000181191
aotus_nancymaae ENSANAG00000024339
carlito_syrichta ENSTSYG00000002210
prolemur_simus ENSPSMG00000009888
propithecus_coquereli ENSPCOG00000022618
otolemur_garnettii ENSOGAG00000028704
castor_canadensis ENSCCNG00000002976
dipodomys_ordii ENSDORG00000023787
mus_musculus ENSMUSG00000034403
mus_spretus MGP_SPRETEiJ_G0034427
mus_caroli MGP_CAROLIEiJ_G0033263
mus_pahari MGP_PahariEiJ_G0031801
rattus_norvegicus ENSRNOG00000047339
meriones_unguiculatus ENSMUGG00000007986
cricetulus_griseus ENSCGRG00001010332
cricetulus_griseus ENSCGRG00000005500
cricetulus_griseus ENSCGRG00015013189
cricetulus_griseus ENSCGRG00001000269
cricetulus_griseus ENSCGRG00000001798
mesocricetus_auratus ENSMAUG00000021969
microtus_ochrogaster ENSMOCG00000013022
peromyscus_maniculatus ENSPEMG00000018003
nannospalax_galili ENSNGAG00000023580
jaculus_jaculus ENSJJAG00000013566
heterocephalus_glaber ENSHGLG00100009462
heterocephalus_glaber ENSHGLG00000000394
fukomys_damarensis ENSFDAG00000003940
chinchilla_lanigera ENSCLAG00000005562
octodon_degus ENSODEG00000003279
urocitellus_parryii ENSUPAG00010013709
spermophilus_dauricus ENSSDAG00000010501
marmota_marmota ENSMMMG00000022128
ictidomys_tridecemlineatus ENSSTOG00000022107
oryctolagus_cuniculus ENSOCUG00000007244
ursus_americanus ENSUAMG00000005637
ursus_maritimus ENSUMAG00000001248
ailuropoda_melanoleuca ENSAMEG00000020265
mustela_putorius ENSMPUG00000004551
neovison_vison ENSNVIG00000008136
canis_lupus ENSCAFG00020019041
vulpes_vulpes ENSVVUG00000007274
tursiops_truncatus ENSTTRG00000011009
sus_scrofa ENSSSCG00000024463
capra_hircus ENSCHIG00000004788
ovis_aries ENSOARG00000005832
bos_indicus ENSBIXG00005029035
bos_indicus ENSBIXG00000011880
bos_taurus ENSBTAG00000021026
bison_bison ENSBBBG00000007326
myotis_lucifugus ENSMLUG00000004315
dasypus_novemcinctus ENSDNOG00000031057
choloepus_hoffmanni ENSCHOG00000008992
ornithorhynchus_anatinus ENSOANG00000011398
xenopus_tropicalis ENSXETG00000018433
latimeria_chalumnae ENSLACG00000000704
scleropages_formosus ENSSFOG00015003176
paramormyrops_kingsleyae ENSPKIG00000025586
clupea_harengus ENSCHAG00000022640
denticeps_clupeoides ENSDCDG00000024582
astyanax_mexicanus ENSAMXG00000006782
astyanax_mexicanus ENSAMXG00005015735
pygocentrus_nattereri ENSPNAG00000000756
danio_rerio ENSDARG00000100296
hucho_hucho ENSHHUG00000036015
hucho_hucho ENSHHUG00000042352
esox_lucius ENSELUG00000003723
lepisosteus_oculatus ENSLOCG00000010445
erpetoichthys_calabaricus ENSECRG00000013219
callorhinchus_milii ENSCMIG00000017974
