pan_paniscus ENSPPAG00000034610
pan_troglodytes ENSPTRG00000016160
homo_sapiens ENSG00000163735
gorilla_gorilla ENSGGOG00000009977
pongo_abelii ENSPPYG00000014832
nomascus_leucogenys ENSNLEG00000007929
chlorocebus_sabaeus ENSCSAG00000004747
chlorocebus_sabaeus ENSCSAG00000004757
cercocebus_atys ENSCATG00000045314
macaca_nemestrina ENSMNEG00000033294
papio_anubis ENSPANG00000035747
papio_anubis ENSPANG00000029822
theropithecus_gelada ENSTGEG00000014501
theropithecus_gelada ENSTGEG00000014415
chlorocebus_sabaeus ENSCSAG00000004760
cercocebus_atys ENSCATG00000035713
mandrillus_leucophaeus ENSMLEG00000041463
macaca_mulatta ENSMMUG00000041569
macaca_fascicularis ENSMFAG00000002889
macaca_nemestrina ENSMNEG00000028930
rhinopithecus_roxellana ENSRROG00000033583
piliocolobus_tephrosceles ENSPTEG00000014425
rhinopithecus_bieti ENSRBIG00000035275
piliocolobus_tephrosceles ENSPTEG00000014310
colobus_angolensis_palliatus ENSCANG00000031008
macaca_mulatta ENSMMUG00000045102
rhinopithecus_bieti ENSRBIG00000044720
rhinopithecus_roxellana ENSRROG00000007979
rhinopithecus_bieti ENSRBIG00000037957
colobus_angolensis_palliatus ENSCANG00000043079
piliocolobus_tephrosceles ENSPTEG00000014249
macaca_fascicularis ENSMFAG00000004063
nomascus_leucogenys ENSNLEG00000007920
callithrix_jacchus ENSCJAG00000039377
saimiri_boliviensis_boliviensis ENSSBOG00000033036
cebus_capucinus ENSCCAG00000022422
aotus_nancymaae ENSANAG00000033712
carlito_syrichta ENSTSYG00000012965
marmota_marmota_marmota ENSMMMG00000024699
castor_canadensis ENSCCNG00000002457
chinchilla_lanigera ENSCLAG00000005051
oryctolagus_cuniculus ENSOCUG00000011838
equus_caballus ENSECAG00000012742
neovison_vison ENSNVIG00000015005
capra_hircus ENSCHIG00000010442
