amphiprion_percula ENSAPEG00000022651
amphiprion_ocellaris ENSAOCG00000022577
haplochromis_burtoni ENSHBUG00000018284
poecilia_mexicana ENSPMEG00000020560
monopterus_albus ENSMALG00000018423
periophthalmus_magnuspinnatus ENSPMGG00000009525
esox_lucius ENSELUG00000016509
ictalurus_punctatus ENSIPUG00000019136
pogona_vitticeps ENSPVIG00000017936
ornithorhynchus_anatinus ENSOANG00000029186
numida_meleagris ENSNMEG00000011957
coturnix_japonica ENSCJPG00005005544
anas_platyrhynchos_platyrhynchos ENSAPLG00000019481
calidris_pygmaea ENSCPGG00000000941
gopherus_agassizii ENSGAGG00000025801
phascolarctos_cinereus ENSPCIG00000021227
ornithorhynchus_anatinus ENSOANG00000028744
zonotrichia_albicollis ENSZALG00000005325
