seriola_dumerili ENSSDUG00000009805
seriola_lalandi_dorsalis ENSSLDG00000000914
mastacembelus_armatus ENSMAMG00000020380
poecilia_reticulata ENSPREG00000012527
mola_mola ENSMMOG00000011956
esox_lucius ENSELUG00000015608
pygocentrus_nattereri ENSPNAG00000015201
astyanax_mexicanus ENSAMXG00000039311
ictalurus_punctatus ENSIPUG00000018638
danio_rerio ENSDARG00000070702
pygocentrus_nattereri ENSPNAG00000000554
astyanax_mexicanus ENSAMXG00000040267
ictalurus_punctatus ENSIPUG00000004238
danio_rerio ENSDARG00000070427
lepisosteus_oculatus ENSLOCG00000005826
loxodonta_africana ENSLAFG00000026554
procavia_capensis ENSPCAG00000016301
myotis_lucifugus ENSMLUG00000001839
pteropus_vampyrus ENSPVAG00000011071
sus_scrofa ENSSSCG00000038991
ursus_americanus ENSUAMG00000003625
ursus_maritimus ENSUMAG00000020697
ailuropoda_melanoleuca ENSAMEG00000012206
mustela_putorius_furo ENSMPUG00000008336
neovison_vison ENSNVIG00000015039
canis_lupus_familiaris ENSCAFG00000017542
canis_lupus_dingo ENSCAFG00020010343
vulpes_vulpes ENSVVUG00000028253
panthera_pardus ENSPPRG00000000699
panthera_tigris_altaica ENSPTIG00000019954
felis_catus ENSFCAG00000045233
sorex_araneus ENSSARG00000014314
equus_caballus ENSECAG00000024049
equus_asinus_asinus ENSEASG00005000900
bos_mutus ENSBMUG00000026793
bos_taurus ENSBTAG00000021378
bison_bison_bison ENSBBBG00000012993
ovis_aries ENSOARG00000002404
capra_hircus ENSCHIG00000006571
tursiops_truncatus ENSTTRG00000000802
cavia_porcellus ENSCPOG00000005824
cavia_aperea ENSCAPG00000017876
octodon_degus ENSODEG00000013081
chinchilla_lanigera ENSCLAG00000002812
heterocephalus_glaber_female ENSHGLG00000007219
heterocephalus_glaber_male ENSHGLG00100017382
fukomys_damarensis ENSFDAG00000008154
urocitellus_parryii ENSUPAG00010015623
ictidomys_tridecemlineatus ENSSTOG00000028822
spermophilus_dauricus ENSSDAG00000002502
marmota_marmota_marmota ENSMMMG00000018062
dipodomys_ordii ENSDORG00000024358
castor_canadensis ENSCCNG00000021523
cricetulus_griseus_chok1gshd ENSCGRG00001023525
cricetulus_griseus_crigri-picr ENSCGRG00015007211
cricetulus_griseus_crigri ENSCGRG00000010747
mesocricetus_auratus ENSMAUG00000019658
peromyscus_maniculatus_bairdii ENSPEMG00000003539
microtus_ochrogaster ENSMOCG00000016705
mus_spicilegus ENSMSIG00000001217
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026184
mus_musculus ENSMUSG00000042312
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025241
mus_pahari MGP_PahariEiJ_G0026685
rattus_norvegicus ENSRNOG00000012393
meriones_unguiculatus ENSMUGG00000008222
meriones_unguiculatus ENSMUGG00000017606
meriones_unguiculatus ENSMUGG00000004594
meriones_unguiculatus ENSMUGG00000023852
meriones_unguiculatus ENSMUGG00000023886
meriones_unguiculatus ENSMUGG00000006621
nannospalax_galili ENSNGAG00000013858
oryctolagus_cuniculus ENSOCUG00000002748
microcebus_murinus ENSMICG00000013710
prolemur_simus ENSPSMG00000020703
propithecus_coquereli ENSPCOG00000023634
otolemur_garnettii ENSOGAG00000033560
pan_paniscus ENSPPAG00000021919
pan_troglodytes ENSPTRG00000022794
homo_sapiens ENSG00000189171
gorilla_gorilla ENSGGOG00000016904
pongo_abelii ENSPPYG00000000804
nomascus_leucogenys ENSNLEG00000029186
piliocolobus_tephrosceles ENSPTEG00000036239
colobus_angolensis_palliatus ENSCANG00000042005
rhinopithecus_bieti ENSRBIG00000036038
rhinopithecus_roxellana ENSRROG00000018923
mandrillus_leucophaeus ENSMLEG00000002891
papio_anubis ENSPANG00000003887
chlorocebus_sabaeus ENSCSAG00000001859
cercocebus_atys ENSCATG00000036925
theropithecus_gelada ENSTGEG00000018959
macaca_mulatta ENSMMUG00000008144
macaca_fascicularis ENSMFAG00000031086
macaca_nemestrina ENSMNEG00000042374
saimiri_boliviensis_boliviensis ENSSBOG00000022524
callithrix_jacchus ENSCJAG00000010417
aotus_nancymaae ENSANAG00000034690
carlito_syrichta ENSTSYG00000033899
tupaia_belangeri ENSTBEG00000012354
dasypus_novemcinctus ENSDNOG00000004825
sarcophilus_harrisii ENSSHAG00000009778
monodelphis_domestica ENSMODG00000017387
phascolarctos_cinereus ENSPCIG00000029367
notamacropus_eugenii ENSMEUG00000010249
ornithorhynchus_anatinus ENSOANG00000002671
lonchura_striata_domestica ENSLSDG00000011633
junco_hyemalis ENSJHYG00000007085
parus_major ENSPMJG00000001405
manacus_vitellinus ENSMVIG00005008003
manacus_vitellinus ENSMVIG00005012828
lepidothrix_coronata ENSLCOG00000006405
calidris_pugnax ENSCPUG00000018242
calidris_pygmaea ENSCPGG00000006159
anas_platyrhynchos_platyrhynchos ENSAPLG00000001014
anser_brachyrhynchus ENSABRG00000000206
gallus_gallus ENSGALG00000046614
crocodylus_porosus ENSCPRG00005013598
chelonoidis_abingdonii ENSCABG00000002895
gopherus_agassizii ENSGAGG00000024725
chrysemys_picta_bellii ENSCPBG00000025415
notechis_scutatus ENSNSUG00000005395
notechis_scutatus ENSNSUG00000006073
notechis_scutatus ENSNSUG00000006313
notechis_scutatus ENSNSUG00000006070
pogona_vitticeps ENSPVIG00000023462
salvator_merianae ENSSMRG00000000663
sphenodon_punctatus ENSSPUG00000003929
