takifugu_rubripes ENSTRUG00000017389
tetraodon_nigroviridis ENSTNIG00000009376
mola_mola ENSMMOG00000017148
gasterosteus_aculeatus ENSGACG00000015654
labrus_bergylta ENSLBEG00000000088
mastacembelus_armatus ENSMAMG00000021855
monopterus_albus ENSMALG00000019852
anabas_testudineus ENSATEG00000007149
scophthalmus_maximus ENSSMAG00000021410
cynoglossus_semilaevis ENSCSEG00000009822
seriola_dumerili ENSSDUG00000023176
seriola_lalandi_dorsalis ENSSLDG00000014937
amphiprion_ocellaris ENSAOCG00000011825
amphiprion_percula ENSAPEG00000009083
acanthochromis_polyacanthus ENSAPOG00000000095
stegastes_partitus ENSSPAG00000015098
astatotilapia_calliptera ENSACLG00000027094
haplochromis_burtoni ENSHBUG00000016608
neolamprologus_brichardi ENSNBRG00000012858
maylandia_zebra ENSMZEG00005015283
pundamilia_nyererei ENSPNYG00000008037
oreochromis_niloticus ENSONIG00000006109
amphilophus_citrinellus ENSACIG00000001398
poecilia_latipinna ENSPLAG00000006853
poecilia_formosa ENSPFOG00000007939
poecilia_mexicana ENSPMEG00000011859
poecilia_reticulata ENSPREG00000023053
xiphophorus_maculatus ENSXMAG00000006951
xiphophorus_couchianus ENSXCOG00000011253
gambusia_affinis ENSGAFG00000016931
fundulus_heteroclitus ENSFHEG00000008151
kryptolebias_marmoratus ENSKMAG00000004387
oryzias_latipes ENSORLG00000006868
oryzias_latipes_asm223469v1 ENSORLG00015000833
oryzias_latipes ENSORLG00020011546
oryzias_melastigma ENSOMEG00000021950
hippocampus_comes ENSHCOG00000002089
gadus_morhua ENSGMOG00000001364
esox_lucius ENSELUG00000008457
pygocentrus_nattereri ENSPNAG00000016194
astyanax_mexicanus ENSAMXG00000015364
ictalurus_punctatus ENSIPUG00000003954
danio_rerio ENSDARG00000054318
paramormyrops_kingsleyae ENSPKIG00000016292
scleropages_formosus ENSSFOG00015012819
petromyzon_marinus ENSPMAG00000006764
lepisosteus_oculatus ENSLOCG00000003301
ciona_savignyi ENSCSAVG00000003754
ciona_intestinalis ENSCING00000010086
