xiphophorus_maculatus ENSXMAG00000005231
xiphophorus_couchianus ENSXCOG00000004551
gambusia_affinis ENSGAFG00000016743
poecilia_latipinna ENSPLAG00000022032
poecilia_formosa ENSPFOG00000016924
poecilia_mexicana ENSPMEG00000007801
poecilia_reticulata ENSPREG00000014345
cyprinodon_variegatus ENSCVAG00000000471
fundulus_heteroclitus ENSFHEG00000004968
kryptolebias_marmoratus ENSKMAG00000007401
oryzias_latipes ENSORLG00020017930
oryzias_latipes ENSORLG00000016325
oryzias_latipes_asm223469v1 ENSORLG00015013548
oryzias_melastigma ENSOMEG00000005352
maylandia_zebra ENSMZEG00005009689
astatotilapia_calliptera ENSACLG00000026115
pundamilia_nyererei ENSPNYG00000020929
haplochromis_burtoni ENSHBUG00000012241
oreochromis_niloticus ENSONIG00000019262
neolamprologus_brichardi ENSNBRG00000015169
amphilophus_citrinellus ENSACIG00000016858
cynoglossus_semilaevis ENSCSEG00000008479
mastacembelus_armatus ENSMAMG00000008475
monopterus_albus ENSMALG00000014966
anabas_testudineus ENSATEG00000009525
seriola_dumerili ENSSDUG00000022303
seriola_lalandi_dorsalis ENSSLDG00000020519
scophthalmus_maximus ENSSMAG00000002512
amphiprion_percula ENSAPEG00000000339
amphiprion_ocellaris ENSAOCG00000018266
acanthochromis_polyacanthus ENSAPOG00000012293
stegastes_partitus ENSSPAG00000009406
labrus_bergylta ENSLBEG00000027552
gasterosteus_aculeatus ENSGACG00000004360
mola_mola ENSMMOG00000006894
takifugu_rubripes ENSTRUG00000012767
tetraodon_nigroviridis ENSTNIG00000013756
hippocampus_comes ENSHCOG00000008799
periophthalmus_magnuspinnatus ENSPMGG00000011839
periophthalmus_magnuspinnatus ENSPMGG00000011838
periophthalmus_magnuspinnatus ENSPMGG00000003739
gadus_morhua ENSGMOG00000000808
esox_lucius ENSELUG00000020561
pygocentrus_nattereri ENSPNAG00000008282
astyanax_mexicanus ENSAMXG00000012538
ictalurus_punctatus ENSIPUG00000012712
danio_rerio ENSDARG00000100818
danio_rerio ENSDARG00000102423
danio_rerio ENSDARG00000101791
paramormyrops_kingsleyae ENSPKIG00000012863
lepisosteus_oculatus ENSLOCG00000005032
latimeria_chalumnae ENSLACG00000009696
pogona_vitticeps ENSPVIG00000002450
anolis_carolinensis ENSACAG00000001299
notechis_scutatus ENSNSUG00000019996
salvator_merianae ENSSMRG00000017428
sphenodon_punctatus ENSSPUG00000001818
apteryx_haastii ENSAHAG00000006929
apteryx_owenii ENSAOWG00000006559
apteryx_rowi ENSARWG00000015290
nothoprocta_perdicaria ENSNPEG00000002044
dromaius_novaehollandiae ENSDNVG00000013346
parus_major ENSPMJG00000019411
cyanistes_caeruleus ENSCCEG00000004779
ficedula_albicollis ENSFALG00000001642
zonotrichia_albicollis ENSZALG00000007404
junco_hyemalis ENSJHYG00000002581
serinus_canaria ENSSCAG00000014042
taeniopygia_guttata ENSTGUG00000006236
lonchura_striata_domestica ENSLSDG00000011279
manacus_vitellinus ENSMVIG00005005194
lepidothrix_coronata ENSLCOG00000003842
melopsittacus_undulatus ENSMUNG00000011505
calidris_pugnax ENSCPUG00000003523
calidris_pygmaea ENSCPGG00000012697
anas_platyrhynchos_platyrhynchos ENSAPLG00000015343
anser_brachyrhynchus ENSABRG00000019512
gallus_gallus ENSGALG00000006188
meleagris_gallopavo ENSMGAG00000008515
coturnix_japonica ENSCJPG00005008245
numida_meleagris ENSNMEG00000021002
crocodylus_porosus ENSCPRG00005016865
chelonoidis_abingdonii ENSCABG00000013916
gopherus_agassizii ENSGAGG00000013198
chrysemys_picta_bellii ENSCPBG00000015673
pelodiscus_sinensis ENSPSIG00000002389
xenopus_tropicalis ENSXETG00000006090
sarcophilus_harrisii ENSSHAG00000003696
notamacropus_eugenii ENSMEUG00000003447
monodelphis_domestica ENSMODG00000012408
choloepus_hoffmanni ENSCHOG00000003638
echinops_telfairi ENSETEG00000013065
ochotona_princeps ENSOPRG00000012505
oryctolagus_cuniculus ENSOCUG00000007842
erinaceus_europaeus ENSEEUG00000000615
dasypus_novemcinctus ENSDNOG00000045734
macaca_fascicularis ENSMFAG00000026682
macaca_nemestrina ENSMNEG00000016398
macaca_mulatta ENSMMUG00000018795
papio_anubis ENSPANG00000007504
theropithecus_gelada ENSTGEG00000021979
cercocebus_atys ENSCATG00000038052
mandrillus_leucophaeus ENSMLEG00000029073
chlorocebus_sabaeus ENSCSAG00000001446
piliocolobus_tephrosceles ENSPTEG00000029175
colobus_angolensis_palliatus ENSCANG00000032614
rhinopithecus_roxellana ENSRROG00000033388
rhinopithecus_bieti ENSRBIG00000031587
homo_sapiens ENSG00000137944
gorilla_gorilla ENSGGOG00000012016
pan_paniscus ENSPPAG00000036230
pan_troglodytes ENSPTRG00000041247
pongo_abelii ENSPPYG00000001176
nomascus_leucogenys ENSNLEG00000010220
saimiri_boliviensis_boliviensis ENSSBOG00000019158
cebus_capucinus ENSCCAG00000032840
callithrix_jacchus ENSCJAG00000007493
aotus_nancymaae ENSANAG00000021709
carlito_syrichta ENSTSYG00000007413
propithecus_coquereli ENSPCOG00000007120
microcebus_murinus ENSMICG00000014713
prolemur_simus ENSPSMG00000007987
otolemur_garnettii ENSOGAG00000014512
tupaia_belangeri ENSTBEG00000002349
equus_asinus_asinus ENSEASG00005013214
equus_caballus ENSECAG00000023747
myotis_lucifugus ENSMLUG00000000157
capra_hircus ENSCHIG00000020038
ovis_aries ENSOARG00000015053
bison_bison_bison ENSBBBG00000000333
bos_mutus ENSBMUG00000017266
bos_taurus ENSBTAG00000000505
tursiops_truncatus ENSTTRG00000011905
vicugna_pacos ENSVPAG00000005313
sus_scrofa ENSSSCG00000006925
