homo_sapiens ENSG00000196247
gorilla_gorilla ENSGGOG00000039417
pan_troglodytes ENSPTRG00000028577
pan_troglodytes ENSPTRG00000044212
pan_paniscus ENSPPAG00000039306
pongo_abelii ENSPPYG00000029425
nomascus_leucogenys ENSNLEG00000029664
rhinopithecus_roxellana ENSRROG00000032808
rhinopithecus_bieti ENSRBIG00000028351
colobus_angolensis_palliatus ENSCANG00000023518
theropithecus_gelada ENSTGEG00000005063
papio_anubis ENSPANG00000018392
chlorocebus_sabaeus ENSCSAG00000016178
mandrillus_leucophaeus ENSMLEG00000037491
cercocebus_atys ENSCATG00000031054
macaca_fascicularis ENSMFAG00000031156
macaca_nemestrina ENSMNEG00000040288
macaca_mulatta ENSMMUG00000002042
macaca_fascicularis ENSMFAG00000046107
macaca_mulatta ENSMMUG00000013327
cebus_capucinus ENSCCAG00000032152
saimiri_boliviensis_boliviensis ENSSBOG00000028420
callithrix_jacchus ENSCJAG00000019825
aotus_nancymaae ENSANAG00000038448
