gopherus_agassizii ENSGAGG00000008475
chelonoidis_abingdonii ENSCABG00000021739
chrysemys_picta_bellii ENSCPBG00000019776
pelodiscus_sinensis ENSPSIG00000015296
gallus_gallus ENSGALG00000005092
coturnix_japonica ENSCJPG00005012883
meleagris_gallopavo ENSMGAG00000005351
numida_meleagris ENSNMEG00000014235
anser_brachyrhynchus ENSABRG00000007799
anas_platyrhynchos_platyrhynchos ENSAPLG00000012032
zonotrichia_albicollis ENSZALG00000011394
junco_hyemalis ENSJHYG00000003460
ficedula_albicollis ENSFALG00000000037
serinus_canaria ENSSCAG00000010687
lonchura_striata_domestica ENSLSDG00000007589
taeniopygia_guttata ENSTGUG00000003803
parus_major ENSPMJG00000004082
cyanistes_caeruleus ENSCCEG00000024401
lepidothrix_coronata ENSLCOG00000003506
manacus_vitellinus ENSMVIG00005000396
melopsittacus_undulatus ENSMUNG00000011690
calidris_pygmaea ENSCPGG00000005057
calidris_pugnax ENSCPUG00000005993
dromaius_novaehollandiae ENSDNVG00000003071
nothoprocta_perdicaria ENSNPEG00000005898
apteryx_rowi ENSARWG00000005534
apteryx_owenii ENSAOWG00000014862
apteryx_haastii ENSAHAG00000015150
crocodylus_porosus ENSCPRG00005019154
pogona_vitticeps ENSPVIG00000017645
anolis_carolinensis ENSACAG00000011480
notechis_scutatus ENSNSUG00000014793
salvator_merianae ENSSMRG00000000187
sphenodon_punctatus ENSSPUG00000018048
ornithorhynchus_anatinus ENSOANG00000012842
ornithorhynchus_anatinus ENSOANG00000031529
latimeria_chalumnae ENSLACG00000009362
notamacropus_eugenii ENSMEUG00000006105
phascolarctos_cinereus ENSPCIG00000004669
sarcophilus_harrisii ENSSHAG00000004775
monodelphis_domestica ENSMODG00000008624
petromyzon_marinus ENSPMAG00000002356
eptatretus_burgeri ENSEBUG00000009741
carlito_syrichta ENSTSYG00000029530
ictidomys_tridecemlineatus ENSSTOG00000010497
tupaia_belangeri ENSTBEG00000014031
erinaceus_europaeus ENSEEUG00000009067
dasypus_novemcinctus ENSDNOG00000034096
heterocephalus_glaber_female ENSHGLG00000007401
heterocephalus_glaber_male ENSHGLG00100008870
fukomys_damarensis ENSFDAG00000011529
cavia_porcellus ENSCPOG00000006628
cavia_aperea ENSCAPG00000012488
octodon_degus ENSODEG00000000226
chinchilla_lanigera ENSCLAG00000009712
dipodomys_ordii ENSDORG00000009690
spermophilus_dauricus ENSSDAG00000015566
urocitellus_parryii ENSUPAG00010009388
marmota_marmota_marmota ENSMMMG00000012271
oryctolagus_cuniculus ENSOCUG00000009839
ochotona_princeps ENSOPRG00000010361
bos_taurus ENSBTAG00000007208
bos_mutus ENSBMUG00000016382
bison_bison_bison ENSBBBG00000001904
capra_hircus ENSCHIG00000010417
ovis_aries ENSOARG00000001627
tursiops_truncatus ENSTTRG00000011189
sus_scrofa ENSSSCG00000028031
carlito_syrichta ENSTSYG00000032801
homo_sapiens ENSG00000163517
gorilla_gorilla ENSGGOG00000007735
pan_paniscus ENSPPAG00000037567
pan_troglodytes ENSPTRG00000014641
pongo_abelii ENSPPYG00000013395
nomascus_leucogenys ENSNLEG00000004853
colobus_angolensis_palliatus ENSCANG00000039358
piliocolobus_tephrosceles ENSPTEG00000012598
rhinopithecus_roxellana ENSRROG00000038607
rhinopithecus_bieti ENSRBIG00000030119
papio_anubis ENSPANG00000024163
mandrillus_leucophaeus ENSMLEG00000038310
cercocebus_atys ENSCATG00000026123
theropithecus_gelada ENSTGEG00000014814
macaca_fascicularis ENSMFAG00000036363
macaca_nemestrina ENSMNEG00000040546
macaca_mulatta ENSMMUG00000001369
chlorocebus_sabaeus ENSCSAG00000009462
callithrix_jacchus ENSCJAG00000016844
saimiri_boliviensis_boliviensis ENSSBOG00000030160
cebus_capucinus ENSCCAG00000036510
aotus_nancymaae ENSANAG00000035737
microcebus_murinus ENSMICG00000014219
prolemur_simus ENSPSMG00000013204
otolemur_garnettii ENSOGAG00000007254
