labrus_bergylta ENSLBEG00000013723
tetraodon_nigroviridis ENSTNIG00000001160
amphiprion_ocellaris ENSAOCG00000005127
amphiprion_percula ENSAPEG00000024708
stegastes_partitus ENSSPAG00000023496
cyprinodon_variegatus ENSCVAG00000001927
fundulus_heteroclitus ENSFHEG00000001794
gambusia_affinis ENSGAFG00000000691
xiphophorus_maculatus ENSXMAG00000026704
poecilia_formosa ENSPFOG00000023541
poecilia_mexicana ENSPMEG00000018341
poecilia_latipinna ENSPLAG00000012309
poecilia_reticulata ENSPREG00000021091
kryptolebias_marmoratus ENSKMAG00000019199
oryzias_latipes ENSORLG00020017526
oryzias_latipes ENSORLG00000028079
astatotilapia_calliptera ENSACLG00000023586
maylandia_zebra ENSMZEG00005001279
pundamilia_nyererei ENSPNYG00000014102
haplochromis_burtoni ENSHBUG00000007812
neolamprologus_brichardi ENSNBRG00000019494
periophthalmus_magnuspinnatus ENSPMGG00000000998
esox_lucius ENSELUG00000015763
paramormyrops_kingsleyae ENSPKIG00000002615
