calidris_pygmaea ENSCPGG00000008305
calidris_pugnax ENSCPUG00000009387
melopsittacus_undulatus ENSMUNG00000007665
zonotrichia_albicollis ENSZALG00000006982
junco_hyemalis ENSJHYG00000018464
serinus_canaria ENSSCAG00000016814
lonchura_striata_domestica ENSLSDG00000009743
taeniopygia_guttata ENSTGUG00000009058
ficedula_albicollis ENSFALG00000007969
parus_major ENSPMJG00000003243
cyanistes_caeruleus ENSCCEG00000022206
lepidothrix_coronata ENSLCOG00000000224
manacus_vitellinus ENSMVIG00005018334
anser_brachyrhynchus ENSABRG00000018567
anas_platyrhynchos_platyrhynchos ENSAPLG00000030969
meleagris_gallopavo ENSMGAG00000009213
coturnix_japonica ENSCJPG00005019503
gallus_gallus ENSGALG00000006966
numida_meleagris ENSNMEG00000014621
apteryx_haastii ENSAHAG00000011325
apteryx_owenii ENSAOWG00000000117
apteryx_rowi ENSARWG00000002197
dromaius_novaehollandiae ENSDNVG00000003304
nothoprocta_perdicaria ENSNPEG00000015443
crocodylus_porosus ENSCPRG00005013859
gopherus_agassizii ENSGAGG00000008580
chelonoidis_abingdonii ENSCABG00000018194
chrysemys_picta_bellii ENSCPBG00000023792
pelodiscus_sinensis ENSPSIG00000001158
pogona_vitticeps ENSPVIG00000019092
anolis_carolinensis ENSACAG00000006175
notechis_scutatus ENSNSUG00000012312
salvator_merianae ENSSMRG00000013500
sphenodon_punctatus ENSSPUG00000014692
phascolarctos_cinereus ENSPCIG00000023718
notamacropus_eugenii ENSMEUG00000010078
sarcophilus_harrisii ENSSHAG00000007179
sarcophilus_harrisii ENSSHAG00000001628
monodelphis_domestica ENSMODG00000004851
dasypus_novemcinctus ENSDNOG00000003732
choloepus_hoffmanni ENSCHOG00000000073
procavia_capensis ENSPCAG00000001088
echinops_telfairi ENSETEG00000009054
castor_canadensis ENSCCNG00000030487
dipodomys_ordii ENSDORG00000025759
mus_spicilegus ENSMSIG00000006280
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023865
mus_musculus ENSMUSG00000049164
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022944
mus_pahari MGP_PahariEiJ_G0014434
rattus_norvegicus ENSRNOG00000036592
meriones_unguiculatus ENSMUGG00000009217
cricetulus_griseus_crigri ENSCGRG00000003861
cricetulus_griseus_chok1gshd ENSCGRG00001009777
cricetulus_griseus_crigri-picr ENSCGRG00015025352
mesocricetus_auratus ENSMAUG00000021731
peromyscus_maniculatus_bairdii ENSPEMG00000019344
microtus_ochrogaster ENSMOCG00000007078
nannospalax_galili ENSNGAG00000012849
spermophilus_dauricus ENSSDAG00000023408
urocitellus_parryii ENSUPAG00010013976
ictidomys_tridecemlineatus ENSSTOG00000021018
marmota_marmota_marmota ENSMMMG00000021365
cavia_aperea ENSCAPG00000005683
cavia_porcellus ENSCPOG00000006322
chinchilla_lanigera ENSCLAG00000017653
heterocephalus_glaber_female ENSHGLG00000021043
heterocephalus_glaber_male ENSHGLG00100019531
fukomys_damarensis ENSFDAG00000018120
oryctolagus_cuniculus ENSOCUG00000015638
gorilla_gorilla ENSGGOG00000017106
pan_troglodytes ENSPTRG00000043182
homo_sapiens ENSG00000177853
pongo_abelii ENSPPYG00000002516
colobus_angolensis_palliatus ENSCANG00000008854
piliocolobus_tephrosceles ENSPTEG00000032939
rhinopithecus_roxellana ENSRROG00000022511
rhinopithecus_bieti ENSRBIG00000029224
cercocebus_atys ENSCATG00000012346
mandrillus_leucophaeus ENSMLEG00000020642
macaca_fascicularis ENSMFAG00000020976
macaca_mulatta ENSMMUG00000001518
macaca_nemestrina ENSMNEG00000028261
chlorocebus_sabaeus ENSCSAG00000018445
aotus_nancymaae ENSANAG00000037819
callithrix_jacchus ENSCJAG00000016267
carlito_syrichta ENSTSYG00000014081
prolemur_simus ENSPSMG00000011216
otolemur_garnettii ENSOGAG00000034476
ursus_americanus ENSUAMG00000020749
ailuropoda_melanoleuca ENSAMEG00000018804
neovison_vison ENSNVIG00000021174
mustela_putorius_furo ENSMPUG00000020134
canis_lupus_dingo ENSCAFG00020005579
canis_lupus_familiaris ENSCAFG00000031868
vulpes_vulpes ENSVVUG00000022923
panthera_tigris_altaica ENSPTIG00000002660
panthera_pardus ENSPPRG00000020798
felis_catus ENSFCAG00000026328
sorex_araneus ENSSARG00000002876
ovis_aries ENSOARG00000014860
capra_hircus ENSCHIG00000014520
bos_mutus ENSBMUG00000020504
bos_taurus ENSBTAG00000021357
bison_bison_bison ENSBBBG00000022116
tursiops_truncatus ENSTTRG00000005407
sus_scrofa ENSSSCG00000010503
equus_asinus_asinus ENSEASG00005011333
equus_caballus ENSECAG00000016003
ornithorhynchus_anatinus ENSOANG00000005145
latimeria_chalumnae ENSLACG00000004673
lepisosteus_oculatus ENSLOCG00000018235
paramormyrops_kingsleyae ENSPKIG00000015746
