homo_sapiens ENSG00000113212
pan_paniscus ENSPPAG00000017091
gorilla_gorilla ENSGGOG00000041339
pan_troglodytes ENSPTRG00000049066
theropithecus_gelada ENSTGEG00000026587
chlorocebus_sabaeus ENSCSAG00000012530
macaca_fascicularis ENSMFAG00000005051
colobus_angolensis_palliatus ENSCANG00000012387
cebus_capucinus ENSCCAG00000022977
saimiri_boliviensis_boliviensis ENSSBOG00000034986
callithrix_jacchus ENSCJAG00000035341
aotus_nancymaae ENSANAG00000028196
prolemur_simus ENSPSMG00000020786
propithecus_coquereli ENSPCOG00000025281
chinchilla_lanigera ENSCLAG00000011655
octodon_degus ENSODEG00000014075
cavia_porcellus ENSCPOG00000031892
cavia_aperea ENSCAPG00000002553
heterocephalus_glaber_female ENSHGLG00000017815
castor_canadensis ENSCCNG00000009895
cricetulus_griseus_chok1gshd ENSCGRG00001010500
cricetulus_griseus_crigri-picr ENSCGRG00015000253
mesocricetus_auratus ENSMAUG00000004599
peromyscus_maniculatus_bairdii ENSPEMG00000007936
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023081
mus_musculus ENSMUSG00000047033
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022171
mus_pahari MGP_PahariEiJ_G0018905
rattus_norvegicus ENSRNOG00000020054
jaculus_jaculus ENSJJAG00000004792
spermophilus_dauricus ENSSDAG00000019188
marmota_marmota_marmota ENSMMMG00000011398
urocitellus_parryii ENSUPAG00010008073
vulpes_vulpes ENSVVUG00000017405
canis_lupus_dingo ENSCAFG00020021245
ailuropoda_melanoleuca ENSAMEG00000010729
panthera_pardus ENSPPRG00000016370
felis_catus ENSFCAG00000044874
equus_asinus_asinus ENSEASG00005018118
equus_caballus ENSECAG00000001422
vicugna_pacos ENSVPAG00000009988
sus_scrofa ENSSSCG00000036961
capra_hircus ENSCHIG00000023375
ovis_aries ENSOARG00000018836
erinaceus_europaeus ENSEEUG00000007662
ochotona_princeps ENSOPRG00000015312
procavia_capensis ENSPCAG00000002850
echinops_telfairi ENSETEG00000013481
