mola_mola ENSMMOG00000004616
takifugu_rubripes ENSTRUG00000023270
labrus_bergylta ENSLBEG00000008101
gasterosteus_aculeatus ENSGACG00000014819
hippocampus_comes ENSHCOG00000008681
mastacembelus_armatus ENSMAMG00000021611
monopterus_albus ENSMALG00000017748
anabas_testudineus ENSATEG00000019972
amphiprion_percula ENSAPEG00000018136
amphiprion_ocellaris ENSAOCG00000009117
acanthochromis_polyacanthus ENSAPOG00000004054
stegastes_partitus ENSSPAG00000010365
stegastes_partitus ENSSPAG00000012280
xiphophorus_maculatus ENSXMAG00000004365
xiphophorus_couchianus ENSXCOG00000020295
gambusia_affinis ENSGAFG00000004216
poecilia_mexicana ENSPMEG00000022064
poecilia_reticulata ENSPREG00000011654
poecilia_latipinna ENSPLAG00000006846
poecilia_formosa ENSPFOG00000007172
cyprinodon_variegatus ENSCVAG00000008506
fundulus_heteroclitus ENSFHEG00000022741
oryzias_latipes ENSORLG00020014398
oryzias_latipes ENSORLG00000006012
oryzias_latipes_asm223469v1 ENSORLG00015013247
oryzias_melastigma ENSOMEG00000009830
astatotilapia_calliptera ENSACLG00000002333
pundamilia_nyererei ENSPNYG00000006031
maylandia_zebra ENSMZEG00005017548
haplochromis_burtoni ENSHBUG00000015575
oreochromis_niloticus ENSONIG00000015222
seriola_dumerili ENSSDUG00000023828
seriola_lalandi_dorsalis ENSSLDG00000001933
scophthalmus_maximus ENSSMAG00000013147
gadus_morhua ENSGMOG00000019438
esox_lucius ENSELUG00000022387
pygocentrus_nattereri ENSPNAG00000026018
astyanax_mexicanus ENSAMXG00000030692
ictalurus_punctatus ENSIPUG00000001274
danio_rerio ENSDARG00000017474
paramormyrops_kingsleyae ENSPKIG00000012910
lepisosteus_oculatus ENSLOCG00000005631
