pygocentrus_nattereri ENSPNAG00000020154
astyanax_mexicanus ENSAMXG00000011202
ictalurus_punctatus ENSIPUG00000003318
danio_rerio ENSDARG00000069376
xiphophorus_maculatus ENSXMAG00000026597
gambusia_affinis ENSGAFG00000004245
poecilia_formosa ENSPFOG00000012440
poecilia_latipinna ENSPLAG00000002926
poecilia_mexicana ENSPMEG00000016772
poecilia_reticulata ENSPREG00000011108
fundulus_heteroclitus ENSFHEG00000016957
cyprinodon_variegatus ENSCVAG00000000196
kryptolebias_marmoratus ENSKMAG00000019230
oryzias_latipes_asm223469v1 ENSORLG00015005311
oryzias_latipes ENSORLG00020008428
oryzias_latipes ENSORLG00000022957
oryzias_melastigma ENSOMEG00000013629
cynoglossus_semilaevis ENSCSEG00000004560
tetraodon_nigroviridis ENSTNIG00000012997
takifugu_rubripes ENSTRUG00000014986
mola_mola ENSMMOG00000012696
amphiprion_ocellaris ENSAOCG00000020696
amphiprion_percula ENSAPEG00000006285
acanthochromis_polyacanthus ENSAPOG00000005479
stegastes_partitus ENSSPAG00000013838
maylandia_zebra ENSMZEG00005021293
haplochromis_burtoni ENSHBUG00000019999
astatotilapia_calliptera ENSACLG00000009209
pundamilia_nyererei ENSPNYG00000021338
neolamprologus_brichardi ENSNBRG00000000738
oreochromis_niloticus ENSONIG00000009291
amphilophus_citrinellus ENSACIG00000019639
mastacembelus_armatus ENSMAMG00000000677
monopterus_albus ENSMALG00000001647
anabas_testudineus ENSATEG00000000804
seriola_dumerili ENSSDUG00000005715
seriola_lalandi_dorsalis ENSSLDG00000002823
labrus_bergylta ENSLBEG00000028479
gasterosteus_aculeatus ENSGACG00000019279
scophthalmus_maximus ENSSMAG00000006614
hippocampus_comes ENSHCOG00000010105
periophthalmus_magnuspinnatus ENSPMGG00000008207
gadus_morhua ENSGMOG00000013660
esox_lucius ENSELUG00000019536
scleropages_formosus ENSSFOG00015023134
paramormyrops_kingsleyae ENSPKIG00000006202
lepisosteus_oculatus ENSLOCG00000013961
