apteryx_owenii ENSAOWG00000012440
dromaius_novaehollandiae ENSDNVG00000005350
nothoprocta_perdicaria ENSNPEG00000012356
anser_brachyrhynchus ENSABRG00000011018
anas_platyrhynchos ENSAPLG00000023805
numida_meleagris ENSNMEG00000004462
apteryx_rowi ENSARWG00000006248
apteryx_haastii ENSAHAG00000012140
anser_brachyrhynchus ENSABRG00000011057
gallus_gallus ENSGALG00000048461
apteryx_haastii ENSAHAG00000012136
gambusia_affinis ENSGAFG00000011601
xiphophorus_maculatus ENSXMAG00000003286
fundulus_heteroclitus ENSFHEG00000013950
acanthochromis_polyacanthus ENSAPOG00000021453
clupea_harengus ENSCHAG00000012104
chrysemys_picta ENSCPBG00000013367
phascolarctos_cinereus ENSPCIG00000009433
latimeria_chalumnae ENSLACG00000005046
ictalurus_punctatus ENSIPUG00000018622
junco_hyemalis ENSJHYG00000000844
serinus_canaria ENSSCAG00000008564
cyanistes_caeruleus ENSCCEG00000012580
parus_major ENSPMJG00000011781
ficedula_albicollis ENSFALG00000014428
chrysemys_picta ENSCPBG00000019626
gopherus_agassizii ENSGAGG00000023013
pogona_vitticeps ENSPVIG00000011446
latimeria_chalumnae ENSLACG00000011291
lepisosteus_oculatus ENSLOCG00000018325
erpetoichthys_calabaricus ENSECRG00000013676
denticeps_clupeoides ENSDCDG00000035076
danio_rerio ENSDARG00000099168
gasterosteus_aculeatus ENSGACG00000016679
labrus_bergylta ENSLBEG00000014871
anabas_testudineus ENSATEG00000020158
stegastes_partitus ENSSPAG00000005859
acanthochromis_polyacanthus ENSAPOG00000023162
parambassis_ranga ENSPRNG00000026065
poecilia_reticulata ENSPREG00000010742
poecilia_formosa ENSPFOG00000020177
gadus_morhua ENSGMOG00000019957
mastacembelus_armatus ENSMAMG00000018591
tetraodon_nigroviridis ENSTNIG00000005041
poecilia_mexicana ENSPMEG00000000275
poecilia_formosa ENSPFOG00000008659
poecilia_reticulata ENSPREG00000010452
gambusia_affinis ENSGAFG00000003027
oryzias_melastigma ENSOMEG00000011818
amphiprion_percula ENSAPEG00000001461
amphiprion_ocellaris ENSAOCG00000012503
acanthochromis_polyacanthus ENSAPOG00000013660
scophthalmus_maximus ENSSMAG00000011266
cynoglossus_semilaevis ENSCSEG00000018631
lates_calcarifer ENSLCAG00010016522
gasterosteus_aculeatus ENSGACG00000001159
labrus_bergylta ENSLBEG00000015800
betta_splendens ENSBSLG00000012716
gouania_willdenowi ENSGWIG00000006656
anser_brachyrhynchus ENSABRG00000018371
anas_platyrhynchos ENSAPLG00000011628
melopsittacus_undulatus ENSMUNG00000003624
dromaius_novaehollandiae ENSDNVG00000007600
chrysemys_picta ENSCPBG00000006778
ornithorhynchus_anatinus ENSOANG00000014739
bos_taurus ENSBTAG00000046046
petromyzon_marinus ENSPMAG00000010365
ciona_intestinalis ENSCING00000004875
drosophila_melanogaster FBgn0034655
