takifugu_rubripes ENSTRUG00000014285
tetraodon_nigroviridis ENSTNIG00000013871
mola_mola ENSMMOG00000019824
oryzias_latipes_asm223469v1 ENSORLG00015014445
oryzias_latipes ENSORLG00020011099
oryzias_latipes ENSORLG00000012228
oryzias_melastigma ENSOMEG00000011601
cynoglossus_semilaevis ENSCSEG00000004242
seriola_lalandi_dorsalis ENSSLDG00000005489
seriola_dumerili ENSSDUG00000006714
scophthalmus_maximus ENSSMAG00000019936
anabas_testudineus ENSATEG00000008970
mastacembelus_armatus ENSMAMG00000016815
maylandia_zebra ENSMZEG00005022034
astatotilapia_calliptera ENSACLG00000001392
pundamilia_nyererei ENSPNYG00000014292
neolamprologus_brichardi ENSNBRG00000003903
oreochromis_niloticus ENSONIG00000014164
amphilophus_citrinellus ENSACIG00000022348
poecilia_mexicana ENSPMEG00000006234
poecilia_formosa ENSPFOG00000015776
poecilia_latipinna ENSPLAG00000021355
poecilia_reticulata ENSPREG00000008514
xiphophorus_maculatus ENSXMAG00000011465
xiphophorus_couchianus ENSXCOG00000018786
gambusia_affinis ENSGAFG00000021233
fundulus_heteroclitus ENSFHEG00000012660
cyprinodon_variegatus ENSCVAG00000018343
kryptolebias_marmoratus ENSKMAG00000001512
amphiprion_ocellaris ENSAOCG00000002981
amphiprion_percula ENSAPEG00000006667
acanthochromis_polyacanthus ENSAPOG00000005911
stegastes_partitus ENSSPAG00000020132
labrus_bergylta ENSLBEG00000018412
labrus_bergylta ENSLBEG00000027517
gasterosteus_aculeatus ENSGACG00000002912
periophthalmus_magnuspinnatus ENSPMGG00000010352
gadus_morhua ENSGMOG00000012569
esox_lucius ENSELUG00000020190
pygocentrus_nattereri ENSPNAG00000001341
astyanax_mexicanus ENSAMXG00000005351
danio_rerio ENSDARG00000069853
paramormyrops_kingsleyae ENSPKIG00000012396
scleropages_formosus ENSSFOG00015010960
lepisosteus_oculatus ENSLOCG00000001434
castor_canadensis ENSCCNG00000018659
dipodomys_ordii ENSDORG00000013557
mus_musculus ENSMUSG00000058407
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014060
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014864
mus_spicilegus ENSMSIG00000006615
mus_pahari MGP_PahariEiJ_G0027307
rattus_norvegicus ENSRNOG00000018593
meriones_unguiculatus ENSMUGG00000013850
cricetulus_griseus_chok1gshd ENSCGRG00001009957
cricetulus_griseus_crigri-picr ENSCGRG00015012142
cricetulus_griseus_crigri ENSCGRG00000002286
mesocricetus_auratus ENSMAUG00000013397
cricetulus_griseus_crigri ENSCGRG00000000092
cricetulus_griseus_chok1gshd ENSCGRG00001006211
microtus_ochrogaster ENSMOCG00000009394
peromyscus_maniculatus_bairdii ENSPEMG00000014087
nannospalax_galili ENSNGAG00000003342
jaculus_jaculus ENSJJAG00000021906
heterocephalus_glaber_female ENSHGLG00000017821
heterocephalus_glaber_male ENSHGLG00100017586
cavia_porcellus ENSCPOG00000035803
chinchilla_lanigera ENSCLAG00000006644
urocitellus_parryii ENSUPAG00010004959
spermophilus_dauricus ENSSDAG00000013068
ictidomys_tridecemlineatus ENSSTOG00000014270
marmota_marmota_marmota ENSMMMG00000019802
oryctolagus_cuniculus ENSOCUG00000016129
oryctolagus_cuniculus ENSOCUG00000021288
ochotona_princeps ENSOPRG00000007354
tupaia_belangeri ENSTBEG00000008930
prolemur_simus ENSPSMG00000019336
prolemur_simus ENSPSMG00000015369
microcebus_murinus ENSMICG00000015951
microcebus_murinus ENSMICG00000037213
propithecus_coquereli ENSPCOG00000021836
otolemur_garnettii ENSOGAG00000013234
cebus_capucinus ENSCCAG00000020902
callithrix_jacchus ENSCJAG00000009936
saimiri_boliviensis_boliviensis ENSSBOG00000026736
aotus_nancymaae ENSANAG00000035961
pan_troglodytes ENSPTRG00000012278
pan_paniscus ENSPPAG00000039478
gorilla_gorilla ENSGGOG00000024615
homo_sapiens ENSG00000115514
nomascus_leucogenys ENSNLEG00000014159
pan_paniscus ENSPPAG00000040689
pan_troglodytes ENSPTRG00000046323
pongo_abelii ENSPPYG00000014747
colobus_angolensis_palliatus ENSCANG00000043336
rhinopithecus_roxellana ENSRROG00000042139
piliocolobus_tephrosceles ENSPTEG00000022540
macaca_nemestrina ENSMNEG00000043080
macaca_mulatta ENSMMUG00000018947
macaca_fascicularis ENSMFAG00000032607
theropithecus_gelada ENSTGEG00000007563
papio_anubis ENSPANG00000020436
cercocebus_atys ENSCATG00000017979
mandrillus_leucophaeus ENSMLEG00000039121
chlorocebus_sabaeus ENSCSAG00000017212
carlito_syrichta ENSTSYG00000033216
equus_asinus_asinus ENSEASG00005018267
equus_caballus ENSECAG00000003510
pteropus_vampyrus ENSPVAG00000006591
ursus_maritimus ENSUMAG00000008898
ursus_americanus ENSUAMG00000015560
ailuropoda_melanoleuca ENSAMEG00000013310
canis_lupus_dingo ENSCAFG00020024954
canis_lupus_familiaris ENSCAFG00000002287
vulpes_vulpes ENSVVUG00000028706
neovison_vison ENSNVIG00000018703
mustela_putorius_furo ENSMPUG00000012065
panthera_tigris_altaica ENSPTIG00000021915
panthera_pardus ENSPPRG00000009926
felis_catus ENSFCAG00000013179
ovis_aries ENSOARG00000013417
capra_hircus ENSCHIG00000022552
bos_taurus ENSBTAG00000004544
bos_mutus ENSBMUG00000001583
