eptatretus_burgeri ENSEBUG00000013533
petromyzon_marinus ENSPMAG00000009470
chelonoidis_abingdonii ENSCABG00000014618
pelodiscus_sinensis ENSPSIG00000002987
crocodylus_porosus ENSCPRG00005004209
nothoprocta_perdicaria ENSNPEG00000015972
dromaius_novaehollandiae ENSDNVG00000001655
zonotrichia_albicollis ENSZALG00000004935
gopherus_agassizii ENSGAGG00000018743
lonchura_striata_domestica ENSLSDG00000011476
taeniopygia_guttata ENSTGUG00000014787
parus_major ENSPMJG00000007502
cyanistes_caeruleus ENSCCEG00000001778
ficedula_albicollis ENSFALG00000011208
serinus_canaria ENSSCAG00000013333
junco_hyemalis ENSJHYG00000010119
lepidothrix_coronata ENSLCOG00000001722
manacus_vitellinus ENSMVIG00005010707
calidris_pugnax ENSCPUG00000017680
calidris_pygmaea ENSCPGG00000013579
melopsittacus_undulatus ENSMUNG00000006727
meleagris_gallopavo ENSMGAG00000014075
coturnix_japonica ENSCJPG00005011918
gallus_gallus ENSGALG00000032468
numida_meleagris ENSNMEG00000006970
anas_platyrhynchos_platyrhynchos ENSAPLG00000006053
anser_brachyrhynchus ENSABRG00000007649
apteryx_haastii ENSAHAG00000007491
apteryx_rowi ENSARWG00000001915
apteryx_owenii ENSAOWG00000010431
sphenodon_punctatus ENSSPUG00000000574
pogona_vitticeps ENSPVIG00000013167
notechis_scutatus ENSNSUG00000005589
salvator_merianae ENSSMRG00000013416
saimiri_boliviensis_boliviensis ENSSBOG00000028607
cebus_capucinus ENSCCAG00000037125
callithrix_jacchus ENSCJAG00000001001
aotus_nancymaae ENSANAG00000025182
pan_paniscus ENSPPAG00000042481
pan_troglodytes ENSPTRG00000011766
homo_sapiens ENSG00000115234
gorilla_gorilla ENSGGOG00000010987
pongo_abelii ENSPPYG00000012549
nomascus_leucogenys ENSNLEG00000003386
macaca_mulatta ENSMMUG00000008288
macaca_nemestrina ENSMNEG00000002983
macaca_fascicularis ENSMFAG00000040180
mandrillus_leucophaeus ENSMLEG00000032152
cercocebus_atys ENSCATG00000038718
papio_anubis ENSPANG00000016957
theropithecus_gelada ENSTGEG00000023723
chlorocebus_sabaeus ENSCSAG00000009856
rhinopithecus_bieti ENSRBIG00000018023
rhinopithecus_roxellana ENSRROG00000030978
piliocolobus_tephrosceles ENSPTEG00000005617
colobus_angolensis_palliatus ENSCANG00000040795
carlito_syrichta ENSTSYG00000026418
otolemur_garnettii ENSOGAG00000012352
echinops_telfairi ENSETEG00000008326
vicugna_pacos ENSVPAG00000001985
capra_hircus ENSCHIG00000006974
chinchilla_lanigera ENSCLAG00000011730
octodon_degus ENSODEG00000006172
cavia_porcellus ENSCPOG00000007749
heterocephalus_glaber_male ENSHGLG00100005743
heterocephalus_glaber_female ENSHGLG00000008791
fukomys_damarensis ENSFDAG00000013586
ictidomys_tridecemlineatus ENSSTOG00000011374
spermophilus_dauricus ENSSDAG00000024773
urocitellus_parryii ENSUPAG00010006175
marmota_marmota_marmota ENSMMMG00000020521
dipodomys_ordii ENSDORG00000006780
castor_canadensis ENSCCNG00000003828
nannospalax_galili ENSNGAG00000010666
rattus_norvegicus ENSRNOG00000026884
ochotona_princeps ENSOPRG00000010807
prolemur_simus ENSPSMG00000002256
propithecus_coquereli ENSPCOG00000006060
microcebus_murinus ENSMICG00000015870
tupaia_belangeri ENSTBEG00000013324
octodon_degus ENSODEG00000011527
cavia_aperea ENSCAPG00000016043
ursus_maritimus ENSUMAG00000020342
echinops_telfairi ENSETEG00000019214
ursus_americanus ENSUAMG00000007045
ailuropoda_melanoleuca ENSAMEG00000001474
neovison_vison ENSNVIG00000016572
mustela_putorius_furo ENSMPUG00000009764
canis_lupus_familiaris ENSCAFG00000004899
canis_lupus_dingo ENSCAFG00020024256
