paramormyrops_kingsleyae ENSPKIG00000007648
scleropages_formosus ENSSFOG00015014992
scophthalmus_maximus ENSSMAG00000001964
cynoglossus_semilaevis ENSCSEG00000003537
seriola_dumerili ENSSDUG00000007311
seriola_lalandi_dorsalis ENSSLDG00000025169
monopterus_albus ENSMALG00000014149
mastacembelus_armatus ENSMAMG00000001748
anabas_testudineus ENSATEG00000001841
gasterosteus_aculeatus ENSGACG00000000729
labrus_bergylta ENSLBEG00000019137
xiphophorus_couchianus ENSXCOG00000019686
xiphophorus_maculatus ENSXMAG00000002003
gambusia_affinis ENSGAFG00000021738
poecilia_latipinna ENSPLAG00000015650
poecilia_mexicana ENSPMEG00000020579
poecilia_formosa ENSPFOG00000001515
poecilia_reticulata ENSPREG00000012803
fundulus_heteroclitus ENSFHEG00000008212
cyprinodon_variegatus ENSCVAG00000001281
kryptolebias_marmoratus ENSKMAG00000019397
oryzias_latipes_asm223469v1 ENSORLG00015001298
oryzias_latipes ENSORLG00020005150
oryzias_latipes ENSORLG00000001566
oryzias_melastigma ENSOMEG00000009463
amphiprion_percula ENSAPEG00000016212
amphiprion_ocellaris ENSAOCG00000007510
acanthochromis_polyacanthus ENSAPOG00000015316
stegastes_partitus ENSSPAG00000012674
maylandia_zebra ENSMZEG00005008595
pundamilia_nyererei ENSPNYG00000001744
astatotilapia_calliptera ENSACLG00000025097
haplochromis_burtoni ENSHBUG00000008154
neolamprologus_brichardi ENSNBRG00000016978
oreochromis_niloticus ENSONIG00000019066
amphilophus_citrinellus ENSACIG00000023051
mola_mola ENSMMOG00000021837
takifugu_rubripes ENSTRUG00000020012
periophthalmus_magnuspinnatus ENSPMGG00000008146
hippocampus_comes ENSHCOG00000003667
gadus_morhua ENSGMOG00000007564
esox_lucius ENSELUG00000016028
astyanax_mexicanus ENSAMXG00000037368
pygocentrus_nattereri ENSPNAG00000020084
ictalurus_punctatus ENSIPUG00000003401
danio_rerio ENSDARG00000039162
lepisosteus_oculatus ENSLOCG00000007682
latimeria_chalumnae ENSLACG00000018988
eptatretus_burgeri ENSEBUG00000003784
petromyzon_marinus ENSPMAG00000009313
ciona_intestinalis ENSCING00000002194
drosophila_melanogaster FBgn0041191
saccharomyces_cerevisiae YCR027C
