notamacropus_eugenii ENSMEUG00000011304
phascolarctos_cinereus ENSPCIG00000029756
sarcophilus_harrisii ENSSHAG00000015214
monodelphis_domestica ENSMODG00000008417
pan_troglodytes ENSPTRG00000002129
pan_troglodytes ENSPTRG00000048786
pan_paniscus ENSPPAG00000031651
homo_sapiens ENSG00000054267
gorilla_gorilla ENSGGOG00000022080
pongo_abelii ENSPPYG00000000098
nomascus_leucogenys ENSNLEG00000002665
piliocolobus_tephrosceles ENSPTEG00000036189
colobus_angolensis_palliatus ENSCANG00000027498
rhinopithecus_roxellana ENSRROG00000045203
rhinopithecus_bieti ENSRBIG00000042029
macaca_fascicularis ENSMFAG00000044016
macaca_mulatta ENSMMUG00000007141
macaca_nemestrina ENSMNEG00000014840
theropithecus_gelada ENSTGEG00000013159
papio_anubis ENSPANG00000013611
cercocebus_atys ENSCATG00000042166
mandrillus_leucophaeus ENSMLEG00000033583
chlorocebus_sabaeus ENSCSAG00000010069
cebus_capucinus ENSCCAG00000021520
callithrix_jacchus ENSCJAG00000018055
saimiri_boliviensis_boliviensis ENSSBOG00000020196
aotus_nancymaae ENSANAG00000038088
carlito_syrichta ENSTSYG00000010028
prolemur_simus ENSPSMG00000023485
propithecus_coquereli ENSPCOG00000024328
microcebus_murinus ENSMICG00000016358
otolemur_garnettii ENSOGAG00000012476
castor_canadensis ENSCCNG00000012992
dipodomys_ordii ENSDORG00000006422
cricetulus_griseus_crigri ENSCGRG00000004910
cricetulus_griseus_crigri-picr ENSCGRG00015009348
cricetulus_griseus_chok1gshd ENSCGRG00001014397
mesocricetus_auratus ENSMAUG00000012797
peromyscus_maniculatus_bairdii ENSPEMG00000023491
microtus_ochrogaster ENSMOCG00000007240
mus_spicilegus ENSMSIG00000017230
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019094
mus_musculus ENSMUSG00000039219
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018236
mus_pahari MGP_PahariEiJ_G0019286
rattus_norvegicus ENSRNOG00000016391
rattus_norvegicus ENSRNOG00000049751
meriones_unguiculatus ENSMUGG00000012294
nannospalax_galili ENSNGAG00000014629
jaculus_jaculus ENSJJAG00000021368
spermophilus_dauricus ENSSDAG00000003831
urocitellus_parryii ENSUPAG00010021312
ictidomys_tridecemlineatus ENSSTOG00000002810
marmota_marmota_marmota ENSMMMG00000016179
chinchilla_lanigera ENSCLAG00000003255
octodon_degus ENSODEG00000005373
cavia_porcellus ENSCPOG00000034766
cavia_aperea ENSCAPG00000000226
heterocephalus_glaber_female ENSHGLG00000012546
heterocephalus_glaber_male ENSHGLG00100015436
fukomys_damarensis ENSFDAG00000014194
oryctolagus_cuniculus ENSOCUG00000006605
ochotona_princeps ENSOPRG00000013949
sorex_araneus ENSSARG00000011948
erinaceus_europaeus ENSEEUG00000005378
equus_caballus ENSECAG00000017836
equus_asinus_asinus ENSEASG00005000677
bos_mutus ENSBMUG00000002695
bos_taurus ENSBTAG00000000222
bison_bison_bison ENSBBBG00000012082
capra_hircus ENSCHIG00000020742
ovis_aries ENSOARG00000003481
tursiops_truncatus ENSTTRG00000002228
sus_scrofa ENSSSCG00000010156
pteropus_vampyrus ENSPVAG00000015159
myotis_lucifugus ENSMLUG00000016232
vicugna_pacos ENSVPAG00000006841
tupaia_belangeri ENSTBEG00000003961
ursus_maritimus ENSUMAG00000006905
ursus_americanus ENSUAMG00000011047
ailuropoda_melanoleuca ENSAMEG00000008801
neovison_vison ENSNVIG00000007256
mustela_putorius_furo ENSMPUG00000002906
canis_lupus_dingo ENSCAFG00020027130
vulpes_vulpes ENSVVUG00000008154
canis_lupus_familiaris ENSCAFG00000011439
panthera_tigris_altaica ENSPTIG00000012520
panthera_pardus ENSPPRG00000013739
felis_catus ENSFCAG00000030096
dasypus_novemcinctus ENSDNOG00000005711
choloepus_hoffmanni ENSCHOG00000001152
procavia_capensis ENSPCAG00000003915
echinops_telfairi ENSETEG00000005596
loxodonta_africana ENSLAFG00000014295
ornithorhynchus_anatinus ENSOANG00000021731
ornithorhynchus_anatinus ENSOANG00000001208
anser_brachyrhynchus ENSABRG00000003096
anas_platyrhynchos_platyrhynchos ENSAPLG00000004422
gallus_gallus ENSGALG00000034003
coturnix_japonica ENSCJPG00005001975
meleagris_gallopavo ENSMGAG00000011896
numida_meleagris ENSNMEG00000017570
manacus_vitellinus ENSMVIG00005015071
lepidothrix_coronata ENSLCOG00000006970
zonotrichia_albicollis ENSZALG00000015873
junco_hyemalis ENSJHYG00000009233
ficedula_albicollis ENSFALG00000013548
cyanistes_caeruleus ENSCCEG00000020687
parus_major ENSPMJG00000003910
lonchura_striata_domestica ENSLSDG00000016215
taeniopygia_guttata ENSTGUG00000010246
serinus_canaria ENSSCAG00000003968
calidris_pugnax ENSCPUG00000011807
calidris_pygmaea ENSCPGG00000002297
melopsittacus_undulatus ENSMUNG00000016790
apteryx_owenii ENSAOWG00000017134
apteryx_rowi ENSARWG00000013587
apteryx_haastii ENSAHAG00000003964
dromaius_novaehollandiae ENSDNVG00000002886
nothoprocta_perdicaria ENSNPEG00000005667
crocodylus_porosus ENSCPRG00005016688
chrysemys_picta_bellii ENSCPBG00000004501
gopherus_agassizii ENSGAGG00000020544
pelodiscus_sinensis ENSPSIG00000011632
pogona_vitticeps ENSPVIG00000018294
anolis_carolinensis ENSACAG00000001289
notechis_scutatus ENSNSUG00000000258
salvator_merianae ENSSMRG00000021881
sphenodon_punctatus ENSSPUG00000015466
xenopus_tropicalis ENSXETG00000024651
periophthalmus_magnuspinnatus ENSPMGG00000001571
periophthalmus_magnuspinnatus ENSPMGG00000001596
amphiprion_percula ENSAPEG00000001329
gambusia_affinis ENSGAFG00000005172
takifugu_rubripes ENSTRUG00000002893
tetraodon_nigroviridis ENSTNIG00000016655
gasterosteus_aculeatus ENSGACG00000004298
poecilia_latipinna ENSPLAG00000010554
poecilia_formosa ENSPFOG00000019430
poecilia_reticulata ENSPREG00000007996
poecilia_mexicana ENSPMEG00000003093
xiphophorus_maculatus ENSXMAG00000006538
cyprinodon_variegatus ENSCVAG00000003244
fundulus_heteroclitus ENSFHEG00000003798
kryptolebias_marmoratus ENSKMAG00000010987
oryzias_latipes ENSORLG00000012510
oryzias_latipes ENSORLG00020013988
oryzias_latipes_asm223469v1 ENSORLG00015022835
oryzias_melastigma ENSOMEG00000000521
scophthalmus_maximus ENSSMAG00000010430
cynoglossus_semilaevis ENSCSEG00000012928
monopterus_albus ENSMALG00000005205
seriola_lalandi_dorsalis ENSSLDG00000024836
seriola_dumerili ENSSDUG00000003019
mastacembelus_armatus ENSMAMG00000017134
amphiprion_ocellaris ENSAOCG00000003330
amphiprion_percula ENSAPEG00000024018
acanthochromis_polyacanthus ENSAPOG00000010823
stegastes_partitus ENSSPAG00000007358
maylandia_zebra ENSMZEG00005009879
haplochromis_burtoni ENSHBUG00000020369
astatotilapia_calliptera ENSACLG00000023521
pundamilia_nyererei ENSPNYG00000013988
neolamprologus_brichardi ENSNBRG00000019684
oreochromis_niloticus ENSONIG00000010098
amphilophus_citrinellus ENSACIG00000006313
anabas_testudineus ENSATEG00000014930
mola_mola ENSMMOG00000000561
hippocampus_comes ENSHCOG00000010376
labrus_bergylta ENSLBEG00000008950
takifugu_rubripes ENSTRUG00000023914
gadus_morhua ENSGMOG00000018747
esox_lucius ENSELUG00000018441
pygocentrus_nattereri ENSPNAG00000000523
astyanax_mexicanus ENSAMXG00000003657
ictalurus_punctatus ENSIPUG00000014234
danio_rerio ENSDARG00000090656
paramormyrops_kingsleyae ENSPKIG00000023938
scleropages_formosus ENSSFOG00015008923
paramormyrops_kingsleyae ENSPKIG00000009248
paramormyrops_kingsleyae ENSPKIG00000023926
scleropages_formosus ENSSFOG00015000132
scleropages_formosus ENSSFOG00015008912
lepisosteus_oculatus ENSLOCG00000015899
eptatretus_burgeri ENSEBUG00000011726
eptatretus_burgeri ENSEBUG00000008501
