poecilia_formosa ENSPFOG00000017236
poecilia_latipinna ENSPLAG00000010669
xiphophorus_couchianus ENSXCOG00000002695
oryzias_latipes_asm223469v1 ENSORLG00015007704
haplochromis_burtoni ENSHBUG00000003457
pundamilia_nyererei ENSPNYG00000009500
neolamprologus_brichardi ENSNBRG00000016934
amphiprion_ocellaris ENSAOCG00000014795
seriola_lalandi_dorsalis ENSSLDG00000014855
seriola_lalandi_dorsalis ENSSLDG00000022041
monopterus_albus ENSMALG00000021237
mola_mola ENSMMOG00000019239
takifugu_rubripes ENSTRUG00000024881
gasterosteus_aculeatus ENSGACG00000002040
gadus_morhua ENSGMOG00000017921
esox_lucius ENSELUG00000017018
paramormyrops_kingsleyae ENSPKIG00000006342
felis_catus ENSFCAG00000040058
phascolarctos_cinereus ENSPCIG00000029410
petromyzon_marinus ENSPMAG00000001578
