clupea_harengus ENSCHAG00000026746
denticeps_clupeoides ENSDCDG00000028997
electrophorus_electricus ENSEEEG00000011194
ictalurus_punctatus ENSIPUG00000008295
astyanax_mexicanus ENSAMXG00005009945
astyanax_mexicanus ENSAMXG00000042419
pygocentrus_nattereri ENSPNAG00000003227
danio_rerio ENSDARG00000014462
tetraodon_nigroviridis ENSTNIG00000017594
takifugu_rubripes ENSTRUG00000013469
gouania_willdenowi ENSGWIG00000007391
betta_splendens ENSBSLG00000009599
lates_calcarifer ENSLCAG00010002022
scophthalmus_maximus ENSSMAG00000001567
seriola_dumerili ENSSDUG00000000203
seriola_lalandi ENSSLDG00000020731
mastacembelus_armatus ENSMAMG00000000441
monopterus_albus ENSMALG00000016151
anabas_testudineus ENSATEG00000016038
cynoglossus_semilaevis ENSCSEG00000016992
cynoglossus_semilaevis ENSCSEG00000014112
amphiprion_percula ENSAPEG00000004374
amphiprion_ocellaris ENSAOCG00000012874
acanthochromis_polyacanthus ENSAPOG00000003729
stegastes_partitus ENSSPAG00000021817
stegastes_partitus ENSSPAG00000000746
parambassis_ranga ENSPRNG00000021566
fundulus_heteroclitus ENSFHEG00000016876
cyprinodon_variegatus ENSCVAG00000011226
poecilia_formosa ENSPFOG00000019193
poecilia_latipinna ENSPLAG00000019330
poecilia_mexicana ENSPMEG00000008878
poecilia_reticulata ENSPREG00000017922
xiphophorus_maculatus ENSXMAG00000022499
xiphophorus_couchianus ENSXCOG00000005261
gambusia_affinis ENSGAFG00000013270
kryptolebias_marmoratus ENSKMAG00000014811
oryzias_latipes ENSORLG00015009391
oryzias_latipes ENSORLG00000004659
oryzias_latipes ENSORLG00020020854
oryzias_melastigma ENSOMEG00000022804
astatotilapia_calliptera ENSACLG00000016378
pundamilia_nyererei ENSPNYG00000009690
haplochromis_burtoni ENSHBUG00000011855
maylandia_zebra ENSMZEG00005005927
neolamprologus_brichardi ENSNBRG00000013139
oreochromis_niloticus ENSONIG00000015093
amphilophus_citrinellus ENSACIG00000002628
cottoperca_gobio ENSCGOG00000016290
gasterosteus_aculeatus ENSGACG00000007201
mola_mola ENSMMOG00000000362
labrus_bergylta ENSLBEG00000016891
larimichthys_crocea ENSLCRG00005016112
hippocampus_comes ENSHCOG00000017745
periophthalmus_magnuspinnatus ENSPMGG00000012854
gadus_morhua ENSGMOG00000007854
hucho_hucho ENSHHUG00000039489
hucho_hucho ENSHHUG00000009490
esox_lucius ENSELUG00000010859
pygocentrus_nattereri ENSPNAG00000014471
astyanax_mexicanus ENSAMXG00000019726
ictalurus_punctatus ENSIPUG00000015331
electrophorus_electricus ENSEEEG00000000027
denticeps_clupeoides ENSDCDG00000000615
hucho_hucho ENSHHUG00000050327
esox_lucius ENSELUG00000018324
scleropages_formosus ENSSFOG00015007578
paramormyrops_kingsleyae ENSPKIG00000018618
lepisosteus_oculatus ENSLOCG00000007639
erpetoichthys_calabaricus ENSECRG00000008150
anolis_carolinensis ENSACAG00000025799
anolis_carolinensis ENSACAG00000009287
pogona_vitticeps ENSPVIG00000001174
notechis_scutatus ENSNSUG00000003194
salvator_merianae ENSSMRG00000018949
sphenodon_punctatus ENSSPUG00000001747
apteryx_owenii ENSAOWG00000018901
apteryx_haastii ENSAHAG00000013368
apteryx_rowi ENSARWG00000002807
dromaius_novaehollandiae ENSDNVG00000017137
nothoprocta_perdicaria ENSNPEG00000000241
anser_brachyrhynchus ENSABRG00000021239
anas_platyrhynchos ENSAPLG00000005718
gallus_gallus ENSGALG00000014726
coturnix_japonica ENSCJPG00005001524
numida_meleagris ENSNMEG00000006862
calidris_pugnax ENSCPUG00000014964
calidris_pygmaea ENSCPGG00000010556
taeniopygia_guttata ENSTGUG00000002626
lonchura_striata ENSLSDG00000017240
serinus_canaria ENSSCAG00000009572
cyanistes_caeruleus ENSCCEG00000016374
ficedula_albicollis ENSFALG00000010998
manacus_vitellinus ENSMVIG00005016420
lepidothrix_coronata ENSLCOG00000007811
melopsittacus_undulatus ENSMUNG00000013399
crocodylus_porosus ENSCPRG00005017051
chelonoidis_abingdonii ENSCABG00000021273
gopherus_agassizii ENSGAGG00000014725
chrysemys_picta ENSCPBG00000005526
pelodiscus_sinensis ENSPSIG00000006731
phascolarctos_cinereus ENSPCIG00000014073
vombatus_ursinus ENSVURG00010021015
notamacropus_eugenii ENSMEUG00000005236
sarcophilus_harrisii ENSSHAG00000015762
monodelphis_domestica ENSMODG00000019566
ovis_aries ENSOARG00000007225
capra_hircus ENSCHIG00000000529
bos_mutus ENSBMUG00000004938
bos_indicus ENSBIXG00000015154
bos_taurus ENSBTAG00000007306
bos_indicus ENSBIXG00005005703
bison_bison ENSBBBG00000007173
tursiops_truncatus ENSTTRG00000011668
sus_scrofa ENSSSCG00000031796
vicugna_pacos ENSVPAG00000006645
equus_caballus ENSECAG00000000245
equus_asinus ENSEASG00005011894
neovison_vison ENSNVIG00000008595
mustela_putorius ENSMPUG00000007411
ursus_maritimus ENSUMAG00000009017
ailuropoda_melanoleuca ENSAMEG00000003602
canis_lupus ENSCAFG00000007008
canis_lupus ENSCAFG00020023917
vulpes_vulpes ENSVVUG00000021713
panthera_pardus ENSPPRG00000015469
panthera_tigris ENSPTIG00000020174
felis_catus ENSFCAG00000002193
pteropus_vampyrus ENSPVAG00000001793
theropithecus_gelada ENSTGEG00000014596
chlorocebus_sabaeus ENSCSAG00000016140
macaca_nemestrina ENSMNEG00000029967
macaca_fascicularis ENSMFAG00000002574
macaca_mulatta ENSMMUG00000005181
mandrillus_leucophaeus ENSMLEG00000030130
cercocebus_atys ENSCATG00000031226
papio_anubis ENSPANG00000024797
colobus_angolensis ENSCANG00000039126
piliocolobus_tephrosceles ENSPTEG00000017885
rhinopithecus_bieti ENSRBIG00000043383
rhinopithecus_roxellana ENSRROG00000030997
pan_troglodytes ENSPTRG00000016898
pan_paniscus ENSPPAG00000003265
gorilla_gorilla ENSGGOG00000013532
homo_sapiens ENSG00000152932
pongo_abelii ENSPPYG00000015485
nomascus_leucogenys ENSNLEG00000002575
cebus_capucinus ENSCCAG00000036806
saimiri_boliviensis ENSSBOG00000023235
callithrix_jacchus ENSCJAG00000015195
aotus_nancymaae ENSANAG00000027883
carlito_syrichta ENSTSYG00000007196
propithecus_coquereli ENSPCOG00000013409
prolemur_simus ENSPSMG00000016427
microcebus_murinus ENSMICG00000002783
otolemur_garnettii ENSOGAG00000014467
oryctolagus_cuniculus ENSOCUG00000024992
ochotona_princeps ENSOPRG00000003934
tupaia_belangeri ENSTBEG00000016603
cricetulus_griseus ENSCGRG00001020977
cricetulus_griseus ENSCGRG00000013370
cricetulus_griseus ENSCGRG00015001812
mesocricetus_auratus ENSMAUG00000012132
microtus_ochrogaster ENSMOCG00000015265
peromyscus_maniculatus ENSPEMG00000022520
mus_musculus ENSMUSG00000021700
mus_spicilegus ENSMSIG00000015958
mus_spretus MGP_SPRETEiJ_G0019761
mus_caroli MGP_CAROLIEiJ_G0018882
mus_pahari MGP_PahariEiJ_G0015953
rattus_norvegicus ENSRNOG00000011623
nannospalax_galili ENSNGAG00000001221
jaculus_jaculus ENSJJAG00000000669
dipodomys_ordii ENSDORG00000026450
heterocephalus_glaber ENSHGLG00100018396
heterocephalus_glaber ENSHGLG00000004380
fukomys_damarensis ENSFDAG00000008601
chinchilla_lanigera ENSCLAG00000007246
octodon_degus ENSODEG00000016836
cavia_porcellus ENSCPOG00000001394
cavia_aperea ENSCAPG00000014741
spermophilus_dauricus ENSSDAG00000015313
urocitellus_parryii ENSUPAG00010004466
ictidomys_tridecemlineatus ENSSTOG00000005011
marmota_marmota ENSMMMG00000008316
choloepus_hoffmanni ENSCHOG00000000747
dasypus_novemcinctus ENSDNOG00000025047
loxodonta_africana ENSLAFG00000000299
sorex_araneus ENSSARG00000008114
erinaceus_europaeus ENSEEUG00000006843
echinops_telfairi ENSETEG00000000097
procavia_capensis ENSPCAG00000005933
castor_canadensis ENSCCNG00000006262
parus_major ENSPMJG00000016080
zonotrichia_albicollis ENSZALG00000011575
ursus_americanus ENSUAMG00000020921
castor_canadensis ENSCCNG00000014772
meleagris_gallopavo ENSMGAG00000015991
sphenodon_punctatus ENSSPUG00000000378
ornithorhynchus_anatinus ENSOANG00000008654
meriones_unguiculatus ENSMUGG00000002327
xenopus_tropicalis ENSXETG00000020228
latimeria_chalumnae ENSLACG00000017812
callorhinchus_milii ENSCMIG00000019299
myotis_lucifugus ENSMLUG00000025791
myotis_lucifugus ENSMLUG00000005732
petromyzon_marinus ENSPMAG00000008751
