anas_platyrhynchos_platyrhynchos ENSAPLG00000020234
anser_brachyrhynchus ENSABRG00000002615
gallus_gallus ENSGALG00000026499
meleagris_gallopavo ENSMGAG00000001315
numida_meleagris ENSNMEG00000004826
zonotrichia_albicollis ENSZALG00000013380
junco_hyemalis ENSJHYG00000014509
serinus_canaria ENSSCAG00000002670
lonchura_striata_domestica ENSLSDG00000004100
ficedula_albicollis ENSFALG00000009801
cyanistes_caeruleus ENSCCEG00000005057
lepidothrix_coronata ENSLCOG00000003892
melopsittacus_undulatus ENSMUNG00000015672
calidris_pygmaea ENSCPGG00000007138
nothoprocta_perdicaria ENSNPEG00000005648
chelonoidis_abingdonii ENSCABG00000017854
salvator_merianae ENSSMRG00000000411
notechis_scutatus ENSNSUG00000017633
phascolarctos_cinereus ENSPCIG00000028295
notamacropus_eugenii ENSMEUG00000001495
monodelphis_domestica ENSMODG00000006096
sarcophilus_harrisii ENSSHAG00000004820
neovison_vison ENSNVIG00000005196
mustela_putorius_furo ENSMPUG00000006800
ursus_americanus ENSUAMG00000007873
ursus_maritimus ENSUMAG00000024162
ailuropoda_melanoleuca ENSAMEG00000009756
canis_lupus_dingo ENSCAFG00020008391
canis_lupus_familiaris ENSCAFG00000019599
vulpes_vulpes ENSVVUG00000026379
panthera_tigris_altaica ENSPTIG00000015666
panthera_pardus ENSPPRG00000022712
felis_catus ENSFCAG00000018438
equus_caballus ENSECAG00000019148
equus_asinus_asinus ENSEASG00005021308
bos_mutus ENSBMUG00000000844
bos_taurus ENSBTAG00000006519
bison_bison_bison ENSBBBG00000019644
capra_hircus ENSCHIG00000010592
ovis_aries ENSOARG00000012170
sus_scrofa ENSSSCG00000040001
tursiops_truncatus ENSTTRG00000006325
pan_troglodytes ENSPTRG00000034540
pan_paniscus ENSPPAG00000037123
homo_sapiens ENSG00000215788
gorilla_gorilla ENSGGOG00000026356
nomascus_leucogenys ENSNLEG00000036197
pongo_abelii ENSPPYG00000001942
rhinopithecus_bieti ENSRBIG00000013873
rhinopithecus_roxellana ENSRROG00000042544
piliocolobus_tephrosceles ENSPTEG00000011360
colobus_angolensis_palliatus ENSCANG00000029212
macaca_fascicularis ENSMFAG00000037801
macaca_nemestrina ENSMNEG00000044803
macaca_mulatta ENSMMUG00000023677
cercocebus_atys ENSCATG00000045230
mandrillus_leucophaeus ENSMLEG00000027794
theropithecus_gelada ENSTGEG00000015643
papio_anubis ENSPANG00000015729
chlorocebus_sabaeus ENSCSAG00000000742
cebus_capucinus ENSCCAG00000023171
callithrix_jacchus ENSCJAG00000000177
saimiri_boliviensis_boliviensis ENSSBOG00000029879
aotus_nancymaae ENSANAG00000026681
carlito_syrichta ENSTSYG00000010414
prolemur_simus ENSPSMG00000023029
microcebus_murinus ENSMICG00000038731
propithecus_coquereli ENSPCOG00000018243
otolemur_garnettii ENSOGAG00000028184
castor_canadensis ENSCCNG00000015897
castor_canadensis ENSCCNG00000015895
fukomys_damarensis ENSFDAG00000010573
heterocephalus_glaber_female ENSHGLG00000008322
cavia_porcellus ENSCPOG00000019548
cavia_aperea ENSCAPG00000002509
octodon_degus ENSODEG00000010638
chinchilla_lanigera ENSCLAG00000007424
mus_musculus ENSMUSG00000024793
mus_spicilegus ENSMSIG00000012489
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027841
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026848
mus_pahari MGP_PahariEiJ_G0029196
rattus_norvegicus ENSRNOG00000021814
meriones_unguiculatus ENSMUGG00000008847
cricetulus_griseus_crigri-picr ENSCGRG00015009447
cricetulus_griseus_crigri ENSCGRG00000010255
cricetulus_griseus_chok1gshd ENSCGRG00001000400
mesocricetus_auratus ENSMAUG00000008269
microtus_ochrogaster ENSMOCG00000014395
peromyscus_maniculatus_bairdii ENSPEMG00000001921
nannospalax_galili ENSNGAG00000012306
jaculus_jaculus ENSJJAG00000016190
urocitellus_parryii ENSUPAG00010011370
ictidomys_tridecemlineatus ENSSTOG00000021345
marmota_marmota_marmota ENSMMMG00000017921
dipodomys_ordii ENSDORG00000016067
oryctolagus_cuniculus ENSOCUG00000027044
ochotona_princeps ENSOPRG00000018520
procavia_capensis ENSPCAG00000002645
loxodonta_africana ENSLAFG00000020910
dasypus_novemcinctus ENSDNOG00000038813
ornithorhynchus_anatinus ENSOANG00000008580
xenopus_tropicalis ENSXETG00000031340
latimeria_chalumnae ENSLACG00000016375
