poecilia_formosa ENSPFOG00000009287
poecilia_mexicana ENSPMEG00000022975
poecilia_latipinna ENSPLAG00000010748
poecilia_reticulata ENSPREG00000021777
xiphophorus_maculatus ENSXMAG00000019207
xiphophorus_couchianus ENSXCOG00000002868
gambusia_affinis ENSGAFG00000012232
fundulus_heteroclitus ENSFHEG00000015447
cyprinodon_variegatus ENSCVAG00000013835
kryptolebias_marmoratus ENSKMAG00000022019
oryzias_melastigma ENSOMEG00000016762
oryzias_melastigma ENSOMEG00000016797
oryzias_latipes ENSORLG00000004984
oryzias_latipes_asm223469v1 ENSORLG00015014610
oryzias_latipes ENSORLG00020016109
cynoglossus_semilaevis ENSCSEG00000006148
tetraodon_nigroviridis ENSTNIG00000001841
seriola_dumerili ENSSDUG00000006374
seriola_lalandi_dorsalis ENSSLDG00000001074
scophthalmus_maximus ENSSMAG00000021320
monopterus_albus ENSMALG00000016173
mastacembelus_armatus ENSMAMG00000003197
tetraodon_nigroviridis ENSTNIG00000009442
takifugu_rubripes ENSTRUG00000017227
mola_mola ENSMMOG00000018099
gasterosteus_aculeatus ENSGACG00000015292
labrus_bergylta ENSLBEG00000013019
amphiprion_ocellaris ENSAOCG00000005808
acanthochromis_polyacanthus ENSAPOG00000004036
stegastes_partitus ENSSPAG00000016040
amphilophus_citrinellus ENSACIG00000022296
amphilophus_citrinellus ENSACIG00000022271
maylandia_zebra ENSMZEG00005000629
astatotilapia_calliptera ENSACLG00000024257
pundamilia_nyererei ENSPNYG00000003556
pundamilia_nyererei ENSPNYG00000003544
haplochromis_burtoni ENSHBUG00000001620
oreochromis_niloticus ENSONIG00000003129
periophthalmus_magnuspinnatus ENSPMGG00000001632
periophthalmus_magnuspinnatus ENSPMGG00000001609
labrus_bergylta ENSLBEG00000013058
hippocampus_comes ENSHCOG00000003386
hippocampus_comes ENSHCOG00000003418
neolamprologus_brichardi ENSNBRG00000017953
neolamprologus_brichardi ENSNBRG00000017983
amphiprion_percula ENSAPEG00000022018
amphiprion_percula ENSAPEG00000022002
amphiprion_ocellaris ENSAOCG00000005837
anabas_testudineus ENSATEG00000012667
gadus_morhua ENSGMOG00000008588
esox_lucius ENSELUG00000001486
pygocentrus_nattereri ENSPNAG00000010646
pygocentrus_nattereri ENSPNAG00000010625
astyanax_mexicanus ENSAMXG00000014817
ictalurus_punctatus ENSIPUG00000010031
danio_rerio ENSDARG00000023678
scleropages_formosus ENSSFOG00015007413
paramormyrops_kingsleyae ENSPKIG00000008946
lepisosteus_oculatus ENSLOCG00000010061
apteryx_haastii ENSAHAG00000014539
apteryx_owenii ENSAOWG00000000517
apteryx_rowi ENSARWG00000012110
dromaius_novaehollandiae ENSDNVG00000010702
nothoprocta_perdicaria ENSNPEG00000014046
anser_brachyrhynchus ENSABRG00000018808
anas_platyrhynchos_platyrhynchos ENSAPLG00000004995
meleagris_gallopavo ENSMGAG00000014877
coturnix_japonica ENSCJPG00005015994
gallus_gallus ENSGALG00000016860
numida_meleagris ENSNMEG00000018665
calidris_pygmaea ENSCPGG00000000634
calidris_pugnax ENSCPUG00000007082
melopsittacus_undulatus ENSMUNG00000004056
lonchura_striata_domestica ENSLSDG00000017504
serinus_canaria ENSSCAG00000016233
junco_hyemalis ENSJHYG00000017944
zonotrichia_albicollis ENSZALG00000017295
ficedula_albicollis ENSFALG00000004229
parus_major ENSPMJG00000001254
cyanistes_caeruleus ENSCCEG00000018514
manacus_vitellinus ENSMVIG00005014821
lepidothrix_coronata ENSLCOG00000015151
crocodylus_porosus ENSCPRG00005016766
gopherus_agassizii ENSGAGG00000021164
chrysemys_picta_bellii ENSCPBG00000015404
pogona_vitticeps ENSPVIG00000009748
anolis_carolinensis ENSACAG00000002766
notechis_scutatus ENSNSUG00000006870
salvator_merianae ENSSMRG00000014045
sphenodon_punctatus ENSSPUG00000005723
notamacropus_eugenii ENSMEUG00000004769
sarcophilus_harrisii ENSSHAG00000011592
neovison_vison ENSNVIG00000018659
neovison_vison ENSNVIG00000018667
panthera_tigris_altaica ENSPTIG00000005984
panthera_pardus ENSPPRG00000000345
felis_catus ENSFCAG00000041551
panthera_tigris_altaica ENSPTIG00000005777
panthera_pardus ENSPPRG00000001085
felis_catus ENSFCAG00000038904
bison_bison_bison ENSBBBG00000019147
erinaceus_europaeus ENSEEUG00000012231
fukomys_damarensis ENSFDAG00000009346
octodon_degus ENSODEG00000009687
ornithorhynchus_anatinus ENSOANG00000011318
latimeria_chalumnae ENSLACG00000010428
petromyzon_marinus ENSPMAG00000002828
eptatretus_burgeri ENSEBUG00000013929
petromyzon_marinus ENSPMAG00000008324
ciona_savignyi ENSCSAVG00000005394
ciona_intestinalis ENSCING00000022981
drosophila_melanogaster FBgn0002887
caenorhabditis_elegans_strain_n2 WBGene00019004
saccharomyces_cerevisiae YGR258C
