anser_brachyrhynchus ENSABRG00000000354
anas_platyrhynchos_platyrhynchos ENSAPLG00000012226
gallus_gallus ENSGALG00000000853
meleagris_gallopavo ENSMGAG00000008730
coturnix_japonica ENSCJPG00005011090
numida_meleagris ENSNMEG00000013228
calidris_pugnax ENSCPUG00000016131
calidris_pygmaea ENSCPGG00000013026
melopsittacus_undulatus ENSMUNG00000009589
apteryx_owenii ENSAOWG00000001868
apteryx_haastii ENSAHAG00000004824
apteryx_rowi ENSARWG00000005639
dromaius_novaehollandiae ENSDNVG00000000851
nothoprocta_perdicaria ENSNPEG00000012866
crocodylus_porosus ENSCPRG00005010936
gopherus_agassizii ENSGAGG00000017470
chelonoidis_abingdonii ENSCABG00000009778
chrysemys_picta_bellii ENSCPBG00000000178
pelodiscus_sinensis ENSPSIG00000004787
pogona_vitticeps ENSPVIG00000021241
anolis_carolinensis ENSACAG00000004342
notechis_scutatus ENSNSUG00000012913
salvator_merianae ENSSMRG00000008054
sphenodon_punctatus ENSSPUG00000018892
phascolarctos_cinereus ENSPCIG00000007419
notamacropus_eugenii ENSMEUG00000010992
sarcophilus_harrisii ENSSHAG00000015867
monodelphis_domestica ENSMODG00000019809
cavia_aperea ENSCAPG00000012467
cavia_porcellus ENSCPOG00000012327
chinchilla_lanigera ENSCLAG00000013068
octodon_degus ENSODEG00000004361
heterocephalus_glaber_female ENSHGLG00000017706
heterocephalus_glaber_male ENSHGLG00100001574
fukomys_damarensis ENSFDAG00000019825
urocitellus_parryii ENSUPAG00010014111
ictidomys_tridecemlineatus ENSSTOG00000005378
marmota_marmota_marmota ENSMMMG00000017451
spermophilus_dauricus ENSSDAG00000000065
castor_canadensis ENSCCNG00000000138
dipodomys_ordii ENSDORG00000005309
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024373
mus_spicilegus ENSMSIG00000009506
mus_musculus ENSMUSG00000026791
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023456
mus_pahari MGP_PahariEiJ_G0024913
rattus_norvegicus ENSRNOG00000022274
meriones_unguiculatus ENSMUGG00000002386
meriones_unguiculatus ENSMUGG00000018629
cricetulus_griseus_chok1gshd ENSCGRG00001018978
cricetulus_griseus_crigri-picr ENSCGRG00015004545
mesocricetus_auratus ENSMAUG00000013581
peromyscus_maniculatus_bairdii ENSPEMG00000015906
nannospalax_galili ENSNGAG00000017563
jaculus_jaculus ENSJJAG00000012168
cricetulus_griseus_crigri ENSCGRG00000007403
microtus_ochrogaster ENSMOCG00000019930
oryctolagus_cuniculus ENSOCUG00000008091
ochotona_princeps ENSOPRG00000011056
tupaia_belangeri ENSTBEG00000005255
pan_troglodytes ENSPTRG00000021387
pan_paniscus ENSPPAG00000029494
gorilla_gorilla ENSGGOG00000022646
homo_sapiens ENSG00000136856
pongo_abelii ENSPPYG00000019620
nomascus_leucogenys ENSNLEG00000017441
colobus_angolensis_palliatus ENSCANG00000014591
piliocolobus_tephrosceles ENSPTEG00000001357
rhinopithecus_bieti ENSRBIG00000042738
rhinopithecus_roxellana ENSRROG00000003226
macaca_fascicularis ENSMFAG00000000131
macaca_nemestrina ENSMNEG00000032403
macaca_mulatta ENSMMUG00000012167
chlorocebus_sabaeus ENSCSAG00000013708
mandrillus_leucophaeus ENSMLEG00000017100
theropithecus_gelada ENSTGEG00000022732
papio_anubis ENSPANG00000024823
cercocebus_atys ENSCATG00000044921
piliocolobus_tephrosceles ENSPTEG00000018391
saimiri_boliviensis_boliviensis ENSSBOG00000025945
cebus_capucinus ENSCCAG00000025993
callithrix_jacchus ENSCJAG00000018048
aotus_nancymaae ENSANAG00000024826
carlito_syrichta ENSTSYG00000006628
prolemur_simus ENSPSMG00000024346
propithecus_coquereli ENSPCOG00000016228
microcebus_murinus ENSMICG00000002319
otolemur_garnettii ENSOGAG00000000594
equus_asinus_asinus ENSEASG00005020518
equus_caballus ENSECAG00000020011
erinaceus_europaeus ENSEEUG00000001676
pteropus_vampyrus ENSPVAG00000000920
myotis_lucifugus ENSMLUG00000013389
bos_taurus ENSBTAG00000006957
bos_mutus ENSBMUG00000011749
bison_bison_bison ENSBBBG00000000526
capra_hircus ENSCHIG00000015906
ovis_aries ENSOARG00000012161
sus_scrofa ENSSSCG00000005610
tursiops_truncatus ENSTTRG00000015698
ursus_maritimus ENSUMAG00000001742
ursus_americanus ENSUAMG00000003362
ailuropoda_melanoleuca ENSAMEG00000016684
ursus_americanus ENSUAMG00000004208
mustela_putorius_furo ENSMPUG00000013848
neovison_vison ENSNVIG00000008575
canis_lupus_familiaris ENSCAFG00000020140
canis_lupus_dingo ENSCAFG00020015735
vulpes_vulpes ENSVVUG00000011243
panthera_pardus ENSPPRG00000018279
panthera_tigris_altaica ENSPTIG00000018073
felis_catus ENSFCAG00000023972
loxodonta_africana ENSLAFG00000017653
procavia_capensis ENSPCAG00000007346
dasypus_novemcinctus ENSDNOG00000008404
choloepus_hoffmanni ENSCHOG00000007809
ornithorhynchus_anatinus ENSOANG00000014700
latimeria_chalumnae ENSLACG00000005396
paramormyrops_kingsleyae ENSPKIG00000009035
poecilia_formosa ENSPFOG00000003446
poecilia_latipinna ENSPLAG00000014014
poecilia_mexicana ENSPMEG00000021510
poecilia_reticulata ENSPREG00000019011
xiphophorus_maculatus ENSXMAG00000000045
xiphophorus_couchianus ENSXCOG00000011811
gambusia_affinis ENSGAFG00000016109
fundulus_heteroclitus ENSFHEG00000021503
cyprinodon_variegatus ENSCVAG00000018044
kryptolebias_marmoratus ENSKMAG00000003013
oryzias_latipes_asm223469v1 ENSORLG00015007060
oryzias_latipes ENSORLG00020016531
