vombatus_ursinus ENSVURG00010023941
phascolarctos_cinereus ENSPCIG00000022806
monodelphis_domestica ENSMODG00000023089
sarcophilus_harrisii ENSSHAG00000006741
phascolarctos_cinereus ENSPCIG00000018109
bos_indicus ENSBIXG00000023800
bos_indicus ENSBIXG00005022688
bos_taurus ENSBTAG00000050376
bos_mutus ENSBMUG00000018369
bison_bison ENSBBBG00000003343
sus_scrofa ENSSSCG00000033256
loxodonta_africana ENSLAFG00000028752
loxodonta_africana ENSLAFG00000026752
dasypus_novemcinctus ENSDNOG00000047190
urocitellus_parryii ENSUPAG00010002644
spermophilus_dauricus ENSSDAG00000016727
marmota_marmota ENSMMMG00000007979
octodon_degus ENSODEG00000013444
mus_musculus ENSMUSG00000090356
mus_spicilegus ENSMSIG00000026744
mus_caroli MGP_CAROLIEiJ_G0020592
mus_pahari MGP_PahariEiJ_G0016296
meriones_unguiculatus ENSMUGG00000002149
cricetulus_griseus ENSCGRG00001008819
cricetulus_griseus ENSCGRG00015026352
peromyscus_maniculatus ENSPEMG00000025801
oryctolagus_cuniculus ENSOCUG00000025191
prolemur_simus ENSPSMG00000019612
microcebus_murinus ENSMICG00000049109
pongo_abelii ENSPPYG00000014360
capra_hircus ENSCHIG00000009628
ovis_aries ENSOARG00000002313
bos_indicus ENSBIXG00005022691
bos_indicus ENSBIXG00000023795
bos_taurus ENSBTAG00000008343
bos_mutus ENSBMUG00000018360
bison_bison ENSBBBG00000014448
sus_scrofa ENSSSCG00000027025
ursus_americanus ENSUAMG00000018813
ursus_maritimus ENSUMAG00000005226
ailuropoda_melanoleuca ENSAMEG00000019882
neovison_vison ENSNVIG00000013606
mustela_putorius ENSMPUG00000018870
canis_lupus ENSCAFG00020002580
canis_lupus ENSCAFG00000012910
vulpes_vulpes ENSVVUG00000012276
panthera_pardus ENSPPRG00000019412
panthera_tigris ENSPTIG00000004523
felis_catus ENSFCAG00000030113
equus_caballus ENSECAG00000032229
equus_caballus ENSECAG00000029671
equus_caballus ENSECAG00000039245
equus_asinus ENSEASG00005013546
myotis_lucifugus ENSMLUG00000022792
