pygocentrus_nattereri ENSPNAG00000007486
ictalurus_punctatus ENSIPUG00000004469
astyanax_mexicanus ENSAMXG00000035592
danio_rerio ENSDARG00000073948
amphiprion_percula ENSAPEG00000020014
amphiprion_ocellaris ENSAOCG00000016786
acanthochromis_polyacanthus ENSAPOG00000018708
stegastes_partitus ENSSPAG00000005026
neolamprologus_brichardi ENSNBRG00000008920
haplochromis_burtoni ENSHBUG00000022357
hippocampus_comes ENSHCOG00000003950
periophthalmus_magnuspinnatus ENSPMGG00000016012
cynoglossus_semilaevis ENSCSEG00000001581
labrus_bergylta ENSLBEG00000008170
labrus_bergylta ENSLBEG00000015712
labrus_bergylta ENSLBEG00000012982
takifugu_rubripes ENSTRUG00000001689
tetraodon_nigroviridis ENSTNIG00000015126
mola_mola ENSMMOG00000002370
gasterosteus_aculeatus ENSGACG00000007944
xiphophorus_maculatus ENSXMAG00000024068
gambusia_affinis ENSGAFG00000001590
poecilia_latipinna ENSPLAG00000003590
poecilia_formosa ENSPFOG00000012700
poecilia_reticulata ENSPREG00000014553
fundulus_heteroclitus ENSFHEG00000004984
cyprinodon_variegatus ENSCVAG00000013149
kryptolebias_marmoratus ENSKMAG00000017722
oryzias_latipes ENSORLG00000023050
oryzias_latipes ENSORLG00020011147
oryzias_latipes_asm223469v1 ENSORLG00015003046
oryzias_melastigma ENSOMEG00000020625
seriola_lalandi_dorsalis ENSSLDG00000002843
seriola_dumerili ENSSDUG00000008879
mastacembelus_armatus ENSMAMG00000010755
anabas_testudineus ENSATEG00000019390
monopterus_albus ENSMALG00000019598
pundamilia_nyererei ENSPNYG00000005022
astatotilapia_calliptera ENSACLG00000001795
maylandia_zebra ENSMZEG00005006553
amphilophus_citrinellus ENSACIG00000004300
haplochromis_burtoni ENSHBUG00000022365
scophthalmus_maximus ENSSMAG00000019143
gadus_morhua ENSGMOG00000001322
esox_lucius ENSELUG00000016029
paramormyrops_kingsleyae ENSPKIG00000013503
scleropages_formosus ENSSFOG00015005851
lepisosteus_oculatus ENSLOCG00000011719
eptatretus_burgeri ENSEBUG00000010330
