erinaceus_europaeus ENSEEUG00000000890
sorex_araneus ENSSARG00000002135
bos_indicus ENSBIXG00005027173
bos_indicus ENSBIXG00000008014
bos_taurus ENSBTAG00000047964
bos_mutus ENSBMUG00000026102
capra_hircus ENSCHIG00000020970
tursiops_truncatus ENSTTRG00000002104
pteropus_vampyrus ENSPVAG00000002351
equus_caballus ENSECAG00000018705
equus_asinus ENSEASG00005016249
ailuropoda_melanoleuca ENSAMEG00000016454
ursus_americanus ENSUAMG00000021588
vulpes_vulpes ENSVVUG00000029455
panthera_pardus ENSPPRG00000006393
panthera_tigris ENSPTIG00000009185
spermophilus_dauricus ENSSDAG00000003244
marmota_marmota ENSMMMG00000008792
urocitellus_parryii ENSUPAG00010006162
ictidomys_tridecemlineatus ENSSTOG00000003550
cavia_porcellus ENSCPOG00000019860
cavia_aperea ENSCAPG00000006130
chinchilla_lanigera ENSCLAG00000004973
octodon_degus ENSODEG00000014471
castor_canadensis ENSCCNG00000000335
dipodomys_ordii ENSDORG00000009420
mus_spicilegus ENSMSIG00000023378
mus_musculus ENSMUSG00000026963
mus_spretus MGP_SPRETEiJ_G0024182
mus_caroli MGP_CAROLIEiJ_G0023264
mus_pahari MGP_PahariEiJ_G0024722
rattus_norvegicus ENSRNOG00000040275
meriones_unguiculatus ENSMUGG00000006758
cricetulus_griseus ENSCGRG00001012766
cricetulus_griseus ENSCGRG00000010442
mesocricetus_auratus ENSMAUG00000014833
microtus_ochrogaster ENSMOCG00000022497
peromyscus_maniculatus ENSPEMG00000009158
nannospalax_galili ENSNGAG00000003998
jaculus_jaculus ENSJJAG00000022174
ochotona_princeps ENSOPRG00000006648
pan_troglodytes ENSPTRG00000052326
pan_paniscus ENSPPAG00000034325
homo_sapiens ENSG00000185863
gorilla_gorilla ENSGGOG00000001782
pongo_abelii ENSPPYG00000019811
nomascus_leucogenys ENSNLEG00000009102
papio_anubis ENSPANG00000026293
cercocebus_atys ENSCATG00000039079
mandrillus_leucophaeus ENSMLEG00000040784
theropithecus_gelada ENSTGEG00000005055
macaca_mulatta ENSMMUG00000001667
macaca_fascicularis ENSMFAG00000037356
macaca_nemestrina ENSMNEG00000015555
chlorocebus_sabaeus ENSCSAG00000016514
colobus_angolensis ENSCANG00000037596
piliocolobus_tephrosceles ENSPTEG00000023850
rhinopithecus_bieti ENSRBIG00000041900
rhinopithecus_roxellana ENSRROG00000042134
callithrix_jacchus ENSCJAG00000013022
cebus_capucinus ENSCCAG00000029675
saimiri_boliviensis ENSSBOG00000026440
aotus_nancymaae ENSANAG00000029890
carlito_syrichta ENSTSYG00000033281
prolemur_simus ENSPSMG00000006598
microcebus_murinus ENSMICG00000006065
propithecus_coquereli ENSPCOG00000005239
otolemur_garnettii ENSOGAG00000005906
tupaia_belangeri ENSTBEG00000008584
procavia_capensis ENSPCAG00000004411
dasypus_novemcinctus ENSDNOG00000024196
