eptatretus_burgeri ENSEBUG00000004051
petromyzon_marinus ENSPMAG00000002547
scleropages_formosus ENSSFOG00015009729
paramormyrops_kingsleyae ENSPKIG00000014572
poecilia_latipinna ENSPLAG00000016944
poecilia_formosa ENSPFOG00000017252
poecilia_mexicana ENSPMEG00000023223
poecilia_reticulata ENSPREG00000014315
xiphophorus_maculatus ENSXMAG00000005085
xiphophorus_couchianus ENSXCOG00000018788
fundulus_heteroclitus ENSFHEG00000007031
cyprinodon_variegatus ENSCVAG00000016465
kryptolebias_marmoratus ENSKMAG00000008247
amphiprion_ocellaris ENSAOCG00000008334
amphiprion_percula ENSAPEG00000017546
acanthochromis_polyacanthus ENSAPOG00000014795
acanthochromis_polyacanthus ENSAPOG00000022266
stegastes_partitus ENSSPAG00000008810
gouania_willdenowi ENSGWIG00000010219
gouania_willdenowi ENSGWIG00000020130
cynoglossus_semilaevis ENSCSEG00000008976
seriola_dumerili ENSSDUG00000008561
seriola_lalandi ENSSLDG00000007230
lates_calcarifer ENSLCAG00010013755
scophthalmus_maximus ENSSMAG00000019172
larimichthys_crocea ENSLCRG00005008501
labrus_bergylta ENSLBEG00000020332
cottoperca_gobio ENSCGOG00000005821
gasterosteus_aculeatus ENSGACG00000002575
mola_mola ENSMMOG00000014487
anabas_testudineus ENSATEG00000004216
monopterus_albus ENSMALG00000015739
mastacembelus_armatus ENSMAMG00000006687
betta_splendens ENSBSLG00000016163
maylandia_zebra ENSMZEG00005026166
astatotilapia_calliptera ENSACLG00000000417
haplochromis_burtoni ENSHBUG00000000530
pundamilia_nyererei ENSPNYG00000006432
neolamprologus_brichardi ENSNBRG00000016681
oreochromis_niloticus ENSONIG00000013830
amphilophus_citrinellus ENSACIG00000019861
parambassis_ranga ENSPRNG00000001111
hippocampus_comes ENSHCOG00000005482
oryzias_latipes ENSORLG00020013054
oryzias_latipes ENSORLG00000007957
oryzias_latipes ENSORLG00015003142
oryzias_melastigma ENSOMEG00000019070
periophthalmus_magnuspinnatus ENSPMGG00000020071
gadus_morhua ENSGMOG00000013561
hucho_hucho ENSHHUG00000035833
esox_lucius ENSELUG00000010779
takifugu_rubripes ENSTRUG00000004106
tetraodon_nigroviridis ENSTNIG00000004686
periophthalmus_magnuspinnatus ENSPMGG00000012938
clupea_harengus ENSCHAG00000009715
denticeps_clupeoides ENSDCDG00000019603
astyanax_mexicanus ENSAMXG00000010976
astyanax_mexicanus ENSAMXG00005005060
pygocentrus_nattereri ENSPNAG00000021192
electrophorus_electricus ENSEEEG00000006233
ictalurus_punctatus ENSIPUG00000002139
danio_rerio ENSDARG00000036158
lepisosteus_oculatus ENSLOCG00000003063
erpetoichthys_calabaricus ENSECRG00000017784
latimeria_chalumnae ENSLACG00000009622
callorhinchus_milii ENSCMIG00000012977
calidris_pygmaea ENSCPGG00000018301
calidris_pugnax ENSCPUG00000007136
melopsittacus_undulatus ENSMUNG00000004771
taeniopygia_guttata ENSTGUG00000012245
lonchura_striata ENSLSDG00000004476
serinus_canaria ENSSCAG00000006301
zonotrichia_albicollis ENSZALG00000008958
junco_hyemalis ENSJHYG00000000932
parus_major ENSPMJG00000010894
cyanistes_caeruleus ENSCCEG00000002674
ficedula_albicollis ENSFALG00000006119
lepidothrix_coronata ENSLCOG00000008368
manacus_vitellinus ENSMVIG00005014190
gallus_gallus ENSGALG00000040879
coturnix_japonica ENSCJPG00005005146
meleagris_gallopavo ENSMGAG00000012424
numida_meleagris ENSNMEG00000004782
