pogona_vitticeps ENSPVIG00000023953
notechis_scutatus ENSNSUG00000007076
anolis_carolinensis ENSACAG00000006813
salvator_merianae ENSSMRG00000000560
sphenodon_punctatus ENSSPUG00000007870
calidris_pygmaea ENSCPGG00000008917
gallus_gallus ENSGALG00000051848
nothoprocta_perdicaria ENSNPEG00000014227
ornithorhynchus_anatinus ENSOANG00000022130
lonchura_striata_domestica ENSLSDG00000002870
ornithorhynchus_anatinus ENSOANG00000031132
ornithorhynchus_anatinus ENSOANG00000031664
chrysemys_picta_bellii ENSCPBG00000017549
chelonoidis_abingdonii ENSCABG00000014465
pelodiscus_sinensis ENSPSIG00000002410
gopherus_agassizii ENSGAGG00000008906
apteryx_rowi ENSARWG00000011616
apteryx_owenii ENSAOWG00000005034
ornithorhynchus_anatinus ENSOANG00000031349
ursus_americanus ENSUAMG00000025525
ursus_maritimus ENSUMAG00000019855
ailuropoda_melanoleuca ENSAMEG00000005069
neovison_vison ENSNVIG00000002356
mustela_putorius_furo ENSMPUG00000001843
canis_lupus_familiaris ENSCAFG00000000238
canis_lupus_dingo ENSCAFG00020023042
vulpes_vulpes ENSVVUG00000017133
panthera_pardus ENSPPRG00000011745
panthera_tigris_altaica ENSPTIG00000013721
felis_catus ENSFCAG00000002087
equus_caballus ENSECAG00000006866
equus_asinus_asinus ENSEASG00005007219
pteropus_vampyrus ENSPVAG00000012121
myotis_lucifugus ENSMLUG00000001079
tursiops_truncatus ENSTTRG00000013092
vicugna_pacos ENSVPAG00000008682
ovis_aries ENSOARG00000006131
capra_hircus ENSCHIG00000015115
bos_mutus ENSBMUG00000025562
bos_taurus ENSBTAG00000021336
bison_bison_bison ENSBBBG00000002221
sus_scrofa ENSSSCG00000000439
choloepus_hoffmanni ENSCHOG00000006349
dasypus_novemcinctus ENSDNOG00000017509
loxodonta_africana ENSLAFG00000013547
procavia_capensis ENSPCAG00000016325
tupaia_belangeri ENSTBEG00000011182
erinaceus_europaeus ENSEEUG00000013519
prolemur_simus ENSPSMG00000022094
propithecus_coquereli ENSPCOG00000024872
microcebus_murinus ENSMICG00000005480
otolemur_garnettii ENSOGAG00000005238
pan_troglodytes ENSPTRG00000005139
pan_paniscus ENSPPAG00000038022
homo_sapiens ENSG00000155980
gorilla_gorilla ENSGGOG00000001996
nomascus_leucogenys ENSNLEG00000034703
pongo_abelii ENSPPYG00000004695
rhinopithecus_roxellana ENSRROG00000031394
rhinopithecus_bieti ENSRBIG00000034491
colobus_angolensis_palliatus ENSCANG00000037084
piliocolobus_tephrosceles ENSPTEG00000028888
mandrillus_leucophaeus ENSMLEG00000032609
chlorocebus_sabaeus ENSCSAG00000004788
cercocebus_atys ENSCATG00000038773
theropithecus_gelada ENSTGEG00000017517
papio_anubis ENSPANG00000024424
macaca_fascicularis ENSMFAG00000038846
macaca_mulatta ENSMMUG00000011297
macaca_nemestrina ENSMNEG00000035622
callithrix_jacchus ENSCJAG00000007033
cebus_capucinus ENSCCAG00000029255
saimiri_boliviensis_boliviensis ENSSBOG00000027539
aotus_nancymaae ENSANAG00000023467
octodon_degus ENSODEG00000001884
chinchilla_lanigera ENSCLAG00000011917
cavia_porcellus ENSCPOG00000012882
cavia_aperea ENSCAPG00000014016
heterocephalus_glaber_female ENSHGLG00000016085
heterocephalus_glaber_male ENSHGLG00100009130
fukomys_damarensis ENSFDAG00000016210
urocitellus_parryii ENSUPAG00010017316
ictidomys_tridecemlineatus ENSSTOG00000001164
spermophilus_dauricus ENSSDAG00000002907
marmota_marmota_marmota ENSMMMG00000010904
castor_canadensis ENSCCNG00000031241
dipodomys_ordii ENSDORG00000007141
microtus_ochrogaster ENSMOCG00000004701
peromyscus_maniculatus_bairdii ENSPEMG00000007193
cricetulus_griseus_chok1gshd ENSCGRG00001017636
cricetulus_griseus_crigri-picr ENSCGRG00015000174
cricetulus_griseus_crigri ENSCGRG00000004363
mesocricetus_auratus ENSMAUG00000013563
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016713
mus_spicilegus ENSMSIG00000028253
mus_musculus ENSMUSG00000074657
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015887
mus_pahari MGP_PahariEiJ_G0031198
rattus_norvegicus ENSRNOG00000005299
meriones_unguiculatus ENSMUGG00000008668
nannospalax_galili ENSNGAG00000006172
jaculus_jaculus ENSJJAG00000018332
carlito_syrichta ENSTSYG00000010478
sorex_araneus ENSSARG00000003642
oryctolagus_cuniculus ENSOCUG00000011273
ochotona_princeps ENSOPRG00000006555
phascolarctos_cinereus ENSPCIG00000023724
notamacropus_eugenii ENSMEUG00000016039
sarcophilus_harrisii ENSSHAG00000007673
xenopus_tropicalis ENSXETG00000006230
latimeria_chalumnae ENSLACG00000018396
tetraodon_nigroviridis ENSTNIG00000007062
takifugu_rubripes ENSTRUG00000014533
mola_mola ENSMMOG00000007509
labrus_bergylta ENSLBEG00000014231
gasterosteus_aculeatus ENSGACG00000006532
seriola_lalandi_dorsalis ENSSLDG00000005746
seriola_dumerili ENSSDUG00000018901
scophthalmus_maximus ENSSMAG00000012588
mastacembelus_armatus ENSMAMG00000010203
monopterus_albus ENSMALG00000009869
anabas_testudineus ENSATEG00000025016
xiphophorus_maculatus ENSXMAG00000017874
xiphophorus_couchianus ENSXCOG00000013807
gambusia_affinis ENSGAFG00000013377
poecilia_mexicana ENSPMEG00000008022
poecilia_latipinna ENSPLAG00000017750
poecilia_formosa ENSPFOG00000007419
poecilia_reticulata ENSPREG00000007937
fundulus_heteroclitus ENSFHEG00000016245
cyprinodon_variegatus ENSCVAG00000009711
kryptolebias_marmoratus ENSKMAG00000012239
oryzias_latipes ENSORLG00020017613
oryzias_latipes_asm223469v1 ENSORLG00015013154
oryzias_latipes ENSORLG00000005301
oryzias_melastigma ENSOMEG00000018732
amphiprion_percula ENSAPEG00000008450
amphiprion_ocellaris ENSAOCG00000002285
acanthochromis_polyacanthus ENSAPOG00000000570
stegastes_partitus ENSSPAG00000022770
astatotilapia_calliptera ENSACLG00000018664
