parus_major ENSPMJG00000018037
cyanistes_caeruleus ENSCCEG00000017513
ficedula_albicollis ENSFALG00000013179
junco_hyemalis ENSJHYG00000009445
junco_hyemalis ENSJHYG00000009421
zonotrichia_albicollis ENSZALG00000011398
serinus_canaria ENSSCAG00000015645
lonchura_striata ENSLSDG00000010679
taeniopygia_guttata ENSTGUG00000007104
lepidothrix_coronata ENSLCOG00000011594
manacus_vitellinus ENSMVIG00005015675
calidris_pygmaea ENSCPGG00000015258
calidris_pugnax ENSCPUG00000015200
melopsittacus_undulatus ENSMUNG00000015736
anas_platyrhynchos ENSAPLG00000006520
anser_brachyrhynchus ENSABRG00000013486
meleagris_gallopavo ENSMGAG00000001256
gallus_gallus ENSGALG00000039139
coturnix_japonica ENSCJPG00005018731
numida_meleagris ENSNMEG00000004963
apteryx_owenii ENSAOWG00000002518
apteryx_rowi ENSARWG00000008091
apteryx_haastii ENSAHAG00000005154
dromaius_novaehollandiae ENSDNVG00000007549
nothoprocta_perdicaria ENSNPEG00000014982
crocodylus_porosus ENSCPRG00005012409
gopherus_agassizii ENSGAGG00000004640
chelonoidis_abingdonii ENSCABG00000003875
chrysemys_picta ENSCPBG00000016552
pelodiscus_sinensis ENSPSIG00000010570
pogona_vitticeps ENSPVIG00000008594
anolis_carolinensis ENSACAG00000008102
notechis_scutatus ENSNSUG00000009311
salvator_merianae ENSSMRG00000009768
sphenodon_punctatus ENSSPUG00000014509
vombatus_ursinus ENSVURG00010014482
phascolarctos_cinereus ENSPCIG00000023957
notamacropus_eugenii ENSMEUG00000013330
monodelphis_domestica ENSMODG00000009498
sarcophilus_harrisii ENSSHAG00000012430
saimiri_boliviensis ENSSBOG00000005909
callithrix_jacchus ENSCJAG00000014752
cebus_capucinus ENSCCAG00000034181
aotus_nancymaae ENSANAG00000016268
pan_troglodytes ENSPTRG00000019170
pan_paniscus ENSPPAG00000027807
homo_sapiens ENSG00000136205
gorilla_gorilla ENSGGOG00000003450
pongo_abelii ENSPPYG00000017574
nomascus_leucogenys ENSNLEG00000004438
colobus_angolensis ENSCANG00000043142
piliocolobus_tephrosceles ENSPTEG00000037911
rhinopithecus_roxellana ENSRROG00000044670
rhinopithecus_bieti ENSRBIG00000027926
macaca_fascicularis ENSMFAG00000039404
macaca_nemestrina ENSMNEG00000040702
macaca_mulatta ENSMMUG00000019393
mandrillus_leucophaeus ENSMLEG00000027256
cercocebus_atys ENSCATG00000038242
theropithecus_gelada ENSTGEG00000009429
papio_anubis ENSPANG00000021643
chlorocebus_sabaeus ENSCSAG00000015783
carlito_syrichta ENSTSYG00000012028
propithecus_coquereli ENSPCOG00000018947
prolemur_simus ENSPSMG00000021992
microcebus_murinus ENSMICG00000009472
otolemur_garnettii ENSOGAG00000013772
tupaia_belangeri ENSTBEG00000002973
castor_canadensis ENSCCNG00000031593
dipodomys_ordii ENSDORG00000003112
cricetulus_griseus ENSCGRG00001013727
cricetulus_griseus ENSCGRG00000011967
cricetulus_griseus ENSCGRG00015028136
peromyscus_maniculatus ENSPEMG00000011826
mus_spicilegus ENSMSIG00000010203
mus_spretus MGP_SPRETEiJ_G0016928
mus_musculus ENSMUSG00000020422
mus_caroli MGP_CAROLIEiJ_G0016086
mus_pahari MGP_PahariEiJ_G0016805
rattus_norvegicus ENSRNOG00000025695
microtus_ochrogaster ENSMOCG00000022862
mesocricetus_auratus ENSMAUG00000014008
meriones_unguiculatus ENSMUGG00000017543
nannospalax_galili ENSNGAG00000011659
jaculus_jaculus ENSJJAG00000022591
urocitellus_parryii ENSUPAG00010022127
ictidomys_tridecemlineatus ENSSTOG00000015793
spermophilus_dauricus ENSSDAG00000021157
marmota_marmota ENSMMMG00000014995
oryctolagus_cuniculus ENSOCUG00000027617
ochotona_princeps ENSOPRG00000017126
octodon_degus ENSODEG00000014174
octodon_degus ENSODEG00000013912
chinchilla_lanigera ENSCLAG00000005712
cavia_aperea ENSCAPG00000000308
cavia_aperea ENSCAPG00000014439
cavia_porcellus ENSCPOG00000005141
heterocephalus_glaber ENSHGLG00000016046
heterocephalus_glaber ENSHGLG00100018118
fukomys_damarensis ENSFDAG00000014861
ovis_aries ENSOARG00000012535
capra_hircus ENSCHIG00000027125
bos_indicus ENSBIXG00000019623
bos_indicus ENSBIXG00005006585
bos_taurus ENSBTAG00000009655
bos_mutus ENSBMUG00000006296
bison_bison ENSBBBG00000004932
tursiops_truncatus ENSTTRG00000002899
sus_scrofa ENSSSCG00000016725
ursus_maritimus ENSUMAG00000009518
ursus_maritimus ENSUMAG00000009507
ursus_americanus ENSUAMG00000008495
ailuropoda_melanoleuca ENSAMEG00000014689
mustela_putorius ENSMPUG00000018178
neovison_vison ENSNVIG00000022081
canis_lupus ENSCAFG00020020437
canis_lupus ENSCAFG00000012301
vulpes_vulpes ENSVVUG00000029516
panthera_pardus ENSPPRG00000002539
panthera_tigris ENSPTIG00000013325
felis_catus ENSFCAG00000007717
pteropus_vampyrus ENSPVAG00000011041
myotis_lucifugus ENSMLUG00000027362
equus_caballus ENSECAG00000020052
equus_asinus ENSEASG00005017992
erinaceus_europaeus ENSEEUG00000007808
sorex_araneus ENSSARG00000009852
loxodonta_africana ENSLAFG00000015597
procavia_capensis ENSPCAG00000004429
echinops_telfairi ENSETEG00000001193
choloepus_hoffmanni ENSCHOG00000010297
dasypus_novemcinctus ENSDNOG00000031410
ornithorhynchus_anatinus ENSOANG00000003084
xenopus_tropicalis ENSXETG00000006119
latimeria_chalumnae ENSLACG00000012176
paramormyrops_kingsleyae ENSPKIG00000008447
paramormyrops_kingsleyae ENSPKIG00000008426
scleropages_formosus ENSSFOG00015013361
periophthalmus_magnuspinnatus ENSPMGG00000005544
