eptatretus_burgeri ENSEBUG00000003005
petromyzon_marinus ENSPMAG00000007694
petromyzon_marinus ENSPMAG00000005305
pygocentrus_nattereri ENSPNAG00000005623
astyanax_mexicanus ENSAMXG00000009482
ictalurus_punctatus ENSIPUG00000015029
danio_rerio ENSDARG00000011000
fundulus_heteroclitus ENSFHEG00000005050
cyprinodon_variegatus ENSCVAG00000005718
poecilia_formosa ENSPFOG00000001381
poecilia_latipinna ENSPLAG00000012739
poecilia_mexicana ENSPMEG00000006159
poecilia_reticulata ENSPREG00000018464
xiphophorus_maculatus ENSXMAG00000001644
xiphophorus_couchianus ENSXCOG00000008413
gambusia_affinis ENSGAFG00000009265
kryptolebias_marmoratus ENSKMAG00000003558
oryzias_latipes ENSORLG00020018636
oryzias_latipes ENSORLG00000026926
oryzias_latipes_asm223469v1 ENSORLG00015013990
oryzias_melastigma ENSOMEG00000000954
anabas_testudineus ENSATEG00000017401
mastacembelus_armatus ENSMAMG00000008117
seriola_dumerili ENSSDUG00000007022
seriola_lalandi_dorsalis ENSSLDG00000003648
scophthalmus_maximus ENSSMAG00000004199
mola_mola ENSMMOG00000000940
gasterosteus_aculeatus ENSGACG00000005224
labrus_bergylta ENSLBEG00000005631
tetraodon_nigroviridis ENSTNIG00000009702
takifugu_rubripes ENSTRUG00000017961
cynoglossus_semilaevis ENSCSEG00000018952
amphiprion_ocellaris ENSAOCG00000021030
amphiprion_percula ENSAPEG00000015768
acanthochromis_polyacanthus ENSAPOG00000007966
stegastes_partitus ENSSPAG00000006270
maylandia_zebra ENSMZEG00005006279
astatotilapia_calliptera ENSACLG00000023849
pundamilia_nyererei ENSPNYG00000022105
haplochromis_burtoni ENSHBUG00000013133
neolamprologus_brichardi ENSNBRG00000018574
oreochromis_niloticus ENSONIG00000001156
amphilophus_citrinellus ENSACIG00000013760
hippocampus_comes ENSHCOG00000019621
periophthalmus_magnuspinnatus ENSPMGG00000000737
gadus_morhua ENSGMOG00000015861
esox_lucius ENSELUG00000007491
monopterus_albus ENSMALG00000017835
paramormyrops_kingsleyae ENSPKIG00000022895
paramormyrops_kingsleyae ENSPKIG00000012784
scleropages_formosus ENSSFOG00015022304
scleropages_formosus ENSSFOG00015011470
lepisosteus_oculatus ENSLOCG00000008922
pogona_vitticeps ENSPVIG00000021846
anolis_carolinensis ENSACAG00000017431
notechis_scutatus ENSNSUG00000000350
salvator_merianae ENSSMRG00000012194
sphenodon_punctatus ENSSPUG00000010575
coturnix_japonica ENSCJPG00005019380
meleagris_gallopavo ENSMGAG00000012957
gallus_gallus ENSGALG00000010576
numida_meleagris ENSNMEG00000022431
anser_brachyrhynchus ENSABRG00000001174
anas_platyrhynchos_platyrhynchos ENSAPLG00000002573
calidris_pygmaea ENSCPGG00000002505
calidris_pugnax ENSCPUG00000019423
melopsittacus_undulatus ENSMUNG00000009038
lepidothrix_coronata ENSLCOG00000010113
manacus_vitellinus ENSMVIG00005004558
taeniopygia_guttata ENSTGUG00000012378
taeniopygia_guttata ENSTGUG00000014678
lonchura_striata_domestica ENSLSDG00000003322
serinus_canaria ENSSCAG00000009036
junco_hyemalis ENSJHYG00000012302
zonotrichia_albicollis ENSZALG00000014806
ficedula_albicollis ENSFALG00000012514
parus_major ENSPMJG00000016884
cyanistes_caeruleus ENSCCEG00000018273
apteryx_owenii ENSAOWG00000008092
apteryx_haastii ENSAHAG00000000433
apteryx_rowi ENSARWG00000015073
dromaius_novaehollandiae ENSDNVG00000014858
nothoprocta_perdicaria ENSNPEG00000011783
crocodylus_porosus ENSCPRG00005006026
gopherus_agassizii ENSGAGG00000021611
chelonoidis_abingdonii ENSCABG00000016219
pelodiscus_sinensis ENSPSIG00000011785
chrysemys_picta_bellii ENSCPBG00000001860
phascolarctos_cinereus ENSPCIG00000014831
notamacropus_eugenii ENSMEUG00000014812
monodelphis_domestica ENSMODG00000003731
sarcophilus_harrisii ENSSHAG00000000849
castor_canadensis ENSCCNG00000019838
dipodomys_ordii ENSDORG00000011162
mus_spicilegus ENSMSIG00000030388
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018848
mus_musculus ENSMUSG00000020962
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018003
mus_spicilegus ENSMSIG00000000341
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018761
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017916
mus_pahari MGP_PahariEiJ_G0029761
mus_pahari MGP_PahariEiJ_G0021996
rattus_norvegicus ENSRNOG00000004300
meriones_unguiculatus ENSMUGG00000007912
peromyscus_maniculatus_bairdii ENSPEMG00000030054
microtus_ochrogaster ENSMOCG00000020104
cricetulus_griseus_crigri-picr ENSCGRG00015004209
cricetulus_griseus_chok1gshd ENSCGRG00001021040
cricetulus_griseus_crigri ENSCGRG00000005495
mesocricetus_auratus ENSMAUG00000001869
nannospalax_galili ENSNGAG00000023465
jaculus_jaculus ENSJJAG00000020925
