apteryx_owenii ENSAOWG00000017638
apteryx_haastii ENSAHAG00000006264
dromaius_novaehollandiae ENSDNVG00000006834
coturnix_japonica ENSCJPG00005009323
meleagris_gallopavo ENSMGAG00000003281
gallus_gallus ENSGALG00000021653
numida_meleagris ENSNMEG00000014955
anser_brachyrhynchus ENSABRG00000010371
anas_platyrhynchos_platyrhynchos ENSAPLG00000020497
junco_hyemalis ENSJHYG00000014197
serinus_canaria ENSSCAG00000005979
taeniopygia_guttata ENSTGUG00000004353
taeniopygia_guttata ENSTGUG00000014172
lonchura_striata_domestica ENSLSDG00000011748
cyanistes_caeruleus ENSCCEG00000004781
parus_major ENSPMJG00000018955
ficedula_albicollis ENSFALG00000009770
lepidothrix_coronata ENSLCOG00000006290
manacus_vitellinus ENSMVIG00005009974
melopsittacus_undulatus ENSMUNG00000010037
calidris_pygmaea ENSCPGG00000018565
calidris_pugnax ENSCPUG00000006402
crocodylus_porosus ENSCPRG00005006226
chelonoidis_abingdonii ENSCABG00000011577
gopherus_agassizii ENSGAGG00000013408
chrysemys_picta_bellii ENSCPBG00000027746
pelodiscus_sinensis ENSPSIG00000016289
anolis_carolinensis ENSACAG00000015335
pogona_vitticeps ENSPVIG00000023398
notechis_scutatus ENSNSUG00000008134
salvator_merianae ENSSMRG00000017891
sphenodon_punctatus ENSSPUG00000010619
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027860
pteropus_vampyrus ENSPVAG00000003290
myotis_lucifugus ENSMLUG00000012634
bison_bison_bison ENSBBBG00000010530
bos_mutus ENSBMUG00000006295
capra_hircus ENSCHIG00000009395
capra_hircus ENSCHIG00000026137
ovis_aries ENSOARG00000014813
bison_bison_bison ENSBBBG00000004945
bos_taurus ENSBTAG00000053526
bos_mutus ENSBMUG00000009231
capra_hircus ENSCHIG00000005384
tursiops_truncatus ENSTTRG00000005871
vicugna_pacos ENSVPAG00000004988
sus_scrofa ENSSSCG00000007679
erinaceus_europaeus ENSEEUG00000014039
ursus_americanus ENSUAMG00000016178
ursus_maritimus ENSUMAG00000012174
ailuropoda_melanoleuca ENSAMEG00000001696
mustela_putorius_furo ENSMPUG00000015920
neovison_vison ENSNVIG00000001902
vulpes_vulpes ENSVVUG00000023654
canis_lupus_familiaris ENSCAFG00000013793
panthera_tigris_altaica ENSPTIG00000008758
panthera_pardus ENSPPRG00000001021
felis_catus ENSFCAG00000005806
equus_asinus_asinus ENSEASG00005016903
equus_caballus ENSECAG00000019190
castor_canadensis ENSCCNG00000020644
dipodomys_ordii ENSDORG00000008294
cricetulus_griseus_crigri-picr ENSCGRG00015008977
cricetulus_griseus_chok1gshd ENSCGRG00001021179
microtus_ochrogaster ENSMOCG00000016247
peromyscus_maniculatus_bairdii ENSPEMG00000013590
mus_spicilegus ENSMSIG00000010604
mus_musculus ENSMUSG00000007987
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028862
mus_pahari MGP_PahariEiJ_G0024443
rattus_norvegicus ENSRNOG00000031346
meriones_unguiculatus ENSMUGG00000000986
nannospalax_galili ENSNGAG00000023459
jaculus_jaculus ENSJJAG00000014116
ictidomys_tridecemlineatus ENSSTOG00000012125
marmota_marmota_marmota ENSMMMG00000011493
spermophilus_dauricus ENSSDAG00000010615
urocitellus_parryii ENSUPAG00010014792
heterocephalus_glaber_female ENSHGLG00000017792
heterocephalus_glaber_male ENSHGLG00100012186
fukomys_damarensis ENSFDAG00000016777
cavia_porcellus ENSCPOG00000035118
cavia_aperea ENSCAPG00000006320
octodon_degus ENSODEG00000016441
chinchilla_lanigera ENSCLAG00000011691
tupaia_belangeri ENSTBEG00000015436
papio_anubis ENSPANG00000006304
mandrillus_leucophaeus ENSMLEG00000039132
cercocebus_atys ENSCATG00000043729
macaca_mulatta ENSMMUG00000006136
macaca_nemestrina ENSMNEG00000022476
macaca_fascicularis ENSMFAG00000044026
theropithecus_gelada ENSTGEG00000008321
chlorocebus_sabaeus ENSCSAG00000018036
rhinopithecus_roxellana ENSRROG00000036290
rhinopithecus_bieti ENSRBIG00000031784
