labrus_bergylta ENSLBEG00000003621
mola_mola ENSMMOG00000020586
gasterosteus_aculeatus ENSGACG00000008532
seriola_lalandi_dorsalis ENSSLDG00000008402
seriola_dumerili ENSSDUG00000017335
scophthalmus_maximus ENSSMAG00000006810
mastacembelus_armatus ENSMAMG00000000583
monopterus_albus ENSMALG00000005049
anabas_testudineus ENSATEG00000002397
amphiprion_ocellaris ENSAOCG00000014152
amphiprion_percula ENSAPEG00000018000
acanthochromis_polyacanthus ENSAPOG00000023343
stegastes_partitus ENSSPAG00000020797
poecilia_formosa ENSPFOG00000013556
poecilia_mexicana ENSPMEG00000020263
poecilia_latipinna ENSPLAG00000023815
poecilia_reticulata ENSPREG00000009760
gambusia_affinis ENSGAFG00000000333
xiphophorus_maculatus ENSXMAG00000016248
cyprinodon_variegatus ENSCVAG00000022831
fundulus_heteroclitus ENSFHEG00000011662
kryptolebias_marmoratus ENSKMAG00000019689
oryzias_latipes ENSORLG00020007687
oryzias_latipes ENSORLG00000004161
oryzias_latipes_asm223469v1 ENSORLG00015021033
oryzias_melastigma ENSOMEG00000023469
pundamilia_nyererei ENSPNYG00000010107
haplochromis_burtoni ENSHBUG00000002212
astatotilapia_calliptera ENSACLG00000003263
maylandia_zebra ENSMZEG00005022666
neolamprologus_brichardi ENSNBRG00000001571
oreochromis_niloticus ENSONIG00000001200
amphilophus_citrinellus ENSACIG00000011447
tetraodon_nigroviridis ENSTNIG00000011701
takifugu_rubripes ENSTRUG00000015178
periophthalmus_magnuspinnatus ENSPMGG00000003865
hippocampus_comes ENSHCOG00000007597
esox_lucius ENSELUG00000018999
pygocentrus_nattereri ENSPNAG00000029095
astyanax_mexicanus ENSAMXG00000035530
ictalurus_punctatus ENSIPUG00000017247
danio_rerio ENSDARG00000009040
scleropages_formosus ENSSFOG00015022825
paramormyrops_kingsleyae ENSPKIG00000019576
lepisosteus_oculatus ENSLOCG00000000712
lepisosteus_oculatus ENSLOCG00000015023
gopherus_agassizii ENSGAGG00000016786
chelonoidis_abingdonii ENSCABG00000001334
chrysemys_picta_bellii ENSCPBG00000016197
apteryx_owenii ENSAOWG00000007768
anolis_carolinensis ENSACAG00000017968
pogona_vitticeps ENSPVIG00000017373
notechis_scutatus ENSNSUG00000008713
xenopus_tropicalis ENSXETG00000012036
latimeria_chalumnae ENSLACG00000007656
