phascolarctos_cinereus ENSPCIG00000027751
monodelphis_domestica ENSMODG00000004535
sarcophilus_harrisii ENSSHAG00000014841
sarcophilus_harrisii ENSSHAG00000007707
erinaceus_europaeus ENSEEUG00000004282
erinaceus_europaeus ENSEEUG00000012973
pteropus_vampyrus ENSPVAG00000005270
capra_hircus ENSCHIG00000012184
bos_taurus ENSBTAG00000006884
heterocephalus_glaber_female ENSHGLG00000018588
heterocephalus_glaber_male ENSHGLG00100015565
castor_canadensis ENSCCNG00000024859
mus_musculus ENSMUSG00000022194
rattus_norvegicus ENSRNOG00000042195
oryctolagus_cuniculus ENSOCUG00000016174
mus_spicilegus ENSMSIG00000017042
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020166
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019277
mus_pahari MGP_PahariEiJ_G0030295
meriones_unguiculatus ENSMUGG00000011806
cricetulus_griseus_chok1gshd ENSCGRG00001019696
peromyscus_maniculatus_bairdii ENSPEMG00000008332
heterocephalus_glaber_female ENSHGLG00000002927
pongo_abelii ENSPPYG00000005663
rhinopithecus_roxellana ENSRROG00000036409
rhinopithecus_bieti ENSRBIG00000042811
urocitellus_parryii ENSUPAG00010010902
equus_caballus ENSECAG00000011652
bison_bison_bison ENSBBBG00000009333
bos_taurus ENSBTAG00000053753
bos_taurus ENSBTAG00000050594
sus_scrofa ENSSSCG00000034805
sorex_araneus ENSSARG00000011116
myotis_lucifugus ENSMLUG00000012452
myotis_lucifugus ENSMLUG00000028677
pan_paniscus ENSPPAG00000039421
pan_troglodytes ENSPTRG00000047273
gorilla_gorilla ENSGGOG00000039675
nomascus_leucogenys ENSNLEG00000030598
macaca_nemestrina ENSMNEG00000035750
macaca_fascicularis ENSMFAG00000031355
macaca_mulatta ENSMMUG00000048382
papio_anubis ENSPANG00000023326
mandrillus_leucophaeus ENSMLEG00000034623
theropithecus_gelada ENSTGEG00000005687
rhinopithecus_roxellana ENSRROG00000040409
rhinopithecus_bieti ENSRBIG00000039547
colobus_angolensis_palliatus ENSCANG00000030980
pan_troglodytes ENSPTRG00000052729
pan_paniscus ENSPPAG00000032188
gorilla_gorilla ENSGGOG00000025919
nomascus_leucogenys ENSNLEG00000035292
octodon_degus ENSODEG00000003739
octodon_degus ENSODEG00000011555
choloepus_hoffmanni ENSCHOG00000004798
canis_lupus_dingo ENSCAFG00020007298
