apteryx_haastii ENSAHAG00000012406
apteryx_rowi ENSARWG00000009468
apteryx_owenii ENSAOWG00000001049
dromaius_novaehollandiae ENSDNVG00000009884
nothoprocta_perdicaria ENSNPEG00000011075
anas_platyrhynchos ENSAPLG00000004099
anser_brachyrhynchus ENSABRG00000022042
gallus_gallus ENSGALG00000007717
meleagris_gallopavo ENSMGAG00000009162
coturnix_japonica ENSCJPG00005007252
numida_meleagris ENSNMEG00000000543
calidris_pygmaea ENSCPGG00000006137
calidris_pugnax ENSCPUG00000005453
lepidothrix_coronata ENSLCOG00000007486
manacus_vitellinus ENSMVIG00005003950
taeniopygia_guttata ENSTGUG00000008427
taeniopygia_guttata ENSTGUG00000013642
lonchura_striata ENSLSDG00000004929
serinus_canaria ENSSCAG00000015417
parus_major ENSPMJG00000009059
cyanistes_caeruleus ENSCCEG00000021302
junco_hyemalis ENSJHYG00000009114
zonotrichia_albicollis ENSZALG00000008858
ficedula_albicollis ENSFALG00000010896
melopsittacus_undulatus ENSMUNG00000011293
crocodylus_porosus ENSCPRG00005004942
gopherus_agassizii ENSGAGG00000001291
chelonoidis_abingdonii ENSCABG00000012340
chrysemys_picta ENSCPBG00000015048
pelodiscus_sinensis ENSPSIG00000011637
pogona_vitticeps ENSPVIG00000021943
anolis_carolinensis ENSACAG00000016076
notechis_scutatus ENSNSUG00000014280
salvator_merianae ENSSMRG00000005655
vombatus_ursinus ENSVURG00010018623
phascolarctos_cinereus ENSPCIG00000027339
monodelphis_domestica ENSMODG00000016441
sarcophilus_harrisii ENSSHAG00000012427
ornithorhynchus_anatinus ENSOANG00000009251
prolemur_simus ENSPSMG00000000506
microcebus_murinus ENSMICG00000045498
propithecus_coquereli ENSPCOG00000020640
otolemur_garnettii ENSOGAG00000004446
homo_sapiens ENSG00000124091
pan_paniscus ENSPPAG00000031674
gorilla_gorilla ENSGGOG00000023300
pongo_abelii ENSPPYG00000011152
nomascus_leucogenys ENSNLEG00000028915
colobus_angolensis ENSCANG00000020295
piliocolobus_tephrosceles ENSPTEG00000009910
rhinopithecus_roxellana ENSRROG00000036623
rhinopithecus_bieti ENSRBIG00000008757
macaca_fascicularis ENSMFAG00000042446
macaca_mulatta ENSMMUG00000062215
macaca_nemestrina ENSMNEG00000042982
chlorocebus_sabaeus ENSCSAG00000015423
cercocebus_atys ENSCATG00000013240
mandrillus_leucophaeus ENSMLEG00000031478
theropithecus_gelada ENSTGEG00000013655
papio_anubis ENSPANG00000022758
cebus_capucinus ENSCCAG00000010825
saimiri_boliviensis ENSSBOG00000025565
callithrix_jacchus ENSCJAG00000011336
aotus_nancymaae ENSANAG00000038307
castor_canadensis ENSCCNG00000024757
dipodomys_ordii ENSDORG00000007793
cricetulus_griseus ENSCGRG00015017065
cricetulus_griseus ENSCGRG00000001299
cricetulus_griseus ENSCGRG00001024252
mesocricetus_auratus ENSMAUG00000001661
peromyscus_maniculatus ENSPEMG00000019321
microtus_ochrogaster ENSMOCG00000002404
mus_spretus MGP_SPRETEiJ_G0025659
mus_spicilegus ENSMSIG00000026556
mus_musculus ENSMUSG00000074569
mus_caroli MGP_CAROLIEiJ_G0024739
mus_pahari MGP_PahariEiJ_G0026180
rattus_norvegicus ENSRNOG00000021551
meriones_unguiculatus ENSMUGG00000024431
nannospalax_galili ENSNGAG00000014678
jaculus_jaculus ENSJJAG00000020200
ictidomys_tridecemlineatus ENSSTOG00000012001
spermophilus_dauricus ENSSDAG00000018656
urocitellus_parryii ENSUPAG00010005117
marmota_marmota ENSMMMG00000008630
chinchilla_lanigera ENSCLAG00000006522
octodon_degus ENSODEG00000006051
cavia_aperea ENSCAPG00000010721
cavia_porcellus ENSCPOG00000035093
heterocephalus_glaber ENSHGLG00000014789
heterocephalus_glaber ENSHGLG00100014192
fukomys_damarensis ENSFDAG00000004990
oryctolagus_cuniculus ENSOCUG00000017904
erinaceus_europaeus ENSEEUG00000011506
tupaia_belangeri ENSTBEG00000003266
dasypus_novemcinctus ENSDNOG00000016201
choloepus_hoffmanni ENSCHOG00000012027
procavia_capensis ENSPCAG00000005042
echinops_telfairi ENSETEG00000003149
loxodonta_africana ENSLAFG00000031589
capra_hircus ENSCHIG00000011787
ovis_aries ENSOARG00000018245
bos_indicus ENSBIXG00000020728
bos_indicus ENSBIXG00005004050
bos_taurus ENSBTAG00000006243
bos_mutus ENSBMUG00000016592
bison_bison ENSBBBG00000025135
tursiops_truncatus ENSTTRG00000014875
vicugna_pacos ENSVPAG00000012140
sus_scrofa ENSSSCG00000007497
equus_caballus ENSECAG00000016323
equus_asinus ENSEASG00005023270
ursus_americanus ENSUAMG00000017579
ursus_maritimus ENSUMAG00000002711
ailuropoda_melanoleuca ENSAMEG00000007103
ursus_americanus ENSUAMG00000003379
mustela_putorius ENSMPUG00000006358
neovison_vison ENSNVIG00000022451
canis_lupus ENSCAFG00000011964
canis_lupus ENSCAFG00020021927
vulpes_vulpes ENSVVUG00000017328
panthera_tigris ENSPTIG00000007809
panthera_pardus ENSPPRG00000001763
felis_catus ENSFCAG00000005550
pteropus_vampyrus ENSPVAG00000003259
ornithorhynchus_anatinus ENSOANG00000000373
xenopus_tropicalis ENSXETG00000004372
latimeria_chalumnae ENSLACG00000016587
hucho_hucho ENSHHUG00000004112
hucho_hucho ENSHHUG00000023013
esox_lucius ENSELUG00000014370
gasterosteus_aculeatus ENSGACG00000005941
takifugu_rubripes ENSTRUG00000023152
seriola_dumerili ENSSDUG00000016670
seriola_lalandi ENSSLDG00000011387
lates_calcarifer ENSLCAG00010016296
scophthalmus_maximus ENSSMAG00000009924
cottoperca_gobio ENSCGOG00000018098
labrus_bergylta ENSLBEG00000004866
larimichthys_crocea ENSLCRG00005022282
amphiprion_percula ENSAPEG00000010208
amphiprion_ocellaris ENSAOCG00000004849
acanthochromis_polyacanthus ENSAPOG00000011839
stegastes_partitus ENSSPAG00000000067
parambassis_ranga ENSPRNG00000005016
poecilia_formosa ENSPFOG00000016161
poecilia_reticulata ENSPREG00000016184
poecilia_latipinna ENSPLAG00000015738
poecilia_mexicana ENSPMEG00000018713
gambusia_affinis ENSGAFG00000014373
xiphophorus_maculatus ENSXMAG00000026994
xiphophorus_couchianus ENSXCOG00000014059
fundulus_heteroclitus ENSFHEG00000015580
cyprinodon_variegatus ENSCVAG00000002586
kryptolebias_marmoratus ENSKMAG00000014094
oryzias_latipes ENSORLG00015011157
oryzias_latipes ENSORLG00015011137
oryzias_latipes ENSORLG00020015650
oryzias_latipes ENSORLG00015011122
oryzias_latipes ENSORLG00000001164
oryzias_melastigma ENSOMEG00000016509
gouania_willdenowi ENSGWIG00000025128
pundamilia_nyererei ENSPNYG00000012346
haplochromis_burtoni ENSHBUG00000016411
maylandia_zebra ENSMZEG00005028145
maylandia_zebra ENSMZEG00005005090
astatotilapia_calliptera ENSACLG00000020592
neolamprologus_brichardi ENSNBRG00000006446
oreochromis_niloticus ENSONIG00000006826
amphilophus_citrinellus ENSACIG00000015151
mastacembelus_armatus ENSMAMG00000008347
anabas_testudineus ENSATEG00000025059
monopterus_albus ENSMALG00000011260
betta_splendens ENSBSLG00000025902
cynoglossus_semilaevis ENSCSEG00000019096
hippocampus_comes ENSHCOG00000013768
periophthalmus_magnuspinnatus ENSPMGG00000003734
gadus_morhua ENSGMOG00000013312
clupea_harengus ENSCHAG00000025535
denticeps_clupeoides ENSDCDG00000028245
ictalurus_punctatus ENSIPUG00000024693
ictalurus_punctatus ENSIPUG00000024707
electrophorus_electricus ENSEEEG00000007766
astyanax_mexicanus ENSAMXG00005018200
astyanax_mexicanus ENSAMXG00000043986
pygocentrus_nattereri ENSPNAG00000015771
danio_rerio ENSDARG00000040608
paramormyrops_kingsleyae ENSPKIG00000016788
paramormyrops_kingsleyae ENSPKIG00000016772
scleropages_formosus ENSSFOG00015003154
lepisosteus_oculatus ENSLOCG00000006989
erpetoichthys_calabaricus ENSECRG00000008505
