mola_mola ENSMMOG00000005878
gasterosteus_aculeatus ENSGACG00000000225
oryzias_latipes ENSORLG00000009280
oryzias_latipes ENSORLG00020019139
oryzias_latipes_asm223469v1 ENSORLG00015000998
oryzias_melastigma ENSOMEG00000019213
tetraodon_nigroviridis ENSTNIG00000014304
takifugu_rubripes ENSTRUG00000010333
cynoglossus_semilaevis ENSCSEG00000005391
poecilia_mexicana ENSPMEG00000017827
poecilia_formosa ENSPFOG00000013955
poecilia_latipinna ENSPLAG00000001119
xiphophorus_maculatus ENSXMAG00000008220
xiphophorus_couchianus ENSXCOG00000004647
gambusia_affinis ENSGAFG00000020936
fundulus_heteroclitus ENSFHEG00000021120
kryptolebias_marmoratus ENSKMAG00000014689
cyprinodon_variegatus ENSCVAG00000005176
stegastes_partitus ENSSPAG00000007597
amphiprion_percula ENSAPEG00000001381
amphiprion_ocellaris ENSAOCG00000005002
acanthochromis_polyacanthus ENSAPOG00000013272
stegastes_partitus ENSSPAG00000003710
astatotilapia_calliptera ENSACLG00000014239
haplochromis_burtoni ENSHBUG00000016851
maylandia_zebra ENSMZEG00005003393
pundamilia_nyererei ENSPNYG00000011057
neolamprologus_brichardi ENSNBRG00000003804
oreochromis_niloticus ENSONIG00000014654
amphilophus_citrinellus ENSACIG00000021224
poecilia_reticulata ENSPREG00000010455
hippocampus_comes ENSHCOG00000016262
seriola_dumerili ENSSDUG00000009505
seriola_lalandi_dorsalis ENSSLDG00000025319
scophthalmus_maximus ENSSMAG00000020603
monopterus_albus ENSMALG00000021463
mastacembelus_armatus ENSMAMG00000011685
anabas_testudineus ENSATEG00000021008
labrus_bergylta ENSLBEG00000017804
labrus_bergylta ENSLBEG00000017771
periophthalmus_magnuspinnatus ENSPMGG00000002701
gadus_morhua ENSGMOG00000009437
esox_lucius ENSELUG00000014992
astyanax_mexicanus ENSAMXG00000016124
pygocentrus_nattereri ENSPNAG00000023132
ictalurus_punctatus ENSIPUG00000017808
danio_rerio ENSDARG00000005425
scleropages_formosus ENSSFOG00015014504
paramormyrops_kingsleyae ENSPKIG00000010305
lepisosteus_oculatus ENSLOCG00000004030
sphenodon_punctatus ENSSPUG00000015299
sphenodon_punctatus ENSSPUG00000003863
pogona_vitticeps ENSPVIG00000008622
anolis_carolinensis ENSACAG00000004456
notechis_scutatus ENSNSUG00000014398
