dasypus_novemcinctus ENSDNOG00000038712
choloepus_hoffmanni ENSCHOG00000001989
loxodonta_africana ENSLAFG00000008285
tursiops_truncatus ENSTTRG00000010737
vicugna_pacos ENSVPAG00000006009
bos_mutus ENSBMUG00000013592
bos_taurus ENSBTAG00000018158
bison_bison_bison ENSBBBG00000018776
capra_hircus ENSCHIG00000008369
ovis_aries ENSOARG00000017696
sus_scrofa ENSSSCG00000031799
equus_asinus_asinus ENSEASG00005009241
equus_caballus ENSECAG00000003704
ursus_americanus ENSUAMG00000020058
ursus_maritimus ENSUMAG00000011872
ailuropoda_melanoleuca ENSAMEG00000006591
mustela_putorius_furo ENSMPUG00000006961
neovison_vison ENSNVIG00000002119
canis_lupus_dingo ENSCAFG00020020756
canis_lupus_familiaris ENSCAFG00000028852
vulpes_vulpes ENSVVUG00000013309
panthera_pardus ENSPPRG00000022546
panthera_tigris_altaica ENSPTIG00000008246
felis_catus ENSFCAG00000007276
pteropus_vampyrus ENSPVAG00000017284
myotis_lucifugus ENSMLUG00000015096
erinaceus_europaeus ENSEEUG00000004087
erinaceus_europaeus ENSEEUG00000008130
sorex_araneus ENSSARG00000006996
pan_troglodytes ENSPTRG00000043949
pan_troglodytes ENSPTRG00000019804
pan_paniscus ENSPPAG00000035818
gorilla_gorilla ENSGGOG00000010185
homo_sapiens ENSG00000178826
pongo_abelii ENSPPYG00000018114
nomascus_leucogenys ENSNLEG00000003154
rhinopithecus_bieti ENSRBIG00000028538
rhinopithecus_roxellana ENSRROG00000045433
colobus_angolensis_palliatus ENSCANG00000017995
piliocolobus_tephrosceles ENSPTEG00000032436
papio_anubis ENSPANG00000022512
theropithecus_gelada ENSTGEG00000000460
macaca_fascicularis ENSMFAG00000042061
macaca_nemestrina ENSMNEG00000044724
cercocebus_atys ENSCATG00000038879
mandrillus_leucophaeus ENSMLEG00000037582
chlorocebus_sabaeus ENSCSAG00000007302
saimiri_boliviensis_boliviensis ENSSBOG00000032375
cebus_capucinus ENSCCAG00000027115
callithrix_jacchus ENSCJAG00000009577
aotus_nancymaae ENSANAG00000017815
carlito_syrichta ENSTSYG00000012302
microcebus_murinus ENSMICG00000030179
prolemur_simus ENSPSMG00000000560
propithecus_coquereli ENSPCOG00000028143
otolemur_garnettii ENSOGAG00000029100
tupaia_belangeri ENSTBEG00000008182
castor_canadensis ENSCCNG00000009490
dipodomys_ordii ENSDORG00000027308
mus_spicilegus ENSMSIG00000025960
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029292
mus_musculus ENSMUSG00000071506
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028288
mus_pahari MGP_PahariEiJ_G0022045
rattus_norvegicus ENSRNOG00000028024
meriones_unguiculatus ENSMUGG00000021533
cricetulus_griseus_crigri ENSCGRG00000004588
cricetulus_griseus_crigri-picr ENSCGRG00015023596
cricetulus_griseus_chok1gshd ENSCGRG00001004284
mesocricetus_auratus ENSMAUG00000009789
peromyscus_maniculatus_bairdii ENSPEMG00000030606
microtus_ochrogaster ENSMOCG00000020642
nannospalax_galili ENSNGAG00000023595
jaculus_jaculus ENSJJAG00000014062
cavia_aperea ENSCAPG00000014305
cavia_porcellus ENSCPOG00000034962
chinchilla_lanigera ENSCLAG00000001417
heterocephalus_glaber_male ENSHGLG00100008592
heterocephalus_glaber_female ENSHGLG00000008696
fukomys_damarensis ENSFDAG00000009341
ictidomys_tridecemlineatus ENSSTOG00000032612
spermophilus_dauricus ENSSDAG00000004510
urocitellus_parryii ENSUPAG00010022776
marmota_marmota_marmota ENSMMMG00000008044
oryctolagus_cuniculus ENSOCUG00000002030
ochotona_princeps ENSOPRG00000009600
monodelphis_domestica ENSMODG00000001295
sarcophilus_harrisii ENSSHAG00000004603
phascolarctos_cinereus ENSPCIG00000014427
ornithorhynchus_anatinus ENSOANG00000003503
